endpoint	version_strict	module_id	status_strict	n_total_strict	n_positive_strict	n_negative_strict	mean_difference_strict	ci_low_strict	ci_high_strict	t_strict	p_strict	hedges_g_strict	fixed_direction_auc_strict	missing_strict	exact_strict	permutations_strict	reason_strict	q_BH_common_method_strict	version_initial	status_initial	n_total_initial	n_positive_initial	n_negative_initial	mean_difference_initial	ci_low_initial	ci_high_initial	t_initial	p_initial	hedges_g_initial	fixed_direction_auc_initial	missing_initial	exact_initial	permutations_initial	reason_initial	q_BH_common_method_initial
original_JCI_sural_DPN_control	repaired_statfree	late_shared_concordant_neuronal_core	COMPLETED	12.0	6.0	6.0	0.0098280128728479	-0.0142045933086798	0.0343041517349197	0.710976116172954	0.4826839826839826	0.3789066942090919	0.6111111111111112	0.0	True	924.0		0.5430194805194806	repaired_statfree	COMPLETED	12.0	6.0	6.0	0.0098262753459992	-0.0142035250436984	0.0342980796700208	0.7109693674343175	0.4826839826839826	0.3789030975450287	0.6111111111111112	0.0	True	924.0		0.5430194805194806
original_JCI_sural_DPN_control	repaired_statfree	original_early_allcell	COMPLETED	12.0	6.0	6.0	-0.0504969177382452	-0.0746488843903219	-0.0320823428541044	-4.25644153073159	0.0021645021645021	-2.268422458668726	0.0	0.0	True	924.0		0.0146103896103896	repaired_statfree	COMPLETED	12.0	6.0	6.0	-0.0504924318412686	-0.0746435900818859	-0.0320810364589219	-4.256493795359519	0.0021645021645021	-2.2684503125121136	0.0	0.0	True	924.0		0.0146103896103896
original_JCI_sural_DPN_control	repaired_statfree	original_late_allcell	COMPLETED	12.0	6.0	6.0	-0.0355009321050886	-0.066264440637873	-0.0134249632492685	-2.2455899189283026	0.0064935064935064	-1.1967617946302451	0.0555555555555555	0.0	True	924.0		0.0146103896103896	repaired_statfree	COMPLETED	12.0	6.0	6.0	-0.035496495186516	-0.066255996875373	-0.0134233410421147	-2.245637835910705	0.0064935064935064	-1.1967873314450352	0.0555555555555555	0.0	True	924.0		0.0146103896103896
original_JCI_sural_DPN_control	repaired_statfree	original_late_neuron	COMPLETED	12.0	6.0	6.0	0.0254459559081848	0.0064217482364893	0.0449571064281462	2.2614457874069505	0.0584415584415584	1.2052120007235214	0.8055555555555556	0.0	True	924.0		0.0751391465677179	repaired_statfree	COMPLETED	12.0	6.0	6.0	0.025442169636773	0.0064176600637601	0.0449502827727563	2.261274805711326	0.0584415584415584	1.2051208779592175	0.8055555555555556	0.0	True	924.0		0.0751391465677179
original_JCI_sural_DPN_control	repaired_statfree	original_severity	COMPLETED	12.0	6.0	6.0	-0.0163320793528477	-0.0289843860131454	-0.0065037087086198	-2.4539541525764483	0.0108225108225108	-1.307807160525242	0.0833333333333333	0.0	True	924.0		0.0194805194805194	repaired_statfree	COMPLETED	12.0	6.0	6.0	-0.0163305856151804	-0.0289818686669699	-0.0065041677875429	-2.4538585370267736	0.0108225108225108	-1.3077562032975407	0.0833333333333333	0.0	True	924.0		0.0194805194805194
original_JCI_sural_DPN_control	repaired_statfree	original_xenium	COMPLETED	12.0	6.0	6.0	0.0067523960673221	-0.0190601945972892	0.0333214894126837	0.4780977951030553	0.6341991341991342	0.254796822186199	0.6388888888888888	0.0	True	924.0		0.6341991341991342	repaired_statfree	COMPLETED	12.0	6.0	6.0	0.0067405617862845	-0.0190797913669134	0.0333061957435829	0.477215200805442	0.6363636363636364	0.2543264535197569	0.6388888888888888	0.0	True	924.0		0.6363636363636364
original_JCI_sural_DPN_control	repaired_statfree	severity_neuron_residual	COMPLETED	12.0	6.0	6.0	-0.0160078762843208	-0.0268315296434269	-0.0068875836928948	-2.745360921304918	0.0064935064935064	-1.463109107942837	0.0555555555555555	0.0	True	924.0		0.0146103896103896	repaired_statfree	COMPLETED	12.0	6.0	6.0	-0.0160081998867303	-0.0268301139204169	-0.0068890458471957	-2.7455551356026664	0.0064935064935064	-1.4632126122601468	0.0555555555555555	0.0	True	924.0		0.0146103896103896
original_JCI_sural_DPN_control	repaired_statfree	severity_neuron_shared_concordant_core	NOT_EVALUABLE														fewer than 10 measured genes per signed arm		repaired_statfree	NOT_EVALUABLE														fewer than 10 measured genes per signed arm	
original_JCI_sural_severe_moderate	repaired_statfree	late_allcell_residual	COMPLETED	17.0	13.0	4.0	0.0058394150049487	-0.017856065984234	0.0329955150595568	0.3858125105446113	0.7109243697478992	0.1846790537349394	0.5384615384615384	0.0	True	2380.0		0.9176470588235294	repaired_statfree	COMPLETED	17.0	13.0	4.0	0.005833535036717	-0.0178608875152626	0.0329899191467065	0.3854497325566222	0.7113445378151261	0.1845079796814506	0.5192307692307693	0.0	True	2380.0		0.9193277310924368
original_JCI_sural_severe_moderate	repaired_statfree	late_neuron_residual	COMPLETED	17.0	13.0	4.0	-0.0016011955304053	-0.0143081243609088	0.0087172953576278	-0.2322785354003394	0.8134453781512605	-0.1423353207702527	0.4615384615384615	0.0	True	2380.0		0.9176470588235294	repaired_statfree	COMPLETED	17.0	13.0	4.0	-0.0015945329077283	-0.0143034973522086	0.0087251995454367	-0.2312894392891113	0.8138655462184874	-0.1417367652495371	0.4615384615384615	0.0	True	2380.0		0.9193277310924368
original_JCI_sural_severe_moderate	repaired_statfree	late_shared_concordant_neuronal_core	COMPLETED	17.0	13.0	4.0	0.0021722827696514	-0.0198476654736085	0.0234211460047267	0.1795686335096745	0.8626050420168068	0.0772543763045725	0.5192307692307693	0.0	True	2380.0		0.9176470588235294	repaired_statfree	COMPLETED	17.0	13.0	4.0	0.0021662596377024	-0.0198493226163216	0.0234143560543443	0.179075981691316	0.8630252100840337	0.0770443512833342	0.5192307692307693	0.0	True	2380.0		0.9193277310924368
original_JCI_sural_severe_moderate	repaired_statfree	original_early_allcell	COMPLETED	17.0	13.0	4.0	0.0219590729692526	0.0045149521816522	0.0398233729338656	2.1178202494949123	0.0672268907563025	1.1352551228763246	0.8269230769230769	0.0	True	2380.0		0.4821428571428571	repaired_statfree	COMPLETED	17.0	13.0	4.0	0.0219571404896344	0.0045150115575171	0.0398226161099477	2.1177535010816317	0.0672268907563025	1.135232571352593	0.8269230769230769	0.0	True	2380.0		0.4821428571428571
original_JCI_sural_severe_moderate	repaired_statfree	original_late_allcell	COMPLETED	17.0	13.0	4.0	0.0058681003876907	-0.0195264822878325	0.0325606397184181	0.3969708378944137	0.7046218487394958	0.1889218773979408	0.5192307692307693	0.0	True	2380.0		0.9176470588235294	repaired_statfree	COMPLETED	17.0	13.0	4.0	0.0058624303849506	-0.0195300128419205	0.0325527672516929	0.3966122959414115	0.7050420168067227	0.188754304645839	0.5192307692307693	0.0	True	2380.0		0.9193277310924368
original_JCI_sural_severe_moderate	repaired_statfree	original_late_neuron	COMPLETED	17.0	13.0	4.0	-0.0011965772211044	-0.0142482541974012	0.0095680382540533	-0.1700951383056775	0.8626050420168068	-0.0950013940948616	0.5	0.0	True	2380.0		0.9176470588235294	repaired_statfree	COMPLETED	17.0	13.0	4.0	-0.0011935049941676	-0.0142478274166345	0.0095703715936812	-0.1696418867380782	0.8626050420168068	-0.0947551156681667	0.5	0.0	True	2380.0		0.9193277310924368
original_JCI_sural_severe_moderate	repaired_statfree	original_severity	COMPLETED	17.0	13.0	4.0	0.0102902003343561	0.0006667919345598	0.0202298966064258	1.8248803062196617	0.1071428571428571	0.7438083615006705	0.75	0.0	True	2380.0		0.4821428571428571	repaired_statfree	COMPLETED	17.0	13.0	4.0	0.0102882870437884	0.0006663496994308	0.0202270265909102	1.82477150426876	0.1071428571428571	0.7437564633386228	0.75	0.0	True	2380.0		0.4821428571428571
original_JCI_sural_severe_moderate	repaired_statfree	original_xenium	COMPLETED	17.0	13.0	4.0	-0.0014733710818181	-0.0249334729468878	0.0237054790393057	-0.1027116804901255	0.9176470588235294	-0.0628451718785157	0.4807692307692308	0.0	True	2380.0		0.9176470588235294	repaired_statfree	COMPLETED	17.0	13.0	4.0	-0.0014617968165217	-0.0249264288956669	0.0237186998788829	-0.1018681516763615	0.9193277310924368	-0.0623416694984249	0.4807692307692308	0.0	True	2380.0		0.9193277310924368
original_JCI_sural_severe_moderate	repaired_statfree	severity_neuron_residual	COMPLETED	17.0	13.0	4.0	0.0101542654088794	-0.0028701384437301	0.0220284380524424	1.460758725803871	0.2042016806722689	0.5896549229898902	0.7307692307692307	0.0	True	2380.0		0.6126050420168068	repaired_statfree	COMPLETED	17.0	13.0	4.0	0.0101532502724177	-0.0028717785235802	0.022022583083966	1.4607607081606375	0.2042016806722689	0.5896383195909093	0.7307692307692307	0.0	True	2380.0		0.6126050420168068
original_JCI_sural_severe_moderate	repaired_statfree	severity_neuron_shared_concordant_core	NOT_EVALUABLE														fewer than 10 measured genes per signed arm		repaired_statfree	NOT_EVALUABLE														fewer than 10 measured genes per signed arm	
GSE148059_C02	repaired_statfree	late_allcell_residual	COMPLETED	77.0	22.0	27.0	-2.8827392333657763e-05	-0.0028580548001148	0.0028040232676942	-0.0198915351370447	0.9863	-0.0053724749066657	0.5235690235690236	0.0	False	9999.0		0.9863	repaired_statfree	COMPLETED	77.0	22.0	27.0	-2.878871995929682e-05	-0.002857677461489	0.0028036066464628	-0.0198671111810227	0.9863	-0.0053658843945723	0.5235690235690236	0.0	False	9999.0		0.9863
GSE148059_C02	repaired_statfree	late_neuron_residual	COMPLETED	77.0	22.0	27.0	-0.0006576252344175	-0.0033900656913815	0.0019731276898182	-0.5097933597980634	0.6641	-0.1273752056823197	0.4781144781144781	0.0	False	9999.0		0.8538428571428571	repaired_statfree	COMPLETED	77.0	22.0	27.0	-0.0006575656105911	-0.0033898577112942	0.0019727968625415	-0.509797902189974	0.6642	-0.1273735175404929	0.4781144781144781	0.0	False	9999.0		0.8539714285714286
GSE148059_C02	repaired_statfree	late_shared_concordant_neuronal_core	COMPLETED	77.0	22.0	27.0	-0.0015641186172901	-0.0052144254933661	0.0022867778496979	-0.8545224322772528	0.4344	-0.2230269456445942	0.4646464646464646	0.0	False	9999.0		0.8538428571428571	repaired_statfree	COMPLETED	77.0	22.0	27.0	-0.0015642616083472	-0.005213677594724	0.0022857465575089	-0.8547408543354467	0.4342	-0.2230866985985123	0.4646464646464646	0.0	False	9999.0		0.8539714285714286
GSE148059_C02	repaired_statfree	original_early_allcell	COMPLETED	77.0	22.0	27.0	0.002906255526385	-0.0010939068701541	0.0065982906436844	1.4110319542609002	0.1826	0.3841328881817106	0.6178451178451179	0.0	False	9999.0		0.8538428571428571	repaired_statfree	COMPLETED	77.0	22.0	27.0	0.0029058506779883	-0.0010937986628596	0.0065976164552191	1.4110023383625072	0.1826	0.3841245432380217	0.6178451178451179	0.0	False	9999.0		0.8539714285714286
GSE148059_C02	repaired_statfree	original_late_allcell	COMPLETED	77.0	22.0	27.0	-6.596723168980986e-05	-0.0027057136040315	0.0026537418436611	-0.0457614443261061	0.9677	-0.0123123634137227	0.5252525252525253	0.0	False	9999.0		0.9863	repaired_statfree	COMPLETED	77.0	22.0	27.0	-6.59416399690979e-05	-0.0027054720739906	0.0026534846488533	-0.0457489230743159	0.9677	-0.0123090014109509	0.5252525252525253	0.0	False	9999.0		0.9863
GSE148059_C02	repaired_statfree	original_late_neuron	COMPLETED	77.0	22.0	27.0	-0.0009399181623477	-0.0031902848281707	0.0012485280422491	-0.8521691058695038	0.4662	-0.2106095505681497	0.4494949494949495	0.0	False	9999.0		0.8538428571428571	repaired_statfree	COMPLETED	77.0	22.0	27.0	-0.0009399371466016	-0.003189908787669	0.0012482407315252	-0.8523051331071416	0.4663	-0.2106404244315312	0.4494949494949495	0.0	False	9999.0		0.8539714285714286
GSE148059_C02	repaired_statfree	original_severity	COMPLETED	77.0	22.0	27.0	-0.0005137078967676	-0.0022173969018763	0.0012091141540158	-0.4039925478781586	0.5839	-0.1548652939323495	0.4208754208754209	0.0	False	9999.0		0.8538428571428571	repaired_statfree	COMPLETED	77.0	22.0	27.0	-0.000513667723724	-0.0022170947558657	0.0012089712537338	-0.4040114895389852	0.5839	-0.1548700339441872	0.4208754208754209	0.0	False	9999.0		0.8539714285714286
GSE148059_C02	repaired_statfree	original_xenium	COMPLETED	77.0	22.0	27.0	0.0012843018764615	-0.0008016019784637	0.0035570335912849	1.0475564867854623	0.2673	0.3237876381871349	0.5942760942760943	0.0	False	9999.0		0.8538428571428571	repaired_statfree	COMPLETED	77.0	22.0	27.0	0.0012830829846137	-0.0008028660130152	0.0035548652330221	1.046635981210765	0.2679	0.3235014145594204	0.5942760942760943	0.0	False	9999.0		0.8539714285714286
GSE148059_C02	repaired_statfree	severity_neuron_residual	COMPLETED	77.0	22.0	27.0	-0.0006076377689057	-0.0025624612718045	0.001498358043615	-0.4158786045807927	0.5708	-0.1580249544323729	0.4208754208754209	0.0	False	9999.0		0.8538428571428571	repaired_statfree	COMPLETED	77.0	22.0	27.0	-0.0006075853409129	-0.0025621525614852	0.0014982462986157	-0.4158909327021767	0.5708	-0.1580280577999789	0.4208754208754209	0.0	False	9999.0		0.8539714285714286
GSE148059_C02	repaired_statfree	severity_neuron_shared_concordant_core	NOT_EVALUABLE														fewer than 10 measured genes per signed arm		repaired_statfree	NOT_EVALUABLE														fewer than 10 measured genes per signed arm	
