resource	comparison	module_id	block	removed_genes	remaining_up	remaining_down	delta_S_full	delta_S_after_block_removal	change_in_delta_S	status
GSE143979	AH DPN minus MNC	late_neuron_residual	red	9	73	193	-0.002821040902561075	-0.0030252024852883246	-0.0002041615827272497	COMPLETED
GSE143979	AH DPN minus MNC	late_neuron_residual	turquoise	31	68	176	-0.002821040902561075	-0.0025840004095094345	0.0002370404930516403	COMPLETED
GSE143979	AH DPN minus MNC	late_neuron_residual	yellow	12	73	190	-0.002821040902561075	-0.0011442541736242408	0.001676786728936834	COMPLETED
GSE143979	AH DPN minus MNC	late_shared_concordant_neuronal_core	black	4	45	76	-0.004155153417709591	-0.004809531969959015	-0.0006543785522494239	COMPLETED
GSE143979	AH DPN minus MNC	late_shared_concordant_neuronal_core	blue	8	43	74	-0.004155153417709591	-0.00488721017288425	-0.0007320567551746589	COMPLETED
GSE143979	AH DPN minus MNC	late_shared_concordant_neuronal_core	brown	12	46	67	-0.004155153417709591	0.0018652624663308033	0.006020415884040394	COMPLETED
GSE143979	AH DPN minus MNC	late_shared_concordant_neuronal_core	green	4	48	73	-0.004155153417709591	-0.004146832986873652	8.320430835939002e-06	COMPLETED
GSE143979	AH DPN minus MNC	late_shared_concordant_neuronal_core	magenta	1	47	77	-0.004155153417709591	-0.0034922058866106442	0.0006629475310989466	COMPLETED
GSE143979	AH DPN minus MNC	late_shared_concordant_neuronal_core	pink	2	46	77	-0.004155153417709591	-0.002436518314010063	0.0017186351036995277	COMPLETED
GSE143979	AH DPN minus MNC	late_shared_concordant_neuronal_core	red	2	48	75	-0.004155153417709591	-0.003339285275214956	0.000815868142494635	COMPLETED
GSE143979	AH DPN minus MNC	late_shared_concordant_neuronal_core	turquoise	11	42	72	-0.004155153417709591	-0.0047381983183995245	-0.0005830449006899337	COMPLETED
GSE143979	AH DPN minus MNC	late_shared_concordant_neuronal_core	yellow	5	45	75	-0.004155153417709591	-0.004240811982785905	-8.565856507631447e-05	COMPLETED
GSE143979	AH DPN minus MNC	original_early_allcell	black	13	300	318	0.014626714058526759	0.013866345581421809	-0.0007603684771049501	COMPLETED
GSE143979	AH DPN minus MNC	original_early_allcell	blue	52	294	285	0.014626714058526759	0.019529995845420544	0.004903281786893785	COMPLETED
GSE143979	AH DPN minus MNC	original_early_allcell	brown	48	285	298	0.014626714058526759	0.013463906838609253	-0.0011628072199175062	COMPLETED
GSE143979	AH DPN minus MNC	original_early_allcell	green	29	277	325	0.014626714058526759	0.016107226645833708	0.0014805125873069494	COMPLETED
GSE143979	AH DPN minus MNC	original_early_allcell	magenta	4	300	327	0.014626714058526759	0.014180978873682526	-0.00044573518484423286	COMPLETED
GSE143979	AH DPN minus MNC	original_early_allcell	pink	5	300	326	0.014626714058526759	0.01414823596395755	-0.0004784780945692093	COMPLETED
GSE143979	AH DPN minus MNC	original_early_allcell	red	16	295	320	0.014626714058526759	0.013533685296231732	-0.0010930287622950268	COMPLETED
GSE143979	AH DPN minus MNC	original_early_allcell	turquoise	74	250	307	0.014626714058526759	0.01108806639289563	-0.003538647665631129	COMPLETED
GSE143979	AH DPN minus MNC	original_early_allcell	yellow	31	288	312	0.014626714058526759	0.013832474412636247	-0.0007942396458905116	COMPLETED
GSE143979	AH DPN minus MNC	original_late_allcell	black	72	1316	1670	0.0043016923282453295	0.0044885432723400015	0.00018685094409467192	COMPLETED
GSE143979	AH DPN minus MNC	original_late_allcell	blue	156	1304	1598	0.0043016923282453295	0.003582321602393381	-0.0007193707258519484	COMPLETED
GSE143979	AH DPN minus MNC	original_late_allcell	brown	187	1325	1546	0.0043016923282453295	0.004985424623161588	0.0006837322949162583	COMPLETED
GSE143979	AH DPN minus MNC	original_late_allcell	green	66	1365	1627	0.0043016923282453295	0.004458107293623421	0.0001564149653780914	COMPLETED
GSE143979	AH DPN minus MNC	original_late_allcell	magenta	18	1364	1676	0.0043016923282453295	0.004343984252886411	4.229192464108144e-05	COMPLETED
GSE143979	AH DPN minus MNC	original_late_allcell	pink	45	1340	1673	0.0043016923282453295	0.004283946054927986	-1.774627331734349e-05	COMPLETED
GSE143979	AH DPN minus MNC	original_late_allcell	red	76	1370	1612	0.0043016923282453295	0.004719205077914878	0.00041751274966954875	COMPLETED
GSE143979	AH DPN minus MNC	original_late_allcell	turquoise	178	1244	1636	0.0043016923282453295	0.004035424522375568	-0.00026626780586976127	COMPLETED
GSE143979	AH DPN minus MNC	original_late_allcell	yellow	169	1263	1626	0.0043016923282453295	0.001993526186518833	-0.0023081661417264964	COMPLETED
GSE143979	AH DPN minus MNC	original_late_neuron	black	9	127	294	-0.0051135175825928764	-0.005269041875210344	-0.00015552429261746735	COMPLETED
GSE143979	AH DPN minus MNC	original_late_neuron	blue	24	120	286	-0.0051135175825928764	-0.006043262966393896	-0.0009297453838010197	COMPLETED
GSE143979	AH DPN minus MNC	original_late_neuron	brown	41	126	263	-0.0051135175825928764	-0.005054102280914519	5.9415301678357804e-05	COMPLETED
GSE143979	AH DPN minus MNC	original_late_neuron	green	19	130	281	-0.0051135175825928764	-0.004751310557454333	0.00036220702513854383	COMPLETED
GSE143979	AH DPN minus MNC	original_late_neuron	magenta	2	130	298	-0.0051135175825928764	-0.004992590128816452	0.00012092745377642426	COMPLETED
GSE143979	AH DPN minus MNC	original_late_neuron	pink	6	129	295	-0.0051135175825928764	-0.004364817437625242	0.0007487001449676348	COMPLETED
GSE143979	AH DPN minus MNC	original_late_neuron	red	13	126	291	-0.0051135175825928764	-0.00510031847377123	1.3199108821646335e-05	COMPLETED
GSE143979	AH DPN minus MNC	original_late_neuron	turquoise	43	117	270	-0.0051135175825928764	-0.005391137903422428	-0.0002776203208295514	COMPLETED
GSE143979	AH DPN minus MNC	original_late_neuron	yellow	22	125	283	-0.0051135175825928764	-0.004099711572974497	0.0010138060096183798	COMPLETED
GSE143979	AH DPN minus MNC	original_severity	black	2	316	131	0.008817767265925638	0.00834363068830191	-0.00047413657762372836	COMPLETED
GSE143979	AH DPN minus MNC	original_severity	blue	37	301	111	0.008817767265925638	0.010555259639314061	0.0017374923733884228	COMPLETED
GSE143979	AH DPN minus MNC	original_severity	brown	28	304	117	0.008817767265925638	0.006913005407891741	-0.001904761858033897	COMPLETED
GSE143979	AH DPN minus MNC	original_severity	green	14	305	130	0.008817767265925638	0.008656261422079318	-0.00016150584384632023	COMPLETED
GSE143979	AH DPN minus MNC	original_severity	magenta	3	313	133	0.008817767265925638	0.008945075964986659	0.00012730869906102046	COMPLETED
GSE143979	AH DPN minus MNC	original_severity	pink	3	314	132	0.008817767265925638	0.008574530337334739	-0.00024323692859089946	COMPLETED
GSE143979	AH DPN minus MNC	original_severity	red	10	312	127	0.008817767265925638	0.00993745930078168	0.001119692034856042	COMPLETED
GSE143979	AH DPN minus MNC	original_severity	turquoise	36	283	130	0.008817767265925638	0.0067990861162224	-0.002018681149703238	COMPLETED
GSE143979	AH DPN minus MNC	original_severity	yellow	25	303	121	0.008817767265925638	0.010516982995749621	0.001699215729823983	COMPLETED
GSE143979	AH DPN minus MNC	original_xenium	black	2	15	40	0.03734385968325301	0.03728088342657847	-6.297625667454204e-05	COMPLETED
GSE143979	AH DPN minus MNC	original_xenium	blue	4	15	38	0.03734385968325301	0.042488643745907405	0.005144784062654395	COMPLETED
GSE143979	AH DPN minus MNC	original_xenium	brown	1	15	41	0.03734385968325301	0.03897054352867432	0.0016266838454213131	COMPLETED
GSE143979	AH DPN minus MNC	original_xenium	pink	1	15	41	0.03734385968325301	0.03524574399899176	-0.0020981156842612494	COMPLETED
GSE143979	AH DPN minus MNC	original_xenium	red	1	15	41	0.03734385968325301	0.03614987059719779	-0.001193989086055218	COMPLETED
GSE143979	AH DPN minus MNC	original_xenium	turquoise	3	15	39	0.03734385968325301	0.03853256712004542	0.001188707436792412	COMPLETED
GSE143979	AH DPN minus MNC	original_xenium	yellow	5	14	38	0.03734385968325301	0.027081473770901237	-0.010262385912351773	COMPLETED
GSE143979	AH DPN minus MNC	severity_neuron_residual	black	2	219	116	0.01562612454489687	0.015140100722268561	-0.00048602382262830784	COMPLETED
GSE143979	AH DPN minus MNC	severity_neuron_residual	blue	31	208	98	0.01562612454489687	0.018402742926768273	0.002776618381871404	COMPLETED
GSE143979	AH DPN minus MNC	severity_neuron_residual	brown	23	210	104	0.01562612454489687	0.012581307330949861	-0.0030448172139470077	COMPLETED
GSE143979	AH DPN minus MNC	severity_neuron_residual	green	11	211	115	0.01562612454489687	0.015568290357745842	-5.783418715102698e-05	COMPLETED
GSE143979	AH DPN minus MNC	severity_neuron_residual	magenta	2	217	118	0.01562612454489687	0.01575944510705147	0.00013332056215459992	COMPLETED
GSE143979	AH DPN minus MNC	severity_neuron_residual	pink	2	218	117	0.01562612454489687	0.01550209256984218	-0.00012403197505468817	COMPLETED
GSE143979	AH DPN minus MNC	severity_neuron_residual	red	8	217	112	0.01562612454489687	0.017040653465676365	0.001414528920779496	COMPLETED
GSE143979	AH DPN minus MNC	severity_neuron_residual	turquoise	27	195	115	0.01562612454489687	0.013229674987367284	-0.002396449557529585	COMPLETED
GSE143979	AH DPN minus MNC	severity_neuron_residual	yellow	19	211	107	0.01562612454489687	0.017354398635929566	0.0017282740910326971	COMPLETED
GSE143979	MG DPN minus MNC	late_allcell_residual	black	68	1234	1564	0.008691430371894527	0.00916174125294333	0.0004703108810488032	COMPLETED
GSE143979	MG DPN minus MNC	late_allcell_residual	blue	145	1227	1494	0.008691430371894527	0.00839929967131681	-0.0002921307005777172	COMPLETED
GSE143979	MG DPN minus MNC	late_allcell_residual	brown	173	1242	1451	0.008691430371894527	0.008795092537493835	0.00010366216559930773	COMPLETED
GSE143979	MG DPN minus MNC	late_allcell_residual	green	62	1280	1524	0.008691430371894527	0.008363433537411001	-0.0003279968344835262	COMPLETED
GSE143979	MG DPN minus MNC	late_allcell_residual	magenta	17	1280	1569	0.008691430371894527	0.008652438650637714	-3.899172125681333e-05	COMPLETED
GSE143979	MG DPN minus MNC	late_allcell_residual	pink	42	1258	1566	0.008691430371894527	0.008911101014907623	0.00021967064301309583	COMPLETED
GSE143979	MG DPN minus MNC	late_allcell_residual	red	71	1286	1509	0.008691430371894527	0.008859367596050846	0.00016793722415631845	COMPLETED
GSE143979	MG DPN minus MNC	late_allcell_residual	turquoise	164	1168	1534	0.008691430371894527	0.008875953074967437	0.00018452270307291012	COMPLETED
GSE143979	MG DPN minus MNC	late_allcell_residual	yellow	159	1186	1521	0.008691430371894527	0.0077189545171466685	-0.0009724758547478589	COMPLETED
GSE143979	MG DPN minus MNC	late_neuron_residual	black	5	75	195	0.007640196167069762	0.008206332869799327	0.0005661367027295647	COMPLETED
GSE143979	MG DPN minus MNC	late_neuron_residual	blue	15	70	190	0.007640196167069762	0.003504618711521942	-0.00413557745554782	COMPLETED
GSE143979	MG DPN minus MNC	late_neuron_residual	brown	28	74	173	0.007640196167069762	0.006123021067403466	-0.001517175099666296	COMPLETED
GSE143979	MG DPN minus MNC	late_neuron_residual	green	15	75	185	0.007640196167069762	0.00803943254867574	0.0003992363816059776	COMPLETED
GSE143979	MG DPN minus MNC	late_neuron_residual	magenta	1	76	198	0.007640196167069762	0.0075056226073003125	-0.00013457355976944935	COMPLETED
GSE143979	MG DPN minus MNC	late_neuron_residual	pink	3	76	196	0.007640196167069762	0.007454537755305003	-0.00018565841176475858	COMPLETED
GSE143979	MG DPN minus MNC	late_neuron_residual	red	9	73	193	0.007640196167069762	0.008029618721341582	0.00038942255427182066	COMPLETED
GSE143979	MG DPN minus MNC	late_neuron_residual	turquoise	31	68	176	0.007640196167069762	0.008229593763671435	0.0005893975966016736	COMPLETED
GSE143979	MG DPN minus MNC	late_neuron_residual	yellow	12	73	190	0.007640196167069762	0.008852451038038434	0.0012122548709686725	COMPLETED
GSE143979	MG DPN minus MNC	late_shared_concordant_neuronal_core	black	4	45	76	-0.0009808188285233433	-0.0005722773609769614	0.00040854146754638193	COMPLETED
GSE143979	MG DPN minus MNC	late_shared_concordant_neuronal_core	blue	8	43	74	-0.0009808188285233433	-0.004189879662400692	-0.003209060833877349	COMPLETED
GSE143979	MG DPN minus MNC	late_shared_concordant_neuronal_core	brown	12	46	67	-0.0009808188285233433	0.0029359917981243936	0.003916810626647737	COMPLETED
GSE143979	MG DPN minus MNC	late_shared_concordant_neuronal_core	green	4	48	73	-0.0009808188285233433	0.0007352560252037871	0.0017160748537271304	COMPLETED
GSE143979	MG DPN minus MNC	late_shared_concordant_neuronal_core	magenta	1	47	77	-0.0009808188285233433	-0.0005715145161488567	0.0004093043123744866	COMPLETED
GSE143979	MG DPN minus MNC	late_shared_concordant_neuronal_core	pink	2	46	77	-0.0009808188285233433	-0.00036746377801605105	0.0006133550505072922	COMPLETED
GSE143979	MG DPN minus MNC	late_shared_concordant_neuronal_core	red	2	48	75	-0.0009808188285233433	-0.001144794255495402	-0.00016397542697205864	COMPLETED
GSE143979	MG DPN minus MNC	late_shared_concordant_neuronal_core	turquoise	11	42	72	-0.0009808188285233433	-0.0012250834099342828	-0.00024426458141093947	COMPLETED
GSE143979	MG DPN minus MNC	late_shared_concordant_neuronal_core	yellow	5	45	75	-0.0009808188285233433	-0.0011227998502025566	-0.00014198102167921334	COMPLETED
GSE143979	MG DPN minus MNC	original_early_allcell	black	13	300	318	-0.01124083813959191	-0.011808569811363573	-0.0005677316717716627	COMPLETED
GSE143979	MG DPN minus MNC	original_early_allcell	blue	52	294	285	-0.01124083813959191	-0.008015414817983232	0.0032254233216086788	COMPLETED
GSE143979	MG DPN minus MNC	original_early_allcell	brown	48	285	298	-0.01124083813959191	-0.01423608233702178	-0.0029952441974298687	COMPLETED
GSE143979	MG DPN minus MNC	original_early_allcell	green	29	277	325	-0.01124083813959191	-0.009727272550219794	0.0015135655893721168	COMPLETED
GSE143979	MG DPN minus MNC	original_early_allcell	magenta	4	300	327	-0.01124083813959191	-0.011616293531755584	-0.0003754553921636733	COMPLETED
GSE143979	MG DPN minus MNC	original_early_allcell	pink	5	300	326	-0.01124083813959191	-0.01149878750827537	-0.00025794936868345913	COMPLETED
GSE143979	MG DPN minus MNC	original_early_allcell	red	16	295	320	-0.01124083813959191	-0.011536982530581235	-0.00029614439098932417	COMPLETED
GSE143979	MG DPN minus MNC	original_early_allcell	turquoise	74	250	307	-0.01124083813959191	-0.011747816165680306	-0.0005069780260883953	COMPLETED
GSE143979	MG DPN minus MNC	original_early_allcell	yellow	31	288	312	-0.01124083813959191	-0.012145752158503022	-0.000904914018911112	COMPLETED
GSE143979	MG DPN minus MNC	original_late_allcell	black	72	1316	1670	0.008438779902253363	0.008899819365943022	0.0004610394636896595	COMPLETED
GSE143979	MG DPN minus MNC	original_late_allcell	blue	156	1304	1598	0.008438779902253363	0.008005675215412308	-0.00043310468684105465	COMPLETED
GSE143979	MG DPN minus MNC	original_late_allcell	brown	187	1325	1546	0.008438779902253363	0.008755507699419745	0.00031672779716638254	COMPLETED
GSE143979	MG DPN minus MNC	original_late_allcell	green	66	1365	1627	0.008438779902253363	0.008223868887232571	-0.00021491101502079182	COMPLETED
GSE143979	MG DPN minus MNC	original_late_allcell	magenta	18	1364	1676	0.008438779902253363	0.008416945067939788	-2.1834834313574913e-05	COMPLETED
GSE143979	MG DPN minus MNC	original_late_allcell	pink	45	1340	1673	0.008438779902253363	0.008704461706135558	0.00026568180388219544	COMPLETED
GSE143979	MG DPN minus MNC	original_late_allcell	red	76	1370	1612	0.008438779902253363	0.00858410537929911	0.00014532547704574662	COMPLETED
GSE143979	MG DPN minus MNC	original_late_allcell	turquoise	178	1244	1636	0.008438779902253363	0.00865685484087214	0.00021807493861877685	COMPLETED
GSE143979	MG DPN minus MNC	original_late_allcell	yellow	169	1263	1626	0.008438779902253363	0.007502767256204945	-0.0009360126460484178	COMPLETED
GSE143979	MG DPN minus MNC	original_late_neuron	black	9	127	294	0.0036397144315270125	0.004124626224689659	0.00048491179316264687	COMPLETED
GSE143979	MG DPN minus MNC	original_late_neuron	blue	24	120	286	0.0036397144315270125	0.00016483986967084398	-0.0034748745618561686	COMPLETED
GSE143979	MG DPN minus MNC	original_late_neuron	brown	41	126	263	0.0036397144315270125	0.0035417056513727934	-9.800878015421913e-05	COMPLETED
GSE143979	MG DPN minus MNC	original_late_neuron	green	19	130	281	0.0036397144315270125	0.00425048119251999	0.0006107667609929774	COMPLETED
GSE143979	MG DPN minus MNC	original_late_neuron	magenta	2	130	298	0.0036397144315270125	0.0036830695541287227	4.3355122601710164e-05	COMPLETED
GSE143979	MG DPN minus MNC	original_late_neuron	pink	6	129	295	0.0036397144315270125	0.0035392974901898317	-0.00010041694133718082	COMPLETED
GSE143979	MG DPN minus MNC	original_late_neuron	red	13	126	291	0.0036397144315270125	0.004055489424047975	0.0004157749925209628	COMPLETED
GSE143979	MG DPN minus MNC	original_late_neuron	turquoise	43	117	270	0.0036397144315270125	0.0037142505816968804	7.453615016986791e-05	COMPLETED
GSE143979	MG DPN minus MNC	original_late_neuron	yellow	22	125	283	0.0036397144315270125	0.004443107712077597	0.0008033932805505848	COMPLETED
GSE143979	MG DPN minus MNC	original_severity	black	2	316	131	-0.01032183983732779	-0.010342475498079932	-2.0635660752141988e-05	COMPLETED
GSE143979	MG DPN minus MNC	original_severity	blue	37	301	111	-0.01032183983732779	-0.010602077748163491	-0.00028023791083570115	COMPLETED
GSE143979	MG DPN minus MNC	original_severity	brown	28	304	117	-0.01032183983732779	-0.009444463075894529	0.0008773767614332611	COMPLETED
GSE143979	MG DPN minus MNC	original_severity	green	14	305	130	-0.01032183983732779	-0.011150605451326585	-0.0008287656139987949	COMPLETED
GSE143979	MG DPN minus MNC	original_severity	magenta	3	313	133	-0.01032183983732779	-0.01017936617521154	0.00014247366211624958	COMPLETED
GSE143979	MG DPN minus MNC	original_severity	pink	3	314	132	-0.01032183983732779	-0.010578953543785567	-0.0002571137064577775	COMPLETED
GSE143979	MG DPN minus MNC	original_severity	red	10	312	127	-0.01032183983732779	-0.010227056543231427	9.478329409636291e-05	COMPLETED
GSE143979	MG DPN minus MNC	original_severity	turquoise	36	283	130	-0.01032183983732779	-0.010889728028489082	-0.0005678881911612924	COMPLETED
GSE143979	MG DPN minus MNC	original_severity	yellow	25	303	121	-0.01032183983732779	-0.010174606145956416	0.00014723369137137343	COMPLETED
GSE143979	MG DPN minus MNC	original_xenium	black	2	15	40	0.059961529295611625	0.059457700666144656	-0.0005038286294669694	COMPLETED
GSE143979	MG DPN minus MNC	original_xenium	blue	4	15	38	0.059961529295611625	0.060765242097856914	0.0008037128022452891	COMPLETED
GSE143979	MG DPN minus MNC	original_xenium	brown	1	15	41	0.059961529295611625	0.060472686740962	0.0005111574453503728	COMPLETED
GSE143979	MG DPN minus MNC	original_xenium	pink	1	15	41	0.059961529295611625	0.06027838186664985	0.00031685257103822306	COMPLETED
GSE143979	MG DPN minus MNC	original_xenium	red	1	15	41	0.059961529295611625	0.06042898890330953	0.00046745960769790235	COMPLETED
GSE143979	MG DPN minus MNC	original_xenium	turquoise	3	15	39	0.059961529295611625	0.06084887830879048	0.0008873490131788564	COMPLETED
GSE143979	MG DPN minus MNC	original_xenium	yellow	5	14	38	0.059961529295611625	0.06367136434693108	0.0037098350513194503	COMPLETED
GSE143979	MG DPN minus MNC	severity_neuron_residual	black	2	219	116	-0.011791986598804679	-0.011823727695697794	-3.174109689311512e-05	COMPLETED
GSE143979	MG DPN minus MNC	severity_neuron_residual	blue	31	208	98	-0.011791986598804679	-0.012162146074303005	-0.0003701594754983266	COMPLETED
GSE143979	MG DPN minus MNC	severity_neuron_residual	brown	23	210	104	-0.011791986598804679	-0.01065001004198992	0.0011419765568147586	COMPLETED
GSE143979	MG DPN minus MNC	severity_neuron_residual	green	11	211	115	-0.011791986598804679	-0.012939874133873534	-0.0011478875350688558	COMPLETED
GSE143979	MG DPN minus MNC	severity_neuron_residual	magenta	2	217	118	-0.011791986598804679	-0.0117004743963862	9.1512202418478e-05	COMPLETED
GSE143979	MG DPN minus MNC	severity_neuron_residual	pink	2	218	117	-0.011791986598804679	-0.012023711038100302	-0.0002317244392956233	COMPLETED
GSE143979	MG DPN minus MNC	severity_neuron_residual	red	8	217	112	-0.011791986598804679	-0.011710957651631852	8.102894717282663e-05	COMPLETED
GSE143979	MG DPN minus MNC	severity_neuron_residual	turquoise	27	195	115	-0.011791986598804679	-0.01255386784843739	-0.000761881249632711	COMPLETED
GSE143979	MG DPN minus MNC	severity_neuron_residual	yellow	19	211	107	-0.011791986598804679	-0.011793674461132619	-1.6878623279401733e-06	COMPLETED
