gene	module	gene_id	current_symbol	mapping_method	is_non_grey	candidate	include_in_block_map	exclusion_reason
PLCL1	grey	5334	PLCL1	unique_official_exact	False	False	False	grey_not_a_network_block
DHH	brown	50846	DHH	unique_official_exact	True	True	True	included
THAP9-AS1	grey	100499177	THAP9-AS1	unique_official_exact	False	False	False	grey_not_a_network_block
TMX4	red	56255	TMX4	unique_official_exact	True	True	True	included
TMEM100	grey	55273	TMEM100	unique_official_exact	False	False	False	grey_not_a_network_block
ETV5	grey	2119	ETV5	unique_official_exact	False	False	False	grey_not_a_network_block
NTRK2	yellow	4915	NTRK2	unique_official_exact	True	True	True	included
CYP4X1	turquoise	260293	CYP4X1	unique_official_exact	True	True	True	included
BNC2	green	54796	BNC2	unique_official_exact	True	True	True	included
NAA60	grey	79903	NAA60	unique_official_exact	False	False	False	grey_not_a_network_block
TMEM18	grey	129787	TMEM18	unique_official_exact	False	False	False	grey_not_a_network_block
APBB1	brown	322	APBB1	unique_official_exact	True	True	True	included
HNRNPH1	turquoise	3187	HNRNPH1	unique_official_exact	True	True	True	included
DCP2	grey	167227	DCP2	unique_official_exact	False	False	False	grey_not_a_network_block
SLC39A1	red	27173	SLC39A1	unique_official_exact	True	True	True	included
PROS1	green	5627	PROS1	unique_official_exact	True	True	True	included
CECR7	brown	100130418	CECR7	unique_official_exact	True	True	True	included
METTL17	turquoise	64745	METTL17	unique_official_exact	True	True	True	included
BRD3	green	8019	BRD3	unique_official_exact	True	True	True	included
SMARCD2	blue	6603	SMARCD2	unique_official_exact	True	True	True	included
ARNT2	brown	9915	ARNT2	unique_official_exact	True	True	True	included
ATM	turquoise	472	ATM	unique_official_exact	True	True	True	included
ALKBH3	grey	221120	ALKBH3	unique_official_exact	False	False	False	grey_not_a_network_block
KMT2B	turquoise	9757	KMT2B	unique_official_exact	True	True	True	included
NRP2	green	8828	NRP2	unique_official_exact	True	True	True	included
RPS6KA3	blue	6197	RPS6KA3	unique_official_exact	True	True	True	included
SLC30A4	grey	7782	SLC30A4	unique_official_exact	False	False	False	grey_not_a_network_block
ADGRD1	green	283383	ADGRD1	unique_official_exact	True	True	True	included
IPO8	brown	10526	IPO8	unique_official_exact	True	True	True	included
ZNF33B	turquoise	7582	ZNF33B	unique_official_exact	True	True	True	included
CTNS	turquoise	1497	CTNS	unique_official_exact	True	True	True	included
TMEM63A	turquoise	9725	TMEM63A	unique_official_exact	True	True	True	included
ABCG1	black	9619	ABCG1	unique_official_exact	True	True	True	included
ERGIC2	grey	51290	ERGIC2	unique_official_exact	False	False	False	grey_not_a_network_block
KIF3C	brown	3797	KIF3C	unique_official_exact	True	True	True	included
MTHFD1	yellow	4522	MTHFD1	unique_official_exact	True	True	True	included
ANXA3	grey	306	ANXA3	unique_official_exact	False	False	False	grey_not_a_network_block
DAPK2	turquoise	23604	DAPK2	unique_official_exact	True	True	True	included
GLI1	green	2735	GLI1	unique_official_exact	True	True	True	included
ASAH1	yellow	427	ASAH1	unique_official_exact	True	True	True	included
CYP7B1	brown	9420	CYP7B1	unique_official_exact	True	True	True	included
ENTPD7	grey	57089	ENTPD7	unique_official_exact	False	False	False	grey_not_a_network_block
PPID	grey	5481	PPID	unique_official_exact	False	False	False	grey_not_a_network_block
PDE8A	turquoise	5151	PDE8A	unique_official_exact	True	True	True	included
AFAP1L1	green	134265	AFAP1L1	unique_official_exact	True	True	True	included
SCYL2	grey	55681	SCYL2	unique_official_exact	False	False	False	grey_not_a_network_block
NYNRIN	black	57523	NYNRIN	unique_official_exact	True	True	True	included
PHKA2	turquoise	5256	PHKA2	unique_official_exact	True	True	True	included
PLEKHA8	brown	84725	PLEKHA8	unique_official_exact	True	True	True	included
MAP2K3	yellow	5606	MAP2K3	unique_official_exact	True	True	True	included
SAR1A	blue	56681	SAR1A	unique_official_exact	True	True	True	included
PHB2	grey	11331	PHB2	unique_official_exact	False	False	False	grey_not_a_network_block
C1QBP	blue	708	C1QBP	unique_official_exact	True	True	True	included
PCDHGC3	blue	5098	PCDHGC3	unique_official_exact	True	True	True	included
LMCD1	black	29995	LMCD1	unique_official_exact	True	True	True	included
GPANK1	grey	7918	GPANK1	unique_official_exact	False	False	False	grey_not_a_network_block
NAP1L2	grey	4674	NAP1L2	unique_official_exact	False	False	False	grey_not_a_network_block
REXO2	yellow	25996	REXO2	unique_official_exact	True	True	True	included
RNMT	grey	8731	RNMT	unique_official_exact	False	False	False	grey_not_a_network_block
CADPS2	grey	93664	CADPS2	unique_official_exact	False	False	False	grey_not_a_network_block
PGAP4	grey	84302	PGAP4	unique_official_exact	False	False	False	grey_not_a_network_block
CAVIN2	black	8436	CAVIN2	unique_official_exact	True	True	True	included
TTF1	grey	7270	TTF1	unique_official_exact	False	False	False	grey_not_a_network_block
SYDE2	green	84144	SYDE2	unique_official_exact	True	True	True	included
AHDC1	grey	27245	AHDC1	unique_official_exact	False	False	False	grey_not_a_network_block
PGF	grey	5228	PGF	unique_official_exact	False	False	False	grey_not_a_network_block
C14orf180	yellow	400258	C14orf180	unique_official_exact	True	True	True	included
AUTS2	brown	26053	AUTS2	unique_official_exact	True	True	True	included
CTXND1	brown	100996492	CTXND1	unique_official_exact	True	True	True	included
SREK1IP1	grey	285672	SREK1IP1	unique_official_exact	False	False	False	grey_not_a_network_block
CHST3	grey	9469	CHST3	unique_official_exact	False	False	False	grey_not_a_network_block
SLC2A4RG	grey	56731	SLC2A4RG	unique_official_exact	False	False	False	grey_not_a_network_block
RTN4	yellow	57142	RTN4	unique_official_exact	True	True	True	included
ZNHIT6	red	54680	ZNHIT6	unique_official_exact	True	True	True	included
CWC27	grey	10283	CWC27	unique_official_exact	False	False	False	grey_not_a_network_block
B4GALT1	blue	2683	B4GALT1	unique_official_exact	True	True	True	included
RRAD	grey	6236	RRAD	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF469	blue	84627	ZNF469	unique_official_exact	True	True	True	included
PLSCR1	grey	5359	PLSCR1	unique_official_exact	False	False	False	grey_not_a_network_block
TJP1	green	7082	TJP1	unique_official_exact	True	True	True	included
RFTN2	brown	130132	RFTN2	unique_official_exact	True	True	True	included
RIC8B	grey	55188	RIC8B	unique_official_exact	False	False	False	grey_not_a_network_block
ZZZ3	green	26009	ZZZ3	unique_official_exact	True	True	True	included
CYC1	yellow	1537	CYC1	unique_official_exact	True	True	True	included
ATP8B1	pink	5205	ATP8B1	unique_official_exact	True	True	True	included
DACT3	grey	147906	DACT3	unique_official_exact	False	False	False	grey_not_a_network_block
CCDC91	grey	55297	CCDC91	unique_official_exact	False	False	False	grey_not_a_network_block
KCTD15	pink	79047	KCTD15	unique_official_exact	True	True	True	included
ABHD15	yellow	116236	ABHD15	unique_official_exact	True	True	True	included
PSMA7	grey	5688	PSMA7	unique_official_exact	False	False	False	grey_not_a_network_block
GCA	grey	25801	GCA	unique_official_exact	False	False	False	grey_not_a_network_block
BOD1L1	turquoise	259282	BOD1L1	unique_official_exact	True	True	True	included
SLC71A1	grey	64645	SLC71A1	unique_official_exact	False	False	False	grey_not_a_network_block
TMEM120A	grey	83862	TMEM120A	unique_official_exact	False	False	False	grey_not_a_network_block
CCDC51	green	79714	CCDC51	unique_official_exact	True	True	True	included
TTC33	grey	23548	TTC33	unique_official_exact	False	False	False	grey_not_a_network_block
C2CD5	turquoise	9847	C2CD5	unique_official_exact	True	True	True	included
CMIP	black	80790	CMIP	unique_official_exact	True	True	True	included
DOK5	green	55816	DOK5	unique_official_exact	True	True	True	included
NABP1	magenta	64859	NABP1	unique_official_exact	True	True	True	included
ATP6AP1	grey	537	ATP6AP1	unique_official_exact	False	False	False	grey_not_a_network_block
CSAD	turquoise	51380	CSAD	unique_official_exact	True	True	True	included
EXTL1	brown	2134	EXTL1	unique_official_exact	True	True	True	included
FAP	blue	2191	FAP	unique_official_exact	True	True	True	included
VPS11	grey	55823	VPS11	unique_official_exact	False	False	False	grey_not_a_network_block
PON2	grey	5445	PON2	unique_official_exact	False	False	False	grey_not_a_network_block
LRP5	magenta	4041	LRP5	unique_official_exact	True	True	True	included
ATP10A	turquoise	57194	ATP10A	unique_official_exact	True	True	True	included
ATP2A3	black	489	ATP2A3	unique_official_exact	True	True	True	included
UIMC1	turquoise	51720	UIMC1	unique_official_exact	True	True	True	included
FOXO1	grey	2308	FOXO1	unique_official_exact	False	False	False	grey_not_a_network_block
CTSO	blue	1519	CTSO	unique_official_exact	True	True	True	included
YJU2B	turquoise	81576	YJU2B	unique_official_exact	True	True	True	included
SLBP	grey	7884	SLBP	unique_official_exact	False	False	False	grey_not_a_network_block
ASPA	brown	443	ASPA	unique_official_exact	True	True	True	included
TRRAP	turquoise	8295	TRRAP	unique_official_exact	True	True	True	included
H1-2	grey	3006	H1-2	unique_official_exact	False	False	False	grey_not_a_network_block
ENTPD4	turquoise	9583	ENTPD4	unique_official_exact	True	True	True	included
GLS	turquoise	2744	GLS	unique_official_exact	True	True	True	included
PADI2	brown	11240	PADI2	unique_official_exact	True	True	True	included
CHST11	blue	50515	CHST11	unique_official_exact	True	True	True	included
CLNS1A	grey	1207	CLNS1A	unique_official_exact	False	False	False	grey_not_a_network_block
ZMYM1	grey	79830	ZMYM1	unique_official_exact	False	False	False	grey_not_a_network_block
ADCY7	blue	113	ADCY7	unique_official_exact	True	True	True	included
CEMIP2	grey	23670	CEMIP2	unique_official_exact	False	False	False	grey_not_a_network_block
C6orf120	grey	387263	C6orf120	unique_official_exact	False	False	False	grey_not_a_network_block
FASTKD2	grey	22868	FASTKD2	unique_official_exact	False	False	False	grey_not_a_network_block
DHRS7	red	51635	DHRS7	unique_official_exact	True	True	True	included
MOB2	grey	81532	MOB2	unique_official_exact	False	False	False	grey_not_a_network_block
GTPBP2	magenta	54676	GTPBP2	unique_official_exact	True	True	True	included
ZNF91	grey	7644	ZNF91	unique_official_exact	False	False	False	grey_not_a_network_block
IGSF3	red	3321	IGSF3	unique_official_exact	True	True	True	included
DTX3	turquoise	196403	DTX3	unique_official_exact	True	True	True	included
GIMAP1	black	170575	GIMAP1	unique_official_exact	True	True	True	included
SPIDR	turquoise	23514	SPIDR	unique_official_exact	True	True	True	included
MYH10	yellow	4628	MYH10	unique_official_exact	True	True	True	included
SMG1	turquoise	23049	SMG1	unique_official_exact	True	True	True	included
BTN3A1	grey	11119	BTN3A1	unique_official_exact	False	False	False	grey_not_a_network_block
SBDS	grey	51119	SBDS	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF204P	turquoise	7754	ZNF204P	unique_official_exact	True	True	True	included
BRF1	turquoise	2972	BRF1	unique_official_exact	True	True	True	included
FNBP4	turquoise	23360	FNBP4	unique_official_exact	True	True	True	included
APOBEC3C	red	27350	APOBEC3C	unique_official_exact	True	True	True	included
TYK2	turquoise	7297	TYK2	unique_official_exact	True	True	True	included
SRXN1	blue	140809	SRXN1	unique_official_exact	True	True	True	included
OSBPL10	black	114884	OSBPL10	unique_official_exact	True	True	True	included
PLEKHO1	grey	51177	PLEKHO1	unique_official_exact	False	False	False	grey_not_a_network_block
CDC123	blue	8872	CDC123	unique_official_exact	True	True	True	included
FNTA	brown	2339	FNTA	unique_official_exact	True	True	True	included
ERBIN	brown	55914	ERBIN	unique_official_exact	True	True	True	included
HEPACAM	yellow	220296	HEPACAM	unique_official_exact	True	True	True	included
ALDH18A1	grey	5832	ALDH18A1	unique_official_exact	False	False	False	grey_not_a_network_block
EZR	green	7430	EZR	unique_official_exact	True	True	True	included
CEP70	grey	80321	CEP70	unique_official_exact	False	False	False	grey_not_a_network_block
FOSL2	yellow	2355	FOSL2	unique_official_exact	True	True	True	included
TMEM9	grey	252839	TMEM9	unique_official_exact	False	False	False	grey_not_a_network_block
RPL34	grey	6164	RPL34	unique_official_exact	False	False	False	grey_not_a_network_block
RIN3	grey	79890	RIN3	unique_official_exact	False	False	False	grey_not_a_network_block
RPAP2	turquoise	79871	RPAP2	unique_official_exact	True	True	True	included
ZNF354B	grey	117608	ZNF354B	unique_official_exact	False	False	False	grey_not_a_network_block
GPR108	grey	56927	GPR108	unique_official_exact	False	False	False	grey_not_a_network_block
CBX1	grey	10951	CBX1	unique_official_exact	False	False	False	grey_not_a_network_block
SNORA53	grey	677832	SNORA53	unique_official_exact	False	False	False	grey_not_a_network_block
IARS2	yellow	55699	IARS2	unique_official_exact	True	True	True	included
ANKRD20A12P	turquoise	100874392	ANKRD20A12P	unique_official_exact	True	True	True	included
FAM20A	grey	54757	FAM20A	unique_official_exact	False	False	False	grey_not_a_network_block
TP53I11	pink	9537	TP53I11	unique_official_exact	True	True	True	included
PLCXD3	blue	345557	PLCXD3	unique_official_exact	True	True	True	included
UHRF2	turquoise	115426	UHRF2	unique_official_exact	True	True	True	included
ZMAT3	red	64393	ZMAT3	unique_official_exact	True	True	True	included
ENC1	blue	8507	ENC1	unique_official_exact	True	True	True	included
NUAK1	green	9891	NUAK1	unique_official_exact	True	True	True	included
ZNF471	turquoise	57573	ZNF471	unique_official_exact	True	True	True	included
LINC02693	blue	339263	LINC02693	unique_official_exact	True	True	True	included
LOXL2	yellow	4017	LOXL2	unique_official_exact	True	True	True	included
ZFP28	turquoise	140612	ZFP28	unique_official_exact	True	True	True	included
ERO1A	grey	30001	ERO1A	unique_official_exact	False	False	False	grey_not_a_network_block
COQ8A	magenta	56997	COQ8A	unique_official_exact	True	True	True	included
LETR1	green	400456	LETR1	unique_official_exact	True	True	True	included
SH3BP4	black	23677	SH3BP4	unique_official_exact	True	True	True	included
ADK	grey	132	ADK	unique_official_exact	False	False	False	grey_not_a_network_block
MOB3B	grey	79817	MOB3B	unique_official_exact	False	False	False	grey_not_a_network_block
TTC13	turquoise	79573	TTC13	unique_official_exact	True	True	True	included
B3GLCT	blue	145173	B3GLCT	unique_official_exact	True	True	True	included
GPR161	grey	23432	GPR161	unique_official_exact	False	False	False	grey_not_a_network_block
HEYL	pink	26508	HEYL	unique_official_exact	True	True	True	included
PTK2B	grey	2185	PTK2B	unique_official_exact	False	False	False	grey_not_a_network_block
MARCHF8	yellow	220972	MARCHF8	unique_official_exact	True	True	True	included
MOGS	grey	7841	MOGS	unique_official_exact	False	False	False	grey_not_a_network_block
NCAPD2	grey	9918	NCAPD2	unique_official_exact	False	False	False	grey_not_a_network_block
SH3BP5L	grey	80851	SH3BP5L	unique_official_exact	False	False	False	grey_not_a_network_block
PLPP1	yellow	8611	PLPP1	unique_official_exact	True	True	True	included
MPHOSPH8	turquoise	54737	MPHOSPH8	unique_official_exact	True	True	True	included
B4GALNT3	brown	283358	B4GALNT3	unique_official_exact	True	True	True	included
LRRC8B	brown	23507	LRRC8B	unique_official_exact	True	True	True	included
RNF216P1	turquoise	441191	RNF216P1	unique_official_exact	True	True	True	included
LRRC42	green	115353	LRRC42	unique_official_exact	True	True	True	included
LYSMD3	grey	116068	LYSMD3	unique_official_exact	False	False	False	grey_not_a_network_block
KAT8	grey	84148	KAT8	unique_official_exact	False	False	False	grey_not_a_network_block
NCK1	grey	4690	NCK1	unique_official_exact	False	False	False	grey_not_a_network_block
ACTR10	grey	55860	ACTR10	unique_official_exact	False	False	False	grey_not_a_network_block
INHBA	red	3624	INHBA	unique_official_exact	True	True	True	included
