gene	module	gene_id	current_symbol	mapping_method	is_non_grey	candidate	include_in_block_map	exclusion_reason
HEMK1	turquoise	51409	HEMK1	unique_official_exact	True	True	True	included
XG	blue	7499	XG	unique_official_exact	True	True	True	included
YARS1	grey	8565	YARS1	unique_official_exact	False	False	False	grey_not_a_network_block
MS4A4A	blue	51338	MS4A4A	unique_official_exact	True	True	True	included
TGFB1I1	grey	7041	TGFB1I1	unique_official_exact	False	False	False	grey_not_a_network_block
TTC8	grey	123016	TTC8	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF678	grey	339500	ZNF678	unique_official_exact	False	False	False	grey_not_a_network_block
SLC23A2	brown	9962	SLC23A2	unique_official_exact	True	True	True	included
ST6GALNAC1	grey	55808	ST6GALNAC1	unique_official_exact	False	False	False	grey_not_a_network_block
GRSF1	grey	2926	GRSF1	unique_official_exact	False	False	False	grey_not_a_network_block
CCL5	blue	6352	CCL5	unique_official_exact	True	True	True	included
PGAM1	blue	5223	PGAM1	unique_official_exact	True	True	True	included
POLR3A	grey	11128	POLR3A	unique_official_exact	False	False	False	grey_not_a_network_block
PPP2R3A	grey	5523	PPP2R3A	unique_official_exact	False	False	False	grey_not_a_network_block
MTIF3	magenta	219402	MTIF3	unique_official_exact	True	True	True	included
MPI	grey	4351	MPI	unique_official_exact	False	False	False	grey_not_a_network_block
FBLN7	black	129804	FBLN7	unique_official_exact	True	True	True	included
HMCES	grey	56941	HMCES	unique_official_exact	False	False	False	grey_not_a_network_block
SMS	blue	6611	SMS	unique_official_exact	True	True	True	included
NSMCE4A	grey	54780	NSMCE4A	unique_official_exact	False	False	False	grey_not_a_network_block
TMX3	grey	54495	TMX3	unique_official_exact	False	False	False	grey_not_a_network_block
ARMC2	grey	84071	ARMC2	unique_official_exact	False	False	False	grey_not_a_network_block
ILDR2	brown	387597	ILDR2	unique_official_exact	True	True	True	included
ZNRF2	grey	223082	ZNRF2	unique_official_exact	False	False	False	grey_not_a_network_block
EIF3M	grey	10480	EIF3M	unique_official_exact	False	False	False	grey_not_a_network_block
PLCG1	turquoise	5335	PLCG1	unique_official_exact	True	True	True	included
HAS2	blue	3037	HAS2	unique_official_exact	True	True	True	included
RSU1	grey	6251	RSU1	unique_official_exact	False	False	False	grey_not_a_network_block
ATF1	grey	466	ATF1	unique_official_exact	False	False	False	grey_not_a_network_block
SRGAP1	turquoise	57522	SRGAP1	unique_official_exact	True	True	True	included
UBE2K	grey	3093	UBE2K	unique_official_exact	False	False	False	grey_not_a_network_block
GADD45A	grey	1647	GADD45A	unique_official_exact	False	False	False	grey_not_a_network_block
ELAPOR2	grey	222223	ELAPOR2	unique_official_exact	False	False	False	grey_not_a_network_block
NSRP1	grey	84081	NSRP1	unique_official_exact	False	False	False	grey_not_a_network_block
PIK3IP1	grey	113791	PIK3IP1	unique_official_exact	False	False	False	grey_not_a_network_block
SRM	grey	6723	SRM	unique_official_exact	False	False	False	grey_not_a_network_block
MAP3K12	turquoise	7786	MAP3K12	unique_official_exact	True	True	True	included
TNFSF15	green	9966	TNFSF15	unique_official_exact	True	True	True	included
SAP18	red	10284	SAP18	unique_official_exact	True	True	True	included
ZFAND6	grey	54469	ZFAND6	unique_official_exact	False	False	False	grey_not_a_network_block
ZMYM2	turquoise	7750	ZMYM2	unique_official_exact	True	True	True	included
ANKAR	turquoise	150709	ANKAR	unique_official_exact	True	True	True	included
L3MBTL3	grey	84456	L3MBTL3	unique_official_exact	False	False	False	grey_not_a_network_block
STRN3	grey	29966	STRN3	unique_official_exact	False	False	False	grey_not_a_network_block
GRAMD2B	brown	65983	GRAMD2B	unique_official_exact	True	True	True	included
KCTD1	brown	284252	KCTD1	unique_official_exact	True	True	True	included
SNHG8	grey	100093630	SNHG8	unique_official_exact	False	False	False	grey_not_a_network_block
OTUD4	grey	54726	OTUD4	unique_official_exact	False	False	False	grey_not_a_network_block
RIMS4	blue	140730	RIMS4	unique_official_exact	True	True	True	included
PPM1G	blue	5496	PPM1G	unique_official_exact	True	True	True	included
RGS22	grey	26166	RGS22	unique_official_exact	False	False	False	grey_not_a_network_block
EYA2	blue	2139	EYA2	unique_official_exact	True	True	True	included
NIM1K	brown	167359	NIM1K	unique_official_exact	True	True	True	included
KDM6B	grey	23135	KDM6B	unique_official_exact	False	False	False	grey_not_a_network_block
GBA2	turquoise	57704	GBA2	unique_official_exact	True	True	True	included
SMAD6	black	4091	SMAD6	unique_official_exact	True	True	True	included
AKR1C3	yellow	8644	AKR1C3	unique_official_exact	True	True	True	included
FBXO3	grey	26273	FBXO3	unique_official_exact	False	False	False	grey_not_a_network_block
OXR1	grey	55074	OXR1	unique_official_exact	False	False	False	grey_not_a_network_block
PPP2R2A	blue	5520	PPP2R2A	unique_official_exact	True	True	True	included
SH3RF1	grey	57630	SH3RF1	unique_official_exact	False	False	False	grey_not_a_network_block
FCF1	grey	51077	FCF1	unique_official_exact	False	False	False	grey_not_a_network_block
UNC5C	brown	8633	UNC5C	unique_official_exact	True	True	True	included
RMND5A	grey	64795	RMND5A	unique_official_exact	False	False	False	grey_not_a_network_block
SRF	pink	6722	SRF	unique_official_exact	True	True	True	included
XPO4	grey	64328	XPO4	unique_official_exact	False	False	False	grey_not_a_network_block
PDE10A	grey	10846	PDE10A	unique_official_exact	False	False	False	grey_not_a_network_block
MRPS22	grey	56945	MRPS22	unique_official_exact	False	False	False	grey_not_a_network_block
LTO1	grey	220064	LTO1	unique_official_exact	False	False	False	grey_not_a_network_block
CDK12	turquoise	51755	CDK12	unique_official_exact	True	True	True	included
KIAA0513	blue	9764	KIAA0513	unique_official_exact	True	True	True	included
RIPOR3	turquoise	140876	RIPOR3	unique_official_exact	True	True	True	included
TENT4B	grey	64282	TENT4B	unique_official_exact	False	False	False	grey_not_a_network_block
SIDT2	grey	51092	SIDT2	unique_official_exact	False	False	False	grey_not_a_network_block
TNS1	black	7145	TNS1	unique_official_exact	True	True	True	included
PPP4C	grey	5531	PPP4C	unique_official_exact	False	False	False	grey_not_a_network_block
GATD3	grey	8209	GATD3	unique_official_exact	False	False	False	grey_not_a_network_block
PRDX2	blue	7001	PRDX2	unique_official_exact	True	True	True	included
AMPD3	blue	272	AMPD3	unique_official_exact	True	True	True	included
NTAN1	grey	123803	NTAN1	unique_official_exact	False	False	False	grey_not_a_network_block
TSC2	turquoise	7249	TSC2	unique_official_exact	True	True	True	included
PYGM	grey	5837	PYGM	unique_official_exact	False	False	False	grey_not_a_network_block
UBR3	magenta	130507	UBR3	unique_official_exact	True	True	True	included
UXS1	grey	80146	UXS1	unique_official_exact	False	False	False	grey_not_a_network_block
PTPA	grey	5524	PTPA	unique_official_exact	False	False	False	grey_not_a_network_block
TAP1	blue	6890	TAP1	unique_official_exact	True	True	True	included
NDOR1	grey	27158	NDOR1	unique_official_exact	False	False	False	grey_not_a_network_block
HOMEZ	grey	57594	HOMEZ	unique_official_exact	False	False	False	grey_not_a_network_block
PELI2	grey	57161	PELI2	unique_official_exact	False	False	False	grey_not_a_network_block
ELF4	black	2000	ELF4	unique_official_exact	True	True	True	included
ACVR2A	grey	92	ACVR2A	unique_official_exact	False	False	False	grey_not_a_network_block
SLC7A2	turquoise	6542	SLC7A2	unique_official_exact	True	True	True	included
MGAT1	yellow	4245	MGAT1	unique_official_exact	True	True	True	included
SNRNP48	grey	154007	SNRNP48	unique_official_exact	False	False	False	grey_not_a_network_block
LRRN4CL	blue	221091	LRRN4CL	unique_official_exact	True	True	True	included
ADAMTS12	magenta	81792	ADAMTS12	unique_official_exact	True	True	True	included
EEF1AKMT3	grey	25895	EEF1AKMT3	unique_official_exact	False	False	False	grey_not_a_network_block
ZSWIM7	grey	125150	ZSWIM7	unique_official_exact	False	False	False	grey_not_a_network_block
CLDN11	green	5010	CLDN11	unique_official_exact	True	True	True	included
CYB5RL	grey	606495	CYB5RL	unique_official_exact	False	False	False	grey_not_a_network_block
MAPK10	grey	5602	MAPK10	unique_official_exact	False	False	False	grey_not_a_network_block
CCNDBP1	yellow	23582	CCNDBP1	unique_official_exact	True	True	True	included
H2AZ2	red	94239	H2AZ2	unique_official_exact	True	True	True	included
NXPE3	brown	91775	NXPE3	unique_official_exact	True	True	True	included
XPNPEP2	grey	7512	XPNPEP2	unique_official_exact	False	False	False	grey_not_a_network_block
PCDHB5	grey	26167	PCDHB5	unique_official_exact	False	False	False	grey_not_a_network_block
PCDHB4	grey	56131	PCDHB4	unique_official_exact	False	False	False	grey_not_a_network_block
SPG21	grey	51324	SPG21	unique_official_exact	False	False	False	grey_not_a_network_block
MBTD1	grey	54799	MBTD1	unique_official_exact	False	False	False	grey_not_a_network_block
NOP2	grey	4839	NOP2	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF84	turquoise	7637	ZNF84	unique_official_exact	True	True	True	included
RNF8	grey	9025	RNF8	unique_official_exact	False	False	False	grey_not_a_network_block
SLC7A1	blue	6541	SLC7A1	unique_official_exact	True	True	True	included
CTC1	turquoise	80169	CTC1	unique_official_exact	True	True	True	included
SAT1	magenta	6303	SAT1	unique_official_exact	True	True	True	included
MED24	grey	9862	MED24	unique_official_exact	False	False	False	grey_not_a_network_block
EVI5	brown	7813	EVI5	unique_official_exact	True	True	True	included
NUPR1	yellow	26471	NUPR1	unique_official_exact	True	True	True	included
UBL4A	grey	8266	UBL4A	unique_official_exact	False	False	False	grey_not_a_network_block
WASL	red	8976	WASL	unique_official_exact	True	True	True	included
PRKCI	green	5584	PRKCI	unique_official_exact	True	True	True	included
ZDHHC6	grey	64429	ZDHHC6	unique_official_exact	False	False	False	grey_not_a_network_block
GALK2	brown	2585	GALK2	unique_official_exact	True	True	True	included
HMGCS1	grey	3157	HMGCS1	unique_official_exact	False	False	False	grey_not_a_network_block
PTPN9	green	5780	PTPN9	unique_official_exact	True	True	True	included
ANKS6	turquoise	203286	ANKS6	unique_official_exact	True	True	True	included
SHPRH	turquoise	257218	SHPRH	unique_official_exact	True	True	True	included
MPZL2	grey	10205	MPZL2	unique_official_exact	False	False	False	grey_not_a_network_block
VASP	grey	7408	VASP	unique_official_exact	False	False	False	grey_not_a_network_block
LIFR	black	3977	LIFR	unique_official_exact	True	True	True	included
FOXC2	grey	2303	FOXC2	unique_official_exact	False	False	False	grey_not_a_network_block
DDX54	grey	79039	DDX54	unique_official_exact	False	False	False	grey_not_a_network_block
SLC16A1	blue	6566	SLC16A1	unique_official_exact	True	True	True	included
VWA8	grey	23078	VWA8	unique_official_exact	False	False	False	grey_not_a_network_block
TSNAX	grey	7257	TSNAX	unique_official_exact	False	False	False	grey_not_a_network_block
ARB2A	grey	83989	ARB2A	unique_official_exact	False	False	False	grey_not_a_network_block
AP5B1	yellow	91056	AP5B1	unique_official_exact	True	True	True	included
CHMP1A	grey	5119	CHMP1A	unique_official_exact	False	False	False	grey_not_a_network_block
DDIT4L	grey	115265	DDIT4L	unique_official_exact	False	False	False	grey_not_a_network_block
TTLL12	grey	23170	TTLL12	unique_official_exact	False	False	False	grey_not_a_network_block
PFKP	grey	5214	PFKP	unique_official_exact	False	False	False	grey_not_a_network_block
CEP162	turquoise	22832	CEP162	unique_official_exact	True	True	True	included
GABARAP	blue	11337	GABARAP	unique_official_exact	True	True	True	included
GTF3C2	grey	2976	GTF3C2	unique_official_exact	False	False	False	grey_not_a_network_block
TBCK	grey	93627	TBCK	unique_official_exact	False	False	False	grey_not_a_network_block
PLCB3	turquoise	5331	PLCB3	unique_official_exact	True	True	True	included
RRP8	grey	23378	RRP8	unique_official_exact	False	False	False	grey_not_a_network_block
PLCD4	grey	84812	PLCD4	unique_official_exact	False	False	False	grey_not_a_network_block
SREBF2	green	6721	SREBF2	unique_official_exact	True	True	True	included
NPIPB3	turquoise	23117	NPIPB3	unique_official_exact	True	True	True	included
TBC1D22A	turquoise	25771	TBC1D22A	unique_official_exact	True	True	True	included
USP28	grey	57646	USP28	unique_official_exact	False	False	False	grey_not_a_network_block
EXOSC2	grey	23404	EXOSC2	unique_official_exact	False	False	False	grey_not_a_network_block
NADK	yellow	65220	NADK	unique_official_exact	True	True	True	included
FZD7	grey	8324	FZD7	unique_official_exact	False	False	False	grey_not_a_network_block
PSME2	grey	5721	PSME2	unique_official_exact	False	False	False	grey_not_a_network_block
MBNL3	yellow	55796	MBNL3	unique_official_exact	True	True	True	included
RUNX1T1	turquoise	862	RUNX1T1	unique_official_exact	True	True	True	included
ADGRA2	yellow	25960	ADGRA2	unique_official_exact	True	True	True	included
DICER1	turquoise	23405	DICER1	unique_official_exact	True	True	True	included
TERF1	grey	7013	TERF1	unique_official_exact	False	False	False	grey_not_a_network_block
TRIM27	grey	5987	TRIM27	unique_official_exact	False	False	False	grey_not_a_network_block
MRPS9	grey	64965	MRPS9	unique_official_exact	False	False	False	grey_not_a_network_block
C1QTNF7	grey	114905	C1QTNF7	unique_official_exact	False	False	False	grey_not_a_network_block
TMEM35B	grey	100506144	TMEM35B	unique_official_exact	False	False	False	grey_not_a_network_block
PCYT2	grey	5833	PCYT2	unique_official_exact	False	False	False	grey_not_a_network_block
NDST2	grey	8509	NDST2	unique_official_exact	False	False	False	grey_not_a_network_block
RNF11	yellow	26994	RNF11	unique_official_exact	True	True	True	included
BMERB1	magenta	89927	BMERB1	unique_official_exact	True	True	True	included
TAF9	grey	6880	TAF9	unique_official_exact	False	False	False	grey_not_a_network_block
ACTR1B	grey	10120	ACTR1B	unique_official_exact	False	False	False	grey_not_a_network_block
CAMKK1	black	84254	CAMKK1	unique_official_exact	True	True	True	included
NUP88	grey	4927	NUP88	unique_official_exact	False	False	False	grey_not_a_network_block
BLCAP	yellow	10904	BLCAP	unique_official_exact	True	True	True	included
MACROH2A1	blue	9555	MACROH2A1	unique_official_exact	True	True	True	included
CELF2	grey	10659	CELF2	unique_official_exact	False	False	False	grey_not_a_network_block
EMC2	grey	9694	EMC2	unique_official_exact	False	False	False	grey_not_a_network_block
METRNL	grey	284207	METRNL	unique_official_exact	False	False	False	grey_not_a_network_block
NASP	turquoise	4678	NASP	unique_official_exact	True	True	True	included
GRINA	yellow	2907	GRINA	unique_official_exact	True	True	True	included
ACADSB	grey	36	ACADSB	unique_official_exact	False	False	False	grey_not_a_network_block
CTDNEP1	blue	23399	CTDNEP1	unique_official_exact	True	True	True	included
LOC148696	turquoise	148696	LOC148696	unique_official_exact	True	True	True	included
ZFYVE21	grey	79038	ZFYVE21	unique_official_exact	False	False	False	grey_not_a_network_block
MCC	brown	4163	MCC	unique_official_exact	True	True	True	included
BCL6B	black	255877	BCL6B	unique_official_exact	True	True	True	included
FHIP2A	grey	57700	FHIP2A	unique_official_exact	False	False	False	grey_not_a_network_block
TBC1D17	grey	79735	TBC1D17	unique_official_exact	False	False	False	grey_not_a_network_block
DPY19L4	grey	286148	DPY19L4	unique_official_exact	False	False	False	grey_not_a_network_block
ANKRD52	turquoise	283373	ANKRD52	unique_official_exact	True	True	True	included
USP12	grey	219333	USP12	unique_official_exact	False	False	False	grey_not_a_network_block
LPCAT1	yellow	79888	LPCAT1	unique_official_exact	True	True	True	included
SLC35H1	grey	51006	SLC35H1	unique_official_exact	False	False	False	grey_not_a_network_block
TMEM167A	grey	153339	TMEM167A	unique_official_exact	False	False	False	grey_not_a_network_block
GKAP1	grey	80318	GKAP1	unique_official_exact	False	False	False	grey_not_a_network_block
CCDC200	grey	100874261	CCDC200	unique_official_exact	False	False	False	grey_not_a_network_block
NECTIN2	grey	5819	NECTIN2	unique_official_exact	False	False	False	grey_not_a_network_block
LRRC37A3	turquoise	374819	LRRC37A3	unique_official_exact	True	True	True	included
LMNB2	grey	84823	LMNB2	unique_official_exact	False	False	False	grey_not_a_network_block
MTUS1	turquoise	57509	MTUS1	unique_official_exact	True	True	True	included
UTP3	grey	57050	UTP3	unique_official_exact	False	False	False	grey_not_a_network_block
SIGMAR1	grey	10280	SIGMAR1	unique_official_exact	False	False	False	grey_not_a_network_block
MAN1C1	blue	57134	MAN1C1	unique_official_exact	True	True	True	included
UBA52	grey	7311	UBA52	unique_official_exact	False	False	False	grey_not_a_network_block
MECR	yellow	51102	MECR	unique_official_exact	True	True	True	included
ATXN7L1	grey	222255	ATXN7L1	unique_official_exact	False	False	False	grey_not_a_network_block
CCDC97	grey	90324	CCDC97	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF432	grey	9668	ZNF432	unique_official_exact	False	False	False	grey_not_a_network_block
IPO4	grey	79711	IPO4	unique_official_exact	False	False	False	grey_not_a_network_block
RASSF1	grey	11186	RASSF1	unique_official_exact	False	False	False	grey_not_a_network_block
SYT10	brown	341359	SYT10	unique_official_exact	True	True	True	included
ADARB1	pink	104	ADARB1	unique_official_exact	True	True	True	included
GATA6	black	2627	GATA6	unique_official_exact	True	True	True	included
C5orf15	grey	56951	C5orf15	unique_official_exact	False	False	False	grey_not_a_network_block
APBB2	green	323	APBB2	unique_official_exact	True	True	True	included
GCLC	yellow	2729	GCLC	unique_official_exact	True	True	True	included
GLUD1P3	turquoise	2749	GLUD1P3	unique_official_exact	True	True	True	included
ANKS1B	turquoise	56899	ANKS1B	unique_official_exact	True	True	True	included
CTNNBIP1	grey	56998	CTNNBIP1	unique_official_exact	False	False	False	grey_not_a_network_block
SLC26A4	green	5172	SLC26A4	unique_official_exact	True	True	True	included
NCLN	grey	56926	NCLN	unique_official_exact	False	False	False	grey_not_a_network_block
GPC4	grey	2239	GPC4	unique_official_exact	False	False	False	grey_not_a_network_block
PTPN3	black	5774	PTPN3	unique_official_exact	True	True	True	included
MORC3	grey	23515	MORC3	unique_official_exact	False	False	False	grey_not_a_network_block
MPC1	grey	51660	MPC1	unique_official_exact	False	False	False	grey_not_a_network_block
SUMF1	grey	285362	SUMF1	unique_official_exact	False	False	False	grey_not_a_network_block
AVL9	grey	23080	AVL9	unique_official_exact	False	False	False	grey_not_a_network_block
IQCB1	grey	9657	IQCB1	unique_official_exact	False	False	False	grey_not_a_network_block
ASCC1	grey	51008	ASCC1	unique_official_exact	False	False	False	grey_not_a_network_block
KPNA1	blue	3836	KPNA1	unique_official_exact	True	True	True	included
CCT8	red	10694	CCT8	unique_official_exact	True	True	True	included
NTM	brown	50863	NTM	unique_official_exact	True	True	True	included
HSD17B11	grey	51170	HSD17B11	unique_official_exact	False	False	False	grey_not_a_network_block
CDKN1C	grey	1028	CDKN1C	unique_official_exact	False	False	False	grey_not_a_network_block
GCC2	grey	9648	GCC2	unique_official_exact	False	False	False	grey_not_a_network_block
HIBADH	grey	11112	HIBADH	unique_official_exact	False	False	False	grey_not_a_network_block
DPY19L2	turquoise	283417	DPY19L2	unique_official_exact	True	True	True	included
VPS52	grey	6293	VPS52	unique_official_exact	False	False	False	grey_not_a_network_block
ABLIM2	grey	84448	ABLIM2	unique_official_exact	False	False	False	grey_not_a_network_block
ELF1	blue	1997	ELF1	unique_official_exact	True	True	True	included
WDR3	grey	10885	WDR3	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF112	grey	7771	ZNF112	unique_official_exact	False	False	False	grey_not_a_network_block
COPG1	blue	22820	COPG1	unique_official_exact	True	True	True	included
SLC8B1	grey	80024	SLC8B1	unique_official_exact	False	False	False	grey_not_a_network_block
OAS1	grey	4938	OAS1	unique_official_exact	False	False	False	grey_not_a_network_block
BLOC1S6	red	26258	BLOC1S6	unique_official_exact	True	True	True	included
ITPRIP	grey	85450	ITPRIP	unique_official_exact	False	False	False	grey_not_a_network_block
KIF2A	grey	3796	KIF2A	unique_official_exact	False	False	False	grey_not_a_network_block
PRKX	grey	5613	PRKX	unique_official_exact	False	False	False	grey_not_a_network_block
SGSM2	turquoise	9905	SGSM2	unique_official_exact	True	True	True	included
ADGRG2	green	10149	ADGRG2	unique_official_exact	True	True	True	included
ITPR2	grey	3709	ITPR2	unique_official_exact	False	False	False	grey_not_a_network_block
CYP4Z2P	turquoise	163720	CYP4Z2P	unique_official_exact	True	True	True	included
DPH6	turquoise	89978	DPH6	unique_official_exact	True	True	True	included
KDM7A	grey	80853	KDM7A	unique_official_exact	False	False	False	grey_not_a_network_block
KIF3B	blue	9371	KIF3B	unique_official_exact	True	True	True	included
CAV1	yellow	857	CAV1	unique_official_exact	True	True	True	included
ZRANB2	turquoise	9406	ZRANB2	unique_official_exact	True	True	True	included
UBTD2	red	92181	UBTD2	unique_official_exact	True	True	True	included
CDH24	black	64403	CDH24	unique_official_exact	True	True	True	included
VRK3	grey	51231	VRK3	unique_official_exact	False	False	False	grey_not_a_network_block
OGG1	grey	4968	OGG1	unique_official_exact	False	False	False	grey_not_a_network_block
DYNC2I1	turquoise	55112	DYNC2I1	unique_official_exact	True	True	True	included
MAMLD1	grey	10046	MAMLD1	unique_official_exact	False	False	False	grey_not_a_network_block
FHOD3	brown	80206	FHOD3	unique_official_exact	True	True	True	included
CBLL1	green	79872	CBLL1	unique_official_exact	True	True	True	included
RPL35A	grey	6165	RPL35A	unique_official_exact	False	False	False	grey_not_a_network_block
HMG20B	grey	10362	HMG20B	unique_official_exact	False	False	False	grey_not_a_network_block
ARHGAP27	magenta	201176	ARHGAP27	unique_official_exact	True	True	True	included
PPA2	grey	27068	PPA2	unique_official_exact	False	False	False	grey_not_a_network_block
POGLUT1	grey	56983	POGLUT1	unique_official_exact	False	False	False	grey_not_a_network_block
RAVER2	grey	55225	RAVER2	unique_official_exact	False	False	False	grey_not_a_network_block
KLHL31	yellow	401265	KLHL31	unique_official_exact	True	True	True	included
ZC3H6	grey	376940	ZC3H6	unique_official_exact	False	False	False	grey_not_a_network_block
JUN	grey	3725	JUN	unique_official_exact	False	False	False	grey_not_a_network_block
CCDC66	grey	285331	CCDC66	unique_official_exact	False	False	False	grey_not_a_network_block
SMG1P3	turquoise	100271836	SMG1P3	unique_official_exact	True	True	True	included
TBXAS1	blue	6916	TBXAS1	unique_official_exact	True	True	True	included
NT5C	grey	30833	NT5C	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF621	turquoise	285268	ZNF621	unique_official_exact	True	True	True	included
FDFT1	grey	2222	FDFT1	unique_official_exact	False	False	False	grey_not_a_network_block
SEC23B	red	10483	SEC23B	unique_official_exact	True	True	True	included
DNAJC21	brown	134218	DNAJC21	unique_official_exact	True	True	True	included
ATXN2L	turquoise	11273	ATXN2L	unique_official_exact	True	True	True	included
TTLL5	grey	23093	TTLL5	unique_official_exact	False	False	False	grey_not_a_network_block
CAPN15	grey	6650	CAPN15	unique_official_exact	False	False	False	grey_not_a_network_block
CAPNS1	blue	826	CAPNS1	unique_official_exact	True	True	True	included
ZNF436	grey	80818	ZNF436	unique_official_exact	False	False	False	grey_not_a_network_block
ANAPC7	grey	51434	ANAPC7	unique_official_exact	False	False	False	grey_not_a_network_block
DIABLO	grey	56616	DIABLO	unique_official_exact	False	False	False	grey_not_a_network_block
SLC6A1-AS1	grey	100874090	SLC6A1-AS1	unique_official_exact	False	False	False	grey_not_a_network_block
RTN3	yellow	10313	RTN3	unique_official_exact	True	True	True	included
ARHGAP21	yellow	57584	ARHGAP21	unique_official_exact	True	True	True	included
PAPPA2	grey	60676	PAPPA2	unique_official_exact	False	False	False	grey_not_a_network_block
ID3	pink	3399	ID3	unique_official_exact	True	True	True	included
MCUR1	grey	63933	MCUR1	unique_official_exact	False	False	False	grey_not_a_network_block
LETM1	yellow	3954	LETM1	unique_official_exact	True	True	True	included
ZFHX2	turquoise	85446	ZFHX2	unique_official_exact	True	True	True	included
YWHAZ	blue	7534	YWHAZ	unique_official_exact	True	True	True	included
CPNE1	grey	8904	CPNE1	unique_official_exact	False	False	False	grey_not_a_network_block
GNPTAB	brown	79158	GNPTAB	unique_official_exact	True	True	True	included
NUS1	brown	116150	NUS1	unique_official_exact	True	True	True	included
PLS3	yellow	5358	PLS3	unique_official_exact	True	True	True	included
PCDHGA12	grey	26025	PCDHGA12	unique_official_exact	False	False	False	grey_not_a_network_block
ARRDC3	red	57561	ARRDC3	unique_official_exact	True	True	True	included
HMGN1	grey	3150	HMGN1	unique_official_exact	False	False	False	grey_not_a_network_block
RERG	green	85004	RERG	unique_official_exact	True	True	True	included
DENND5B	grey	160518	DENND5B	unique_official_exact	False	False	False	grey_not_a_network_block
RFC1	grey	5981	RFC1	unique_official_exact	False	False	False	grey_not_a_network_block
PHACTR4	turquoise	65979	PHACTR4	unique_official_exact	True	True	True	included
HARS1	grey	3035	HARS1	unique_official_exact	False	False	False	grey_not_a_network_block
TK2	yellow	7084	TK2	unique_official_exact	True	True	True	included
MKRN2	grey	23609	MKRN2	unique_official_exact	False	False	False	grey_not_a_network_block
SQOR	grey	58472	SQOR	unique_official_exact	False	False	False	grey_not_a_network_block
NDUFA9	grey	4704	NDUFA9	unique_official_exact	False	False	False	grey_not_a_network_block
SORBS3	grey	10174	SORBS3	unique_official_exact	False	False	False	grey_not_a_network_block
MAPRE3	grey	22924	MAPRE3	unique_official_exact	False	False	False	grey_not_a_network_block
MGAT2	blue	4247	MGAT2	unique_official_exact	True	True	True	included
FTO	grey	79068	FTO	unique_official_exact	False	False	False	grey_not_a_network_block
CEPT1	grey	10390	CEPT1	unique_official_exact	False	False	False	grey_not_a_network_block
CAB39	grey	51719	CAB39	unique_official_exact	False	False	False	grey_not_a_network_block
NLGN4Y	grey	22829	NLGN4Y	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF383	grey	163087	ZNF383	unique_official_exact	False	False	False	grey_not_a_network_block
DDX55	turquoise	57696	DDX55	unique_official_exact	True	True	True	included
XPNPEP1	grey	7511	XPNPEP1	unique_official_exact	False	False	False	grey_not_a_network_block
SDF4	blue	51150	SDF4	unique_official_exact	True	True	True	included
NOL4L	grey	140688	NOL4L	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF181	green	339318	ZNF181	unique_official_exact	True	True	True	included
RAB3IL1	grey	5866	RAB3IL1	unique_official_exact	False	False	False	grey_not_a_network_block
AREL1	grey	9870	AREL1	unique_official_exact	False	False	False	grey_not_a_network_block
APCDD1	yellow	147495	APCDD1	unique_official_exact	True	True	True	included
TPM1	pink	7168	TPM1	unique_official_exact	True	True	True	included
TWF2	grey	11344	TWF2	unique_official_exact	False	False	False	grey_not_a_network_block
PRMT3	grey	10196	PRMT3	unique_official_exact	False	False	False	grey_not_a_network_block
MCPH1	grey	79648	MCPH1	unique_official_exact	False	False	False	grey_not_a_network_block
PRDX6	yellow	9588	PRDX6	unique_official_exact	True	True	True	included
TBKBP1	grey	9755	TBKBP1	unique_official_exact	False	False	False	grey_not_a_network_block
SMC6	grey	79677	SMC6	unique_official_exact	False	False	False	grey_not_a_network_block
NARF	grey	26502	NARF	unique_official_exact	False	False	False	grey_not_a_network_block
ADCY2	green	108	ADCY2	unique_official_exact	True	True	True	included
LIMK2	turquoise	3985	LIMK2	unique_official_exact	True	True	True	included
ZKSCAN2	grey	342357	ZKSCAN2	unique_official_exact	False	False	False	grey_not_a_network_block
CRTAP	blue	10491	CRTAP	unique_official_exact	True	True	True	included
TTC31	grey	64427	TTC31	unique_official_exact	False	False	False	grey_not_a_network_block
RNGTT	grey	8732	RNGTT	unique_official_exact	False	False	False	grey_not_a_network_block
CMTM5	brown	116173	CMTM5	unique_official_exact	True	True	True	included
MCM9	grey	254394	MCM9	unique_official_exact	False	False	False	grey_not_a_network_block
TCP11L2	grey	255394	TCP11L2	unique_official_exact	False	False	False	grey_not_a_network_block
HS2ST1	grey	9653	HS2ST1	unique_official_exact	False	False	False	grey_not_a_network_block
GARRE1	black	9710	GARRE1	unique_official_exact	True	True	True	included
CCDC117	grey	150275	CCDC117	unique_official_exact	False	False	False	grey_not_a_network_block
MAP2K5	grey	5607	MAP2K5	unique_official_exact	False	False	False	grey_not_a_network_block
KCNQ1	blue	3784	KCNQ1	unique_official_exact	True	True	True	included
ALG12	grey	79087	ALG12	unique_official_exact	False	False	False	grey_not_a_network_block
