resource	comparison	module_id	block	removed_genes	remaining_up	remaining_down	delta_S_full	delta_S_after_block_removal	change_in_delta_S	status
GSE148059_C02	GSE148059_C02	late_neuron_residual	pink	3	73	196	-0.0006576252344175027	-0.0004985148941065312	0.00015911034031097142	COMPLETED
GSE148059_C02	GSE148059_C02	late_neuron_residual	red	9	70	193	-0.0006576252344175027	-0.0006823036312634293	-2.4678396845926654e-05	COMPLETED
GSE148059_C02	GSE148059_C02	late_neuron_residual	turquoise	31	65	176	-0.0006576252344175027	-0.0007414056443659858	-8.378040994848313e-05	COMPLETED
GSE148059_C02	GSE148059_C02	late_neuron_residual	yellow	12	70	190	-0.0006576252344175027	-0.0004985414591747314	0.0001590837752427713	COMPLETED
GSE148059_C02	GSE148059_C02	late_shared_concordant_neuronal_core	black	4	43	78	-0.001564118617290115	-0.0018577133765664922	-0.0002935947592763771	COMPLETED
GSE148059_C02	GSE148059_C02	late_shared_concordant_neuronal_core	blue	8	41	76	-0.001564118617290115	-0.0006737093311351538	0.0008904092861549613	COMPLETED
GSE148059_C02	GSE148059_C02	late_shared_concordant_neuronal_core	brown	12	44	69	-0.001564118617290115	-0.0018933806256453	-0.0003292620083551849	COMPLETED
GSE148059_C02	GSE148059_C02	late_shared_concordant_neuronal_core	green	4	46	75	-0.001564118617290115	-0.001344579708169377	0.00021953890912073813	COMPLETED
GSE148059_C02	GSE148059_C02	late_shared_concordant_neuronal_core	magenta	1	45	79	-0.001564118617290115	-0.0016098913144427904	-4.5772697152675346e-05	COMPLETED
GSE148059_C02	GSE148059_C02	late_shared_concordant_neuronal_core	pink	2	44	79	-0.001564118617290115	-0.0016332178048940778	-6.909918760396273e-05	COMPLETED
GSE148059_C02	GSE148059_C02	late_shared_concordant_neuronal_core	red	2	46	77	-0.001564118617290115	-0.0015602990561772645	3.819561112850586e-06	COMPLETED
GSE148059_C02	GSE148059_C02	late_shared_concordant_neuronal_core	turquoise	11	40	74	-0.001564118617290115	-0.0016795545432304823	-0.00011543592594036724	COMPLETED
GSE148059_C02	GSE148059_C02	late_shared_concordant_neuronal_core	yellow	5	43	77	-0.001564118617290115	-0.001789374517182164	-0.00022525589989204906	COMPLETED
GSE148059_C02	GSE148059_C02	original_early_allcell	black	13	300	318	0.0029062555263850483	0.0029836043147864035	7.734878840135514e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_early_allcell	blue	52	294	285	0.0029062555263850483	0.002267736771700329	-0.0006385187546847195	COMPLETED
GSE148059_C02	GSE148059_C02	original_early_allcell	brown	48	285	298	0.0029062555263850483	0.0025811594463625463	-0.00032509608002250206	COMPLETED
GSE148059_C02	GSE148059_C02	original_early_allcell	green	29	277	325	0.0029062555263850483	0.0025152450474571677	-0.00039101047892788066	COMPLETED
GSE148059_C02	GSE148059_C02	original_early_allcell	magenta	4	300	327	0.0029062555263850483	0.0029147019347323146	8.446408347266218e-06	COMPLETED
GSE148059_C02	GSE148059_C02	original_early_allcell	pink	5	300	326	0.0029062555263850483	0.002946126555206904	3.987102882185584e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_early_allcell	red	16	295	320	0.0029062555263850483	0.002945240229630952	3.8984703245903505e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_early_allcell	turquoise	74	250	307	0.0029062555263850483	0.0032353354308016355	0.0003290799044165871	COMPLETED
GSE148059_C02	GSE148059_C02	original_early_allcell	yellow	31	288	312	0.0029062555263850483	0.0031657679922778388	0.00025951246589279043	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_allcell	black	72	1316	1685	-6.596723168979956e-05	-0.00013494356560675642	-6.897633391695685e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_allcell	blue	156	1304	1613	-6.596723168979956e-05	-3.6142131835517947e-05	2.9825099854281615e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_allcell	brown	188	1325	1560	-6.596723168979956e-05	-0.00010591211165173535	-3.994487996193579e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_allcell	green	66	1365	1642	-6.596723168979956e-05	2.3228432482480575e-05	8.919566417228014e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_allcell	magenta	18	1364	1691	-6.596723168979956e-05	-5.297242341439733e-05	1.2994808275402234e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_allcell	pink	45	1340	1688	-6.596723168979956e-05	-0.00026790238482777933	-0.00020193515313797977	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_allcell	red	76	1370	1627	-6.596723168979956e-05	-0.00010138227040117027	-3.541503871137071e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_allcell	turquoise	178	1244	1651	-6.596723168979956e-05	5.323684829277084e-05	0.0001192040799825704	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_allcell	yellow	169	1263	1641	-6.596723168979956e-05	-0.0002589954555311702	-0.00019302822384137066	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_neuron	black	9	122	295	-0.0009399181623477691	-0.0009346591832725583	5.2589790752108345e-06	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_neuron	blue	24	115	287	-0.0009399181623477691	-0.0005059097550230921	0.00043400840732467697	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_neuron	brown	41	121	264	-0.0009399181623477691	-0.0009243963239893251	1.5521838358443975e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_neuron	green	19	125	282	-0.0009399181623477691	-0.0007953383703336212	0.00014457979201414788	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_neuron	magenta	2	125	299	-0.0009399181623477691	-0.0009530879234459328	-1.316976109816371e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_neuron	pink	6	124	296	-0.0009399181623477691	-0.0008115658931945176	0.00012835226915325153	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_neuron	red	13	121	292	-0.0009399181623477691	-0.0010289410167000502	-8.90228543522811e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_neuron	turquoise	43	112	271	-0.0009399181623477691	-0.0010347738169786728	-9.485565463090366e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_late_neuron	yellow	22	120	284	-0.0009399181623477691	-0.0008503729782452114	8.954518410255775e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_severity	black	2	316	132	-0.0005137078967676146	-0.0004314248968678111	8.228299989980345e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_severity	blue	37	301	112	-0.0005137078967676146	-0.0007824197977712446	-0.00026871190100363003	COMPLETED
GSE148059_C02	GSE148059_C02	original_severity	brown	28	304	118	-0.0005137078967676146	-0.00031556318294083586	0.0001981447138267787	COMPLETED
GSE148059_C02	GSE148059_C02	original_severity	green	14	305	131	-0.0005137078967676146	-0.0006925486983627167	-0.00017884080159510213	COMPLETED
GSE148059_C02	GSE148059_C02	original_severity	magenta	3	313	134	-0.0005137078967676146	-0.0005463403721719651	-3.263247540435054e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_severity	pink	3	314	133	-0.0005137078967676146	-0.00048580602027624686	2.79018764913677e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_severity	red	10	312	128	-0.0005137078967676146	-0.00038843679580589165	0.0001252711009617229	COMPLETED
GSE148059_C02	GSE148059_C02	original_severity	turquoise	36	283	131	-0.0005137078967676146	-0.0005872963581603332	-7.35884613927186e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_severity	yellow	25	303	122	-0.0005137078967676146	-0.0004927561648940278	2.0951731873586755e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_xenium	black	2	17	41	0.001284301876461568	0.0014581985957983995	0.0001738967193368314	COMPLETED
GSE148059_C02	GSE148059_C02	original_xenium	blue	4	17	39	0.001284301876461568	0.0006829897717146701	-0.000601312104746898	COMPLETED
GSE148059_C02	GSE148059_C02	original_xenium	brown	1	17	42	0.001284301876461568	0.001264762583314362	-1.9539293147206004e-05	COMPLETED
GSE148059_C02	GSE148059_C02	original_xenium	pink	1	17	42	0.001284301876461568	0.0010723697066119884	-0.00021193216984957968	COMPLETED
GSE148059_C02	GSE148059_C02	original_xenium	red	1	17	42	0.001284301876461568	0.0010625234424103266	-0.0002217784340512415	COMPLETED
GSE148059_C02	GSE148059_C02	original_xenium	turquoise	3	17	40	0.001284301876461568	0.002097354503926859	0.000813052627465291	COMPLETED
GSE148059_C02	GSE148059_C02	original_xenium	yellow	5	16	39	0.001284301876461568	0.0008743852808409276	-0.00040991659562064045	COMPLETED
GSE148059_C02	GSE148059_C02	severity_neuron_residual	black	2	219	116	-0.0006076377689057135	-0.0005150034585278431	9.26343103778704e-05	COMPLETED
GSE148059_C02	GSE148059_C02	severity_neuron_residual	blue	31	208	98	-0.0006076377689057135	-0.0009331137100297714	-0.0003254759411240579	COMPLETED
GSE148059_C02	GSE148059_C02	severity_neuron_residual	brown	23	210	104	-0.0006076377689057135	-0.0003964878131821175	0.00021114995572359596	COMPLETED
GSE148059_C02	GSE148059_C02	severity_neuron_residual	green	11	211	115	-0.0006076377689057135	-0.0008341307498910132	-0.00022649298098529973	COMPLETED
GSE148059_C02	GSE148059_C02	severity_neuron_residual	magenta	2	217	118	-0.0006076377689057135	-0.0006534657680997978	-4.582799919408437e-05	COMPLETED
GSE148059_C02	GSE148059_C02	severity_neuron_residual	pink	2	218	117	-0.0006076377689057135	-0.000576983797887695	3.065397101801844e-05	COMPLETED
GSE148059_C02	GSE148059_C02	severity_neuron_residual	red	8	217	112	-0.0006076377689057135	-0.0004976516716194813	0.0001099860972862322	COMPLETED
GSE148059_C02	GSE148059_C02	severity_neuron_residual	turquoise	27	195	115	-0.0006076377689057135	-0.0006113457837943885	-3.7080148886749816e-06	COMPLETED
GSE148059_C02	GSE148059_C02	severity_neuron_residual	yellow	19	211	107	-0.0006076377689057135	-0.0005374421986082518	7.019557029746171e-05	COMPLETED
GSE24290_C01	GSE24290_C01	late_allcell_residual	black	64	1165	1451	-0.007160511107622967	-0.0071000188987277515	6.0492208895215026e-05	COMPLETED
GSE24290_C01	GSE24290_C01	late_allcell_residual	blue	138	1157	1385	-0.007160511107622967	-0.007295735637934436	-0.00013522453031146985	COMPLETED
GSE24290_C01	GSE24290_C01	late_allcell_residual	brown	166	1172	1342	-0.007160511107622967	-0.0072974867897405435	-0.00013697568211757695	COMPLETED
GSE24290_C01	GSE24290_C01	late_allcell_residual	green	57	1207	1416	-0.007160511107622967	-0.006952137562031284	0.0002083735455916825	COMPLETED
GSE24290_C01	GSE24290_C01	late_allcell_residual	magenta	17	1207	1456	-0.007160511107622967	-0.007057074805842904	0.0001034363017800629	COMPLETED
GSE24290_C01	GSE24290_C01	late_allcell_residual	pink	40	1187	1453	-0.007160511107622967	-0.006731649164967791	0.00042886194265517527	COMPLETED
GSE24290_C01	GSE24290_C01	late_allcell_residual	red	67	1213	1400	-0.007160511107622967	-0.006973641836376491	0.0001868692712464759	COMPLETED
GSE24290_C01	GSE24290_C01	late_allcell_residual	turquoise	160	1096	1424	-0.007160511107622967	-0.007187760090972599	-2.7248983349632307e-05	COMPLETED
GSE24290_C01	GSE24290_C01	late_allcell_residual	yellow	152	1116	1412	-0.007160511107622967	-0.0055000885532012714	0.0016604225544216951	COMPLETED
GSE24290_C01	GSE24290_C01	late_neuron_residual	black	5	72	184	0.0005273554335506877	0.0004624916413897836	-6.486379216090411e-05	COMPLETED
GSE24290_C01	GSE24290_C01	late_neuron_residual	blue	15	67	179	0.0005273554335506877	-0.0007538920893575914	-0.001281247522908279	COMPLETED
GSE24290_C01	GSE24290_C01	late_neuron_residual	brown	26	71	164	0.0005273554335506877	4.9598676762099576e-05	-0.00047775675678858815	COMPLETED
GSE24290_C01	GSE24290_C01	late_neuron_residual	green	15	72	174	0.0005273554335506877	0.0012258712342242462	0.0006985158006735585	COMPLETED
GSE24290_C01	GSE24290_C01	late_neuron_residual	magenta	1	73	187	0.0005273554335506877	0.0004451131629442059	-8.224227060648183e-05	COMPLETED
GSE24290_C01	GSE24290_C01	late_neuron_residual	pink	3	73	185	0.0005273554335506877	0.00046858356292056613	-5.8771870630121596e-05	COMPLETED
GSE24290_C01	GSE24290_C01	late_neuron_residual	red	9	70	182	0.0005273554335506877	0.0002896077237689251	-0.00023774770978176262	COMPLETED
GSE24290_C01	GSE24290_C01	late_neuron_residual	turquoise	30	65	166	0.0005273554335506877	0.0013700859311404508	0.0008427304975897631	COMPLETED
GSE24290_C01	GSE24290_C01	late_neuron_residual	yellow	12	70	179	0.0005273554335506877	0.0010550562897213627	0.000527700856170675	COMPLETED
GSE24290_C01	GSE24290_C01	late_shared_concordant_neuronal_core	black	4	37	74	-0.00433727293241563	-0.0036924439289525808	0.0006448290034630488	COMPLETED
GSE24290_C01	GSE24290_C01	late_shared_concordant_neuronal_core	blue	7	36	72	-0.00433727293241563	-0.004037722386876591	0.0002995505455390384	COMPLETED
GSE24290_C01	GSE24290_C01	late_shared_concordant_neuronal_core	brown	12	38	65	-0.00433727293241563	-0.004219096883665077	0.00011817604875055242	COMPLETED
GSE24290_C01	GSE24290_C01	late_shared_concordant_neuronal_core	green	4	40	71	-0.00433727293241563	-0.003913970573823992	0.0004233023585916377	COMPLETED
GSE24290_C01	GSE24290_C01	late_shared_concordant_neuronal_core	magenta	1	39	75	-0.00433727293241563	-0.004395790012166059	-5.851707975042947e-05	COMPLETED
GSE24290_C01	GSE24290_C01	late_shared_concordant_neuronal_core	pink	2	38	75	-0.00433727293241563	-0.004225975723955429	0.00011129720846020028	COMPLETED
GSE24290_C01	GSE24290_C01	late_shared_concordant_neuronal_core	red	2	40	73	-0.00433727293241563	-0.004088787686097859	0.00024848524631777055	COMPLETED
GSE24290_C01	GSE24290_C01	late_shared_concordant_neuronal_core	turquoise	9	35	71	-0.00433727293241563	-0.004855604992504297	-0.0005183320600886674	COMPLETED
GSE24290_C01	GSE24290_C01	late_shared_concordant_neuronal_core	yellow	5	37	73	-0.00433727293241563	-0.0037815383659744557	0.0005557345664411739	COMPLETED
GSE24290_C01	GSE24290_C01	original_early_allcell	black	13	283	308	-0.0033353447737865644	-0.003519208396289412	-0.0001838636225028477	COMPLETED
GSE24290_C01	GSE24290_C01	original_early_allcell	blue	52	277	275	-0.0033353447737865644	-0.0034264768229109975	-9.11320491244331e-05	COMPLETED
GSE24290_C01	GSE24290_C01	original_early_allcell	brown	46	268	290	-0.0033353447737865644	-0.0031588126026327865	0.00017653217115377786	COMPLETED
GSE24290_C01	GSE24290_C01	original_early_allcell	green	28	261	315	-0.0033353447737865644	-0.004867727586209439	-0.0015323828124228747	COMPLETED
GSE24290_C01	GSE24290_C01	original_early_allcell	magenta	4	283	317	-0.0033353447737865644	-0.002910236807490593	0.0004251079662959713	COMPLETED
GSE24290_C01	GSE24290_C01	original_early_allcell	pink	5	283	316	-0.0033353447737865644	-0.0034302940585634756	-9.494928477691124e-05	COMPLETED
GSE24290_C01	GSE24290_C01	original_early_allcell	red	16	278	310	-0.0033353447737865644	-0.0034478081916229438	-0.00011246341783637936	COMPLETED
GSE24290_C01	GSE24290_C01	original_early_allcell	turquoise	70	236	298	-0.0033353447737865644	-0.0028008168534729904	0.000534527920313574	COMPLETED
GSE24290_C01	GSE24290_C01	original_early_allcell	yellow	30	272	302	-0.0033353447737865644	-0.0029751642249358666	0.00036018054885069784	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_allcell	black	68	1233	1554	-0.007002435468784131	-0.006924437979021671	7.799748976245954e-05	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_allcell	blue	148	1221	1486	-0.007002435468784131	-0.007154832279054723	-0.0001523968102705919	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_allcell	brown	179	1241	1435	-0.007002435468784131	-0.007130385670354639	-0.0001279502015705085	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_allcell	green	61	1278	1516	-0.007002435468784131	-0.006789256262015342	0.0002131792067687887	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_allcell	magenta	18	1277	1560	-0.007002435468784131	-0.006906469128772596	9.596634001153483e-05	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_allcell	pink	42	1256	1557	-0.007002435468784131	-0.006592478089594977	0.0004099573791891539	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_allcell	red	72	1283	1500	-0.007002435468784131	-0.006807498517474934	0.00019493695130919694	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_allcell	turquoise	172	1159	1524	-0.007002435468784131	-0.007040626657569726	-3.8191188785594715e-05	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_allcell	yellow	162	1179	1514	-0.007002435468784131	-0.005312052416377263	0.001690383052406868	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_neuron	black	9	116	275	-0.0004992705645949948	-0.0003084037868349654	0.00019086677776002938	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_neuron	blue	23	110	267	-0.0004992705645949948	-0.001076018829559173	-0.0005767482649641783	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_neuron	brown	39	115	246	-0.0004992705645949948	-0.0006835401428192734	-0.0001842695782242786	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_neuron	green	19	119	262	-0.0004992705645949948	8.649915711504371e-05	0.0005857697217100385	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_neuron	magenta	2	119	279	-0.0004992705645949948	-0.0005654367218494525	-6.616615725445771e-05	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_neuron	pink	5	118	277	-0.0004992705645949948	-0.000488220230556779	1.1050334038215787e-05	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_neuron	red	13	115	272	-0.0004992705645949948	-0.000808065271498962	-0.00030879470690396726	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_neuron	turquoise	40	107	253	-0.0004992705645949948	-0.00018682713412372447	0.0003124434304712703	COMPLETED
GSE24290_C01	GSE24290_C01	original_late_neuron	yellow	22	114	264	-0.0004992705645949948	-0.0004527218559517412	4.6548708643253604e-05	COMPLETED
GSE24290_C01	GSE24290_C01	original_severity	black	2	304	129	-0.004878200424813575	-0.005015732322334263	-0.00013753189752068774	COMPLETED
GSE24290_C01	GSE24290_C01	original_severity	blue	37	289	109	-0.004878200424813575	-0.00472567063948426	0.0001525297853293148	COMPLETED
GSE24290_C01	GSE24290_C01	original_severity	brown	27	292	116	-0.004878200424813575	-0.004073973553053972	0.0008042268717596028	COMPLETED
GSE24290_C01	GSE24290_C01	original_severity	green	14	293	128	-0.004878200424813575	-0.005570268731080046	-0.0006920683062664711	COMPLETED
GSE24290_C01	GSE24290_C01	original_severity	magenta	3	301	131	-0.004878200424813575	-0.0048074796107667375	7.072081404683756e-05	COMPLETED
GSE24290_C01	GSE24290_C01	original_severity	pink	3	302	130	-0.004878200424813575	-0.004968414223463067	-9.02137986494916e-05	COMPLETED
GSE24290_C01	GSE24290_C01	original_severity	red	10	300	125	-0.004878200424813575	-0.0046553222289329255	0.0002228781958806495	COMPLETED
GSE24290_C01	GSE24290_C01	original_severity	turquoise	35	272	128	-0.004878200424813575	-0.004106480264950829	0.0007717201598627463	COMPLETED
GSE24290_C01	GSE24290_C01	original_severity	yellow	23	293	119	-0.004878200424813575	-0.005361814870896969	-0.0004836144460833936	COMPLETED
GSE24290_C01	GSE24290_C01	original_xenium	black	2	14	40	0.004916959826165949	0.004061527860608281	-0.0008554319655576679	COMPLETED
GSE24290_C01	GSE24290_C01	original_xenium	blue	4	14	38	0.004916959826165949	0.007044536936849327	0.0021275771106833777	COMPLETED
GSE24290_C01	GSE24290_C01	original_xenium	brown	1	14	41	0.004916959826165949	0.00558523878111044	0.0006682789549444911	COMPLETED
GSE24290_C01	GSE24290_C01	original_xenium	pink	1	14	41	0.004916959826165949	0.0050280047358057115	0.0001110449096397622	COMPLETED
GSE24290_C01	GSE24290_C01	original_xenium	red	1	14	41	0.004916959826165949	0.005485286173444775	0.0005683263472788256	COMPLETED
GSE24290_C01	GSE24290_C01	original_xenium	turquoise	3	14	39	0.004916959826165949	0.003927080972016604	-0.0009898788541493455	COMPLETED
GSE24290_C01	GSE24290_C01	original_xenium	yellow	5	13	38	0.004916959826165949	0.006478685123625679	0.0015617252974597295	COMPLETED
GSE24290_C01	GSE24290_C01	severity_neuron_residual	black	2	211	116	-0.005497060880307552	-0.005654792907369803	-0.00015773202706225072	COMPLETED
GSE24290_C01	GSE24290_C01	severity_neuron_residual	blue	31	200	98	-0.005497060880307552	-0.005242187843206768	0.00025487303710078433	COMPLETED
GSE24290_C01	GSE24290_C01	severity_neuron_residual	brown	23	202	104	-0.005497060880307552	-0.004557595224559089	0.0009394656557484629	COMPLETED
GSE24290_C01	GSE24290_C01	severity_neuron_residual	green	11	203	115	-0.005497060880307552	-0.006365709652532053	-0.000868648772224501	COMPLETED
GSE24290_C01	GSE24290_C01	severity_neuron_residual	magenta	2	209	118	-0.005497060880307552	-0.005470377576138523	2.668330416902894e-05	COMPLETED
GSE24290_C01	GSE24290_C01	severity_neuron_residual	pink	2	210	117	-0.005497060880307552	-0.005606850583654321	-0.00010978970334676874	COMPLETED
GSE24290_C01	GSE24290_C01	severity_neuron_residual	red	8	209	112	-0.005497060880307552	-0.005228265415989999	0.00026879546431755365	COMPLETED
GSE24290_C01	GSE24290_C01	severity_neuron_residual	turquoise	27	187	115	-0.005497060880307552	-0.004688654205208528	0.0008084066750990247	COMPLETED
GSE24290_C01	GSE24290_C01	severity_neuron_residual	yellow	17	205	107	-0.005497060880307552	-0.006115413150918805	-0.000618352270611253	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_allcell_residual	black	68	1236	1572	-0.036892749844474965	-0.036693321278216	0.00019942856625896482	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_allcell_residual	blue	145	1229	1502	-0.036892749844474965	-0.03742555093848845	-0.0005328010940134839	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_allcell_residual	brown	174	1244	1458	-0.036892749844474965	-0.035197875627363574	0.0016948742171113904	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_allcell_residual	green	62	1282	1532	-0.036892749844474965	-0.03719102635520767	-0.0002982765107327062	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_allcell_residual	magenta	17	1282	1577	-0.036892749844474965	-0.03623723923234827	0.0006555106121266946	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_allcell_residual	pink	42	1260	1574	-0.036892749844474965	-0.0359196053666852	0.0009731444777897613	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_allcell_residual	red	71	1288	1517	-0.036892749844474965	-0.03726751653469895	-0.0003747666902239877	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_allcell_residual	turquoise	164	1170	1542	-0.036892749844474965	-0.033805114396390785	0.003087635448084179	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_allcell_residual	yellow	159	1188	1529	-0.036892749844474965	-0.03459640108657201	0.0022963487579029523	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_neuron_residual	black	5	79	186	0.026747169228103433	0.028658382150632346	0.0019112129225289133	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_neuron_residual	blue	15	74	181	0.026747169228103433	0.029324029213199005	0.002576859985095572	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_neuron_residual	brown	26	78	166	0.026747169228103433	0.034411518295858715	0.007664349067755281	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_neuron_residual	green	15	79	176	0.026747169228103433	0.02537878640725681	-0.0013683828208466246	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_neuron_residual	magenta	1	80	189	0.026747169228103433	0.026312139578988966	-0.000435029649114467	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_neuron_residual	pink	3	80	187	0.026747169228103433	0.02730081928449886	0.0005536500563954258	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_neuron_residual	red	9	77	184	0.026747169228103433	0.023924291266709544	-0.0028228779613938895	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_neuron_residual	turquoise	31	72	167	0.026747169228103433	0.028612633263812297	0.0018654640357088637	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_neuron_residual	yellow	12	77	181	0.026747169228103433	0.026860570741002367	0.00011340151289893421	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_shared_concordant_neuronal_core	black	4	44	77	0.009828012872847972	0.012800422658271006	0.0029724097854230344	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_shared_concordant_neuronal_core	blue	8	42	75	0.009828012872847972	0.008223309002562414	-0.0016047038702855579	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_shared_concordant_neuronal_core	brown	12	45	68	0.009828012872847972	0.014116559922458034	0.004288547049610063	COMPLETED
original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	late_shared_concordant_neuronal_core	green	4	47	74	0.009828012872847972	0.007894338180956662	-0.0019336746918913097	COMPLETED
