gene	gene_input	gene_recovered_from_excel_date	human_gene_id	mapping_method	current_human_symbol
LINC02671	LINC02671	False	101928887	official_exact	LINC02671
AL513321.2	AL513321.2	False		unresolved_or_ambiguous	
AL592466.1	AL592466.1	False		unresolved_or_ambiguous	
LINC01515	LINC01515	False	101928913	official_exact	LINC01515
CTNNA3	CTNNA3	False	29119	official_exact	CTNNA3
AC022017.1	AC022017.1	False		unresolved_or_ambiguous	
LRRTM3	LRRTM3	False	347731	official_exact	LRRTM3
AL139240.1	AL139240.1	False		unresolved_or_ambiguous	
DNAJC12	DNAJC12	False	56521	official_exact	DNAJC12
AL133551.1	AL133551.1	False		unresolved_or_ambiguous	
SIRT1	SIRT1	False	23411	official_exact	SIRT1
HERC4	HERC4	False	26091	official_exact	HERC4
MYPN	MYPN	False	84665	official_exact	MYPN
ATOH7	ATOH7	False	220202	official_exact	ATOH7
LINC02640	LINC02640	False	107984241	official_exact	LINC02640
PBLD	PBLD	False	64081	official_exact	PBLD
HNRNPH3	HNRNPH3	False	3189	official_exact	HNRNPH3
RUFY2	RUFY2	False	55680	official_exact	RUFY2
DNA2	DNA2	False	1763	official_exact	DNA2
SLC25A16	SLC25A16	False	8034	official_exact	SLC25A16
TET1	TET1	False	80312	official_exact	TET1
AL513534.2	AL513534.2	False		unresolved_or_ambiguous	
CCAR1	CCAR1	False	55749	official_exact	CCAR1
STOX1	STOX1	False	219736	official_exact	STOX1
AL359844.1	AL359844.1	False		unresolved_or_ambiguous	
DDX50	DDX50	False	79009	official_exact	DDX50
DDX21	DDX21	False	9188	official_exact	DDX21
KIF1BP	KIF1BP	False	26128	unique_synonym	KIFBP
SRGN	SRGN	False	5552	official_exact	SRGN
VPS26A	VPS26A	False	9559	official_exact	VPS26A
SUPV3L1	SUPV3L1	False	6832	official_exact	SUPV3L1
AL596223.1	AL596223.1	False		unresolved_or_ambiguous	
HKDC1	HKDC1	False	80201	official_exact	HKDC1
AL596223.2	AL596223.2	False		unresolved_or_ambiguous	
HK1	HK1	False	3098	official_exact	HK1
TACR2	TACR2	False	6865	official_exact	TACR2
TSPAN15	TSPAN15	False	23555	official_exact	TSPAN15
AC016821.1	AC016821.1	False		unresolved_or_ambiguous	
NEUROG3	NEUROG3	False	50674	official_exact	NEUROG3
AL450311.1	AL450311.1	False		unresolved_or_ambiguous	
FAM241B	FAM241B	False	219738	official_exact	FAM241B
LINC02651	LINC02651	False	105378346	official_exact	LINC02651
COL13A1	COL13A1	False	1305	official_exact	COL13A1
LINC02636	LINC02636	False	102723350	official_exact	LINC02636
H2AFY2	H2AFY2	False	55506	unique_synonym	MACROH2A2
AIFM2	AIFM2	False	84883	official_exact	AIFM2
TYSND1	TYSND1	False	219743	official_exact	TYSND1
SAR1A	SAR1A	False	56681	official_exact	SAR1A
PPA1	PPA1	False	5464	official_exact	PPA1
NPFFR1	NPFFR1	False	64106	official_exact	NPFFR1
LRRC20	LRRC20	False	55222	official_exact	LRRC20
EIF4EBP2	EIF4EBP2	False	1979	official_exact	EIF4EBP2
NODAL	NODAL	False	4838	official_exact	NODAL
PALD1	PALD1	False	27143	official_exact	PALD1
PRF1	PRF1	False	5551	official_exact	PRF1
ADAMTS14	ADAMTS14	False	140766	official_exact	ADAMTS14
TBATA	TBATA	False	219793	official_exact	TBATA
SGPL1	SGPL1	False	8879	official_exact	SGPL1
PCBD1	PCBD1	False	5092	official_exact	PCBD1
AC073176.2	AC073176.2	False		unresolved_or_ambiguous	
AC073176.1	AC073176.1	False		unresolved_or_ambiguous	
LINC02622	LINC02622	False	105378349	official_exact	LINC02622
UNC5B	UNC5B	False	219699	official_exact	UNC5B
UNC5B-AS1	UNC5B-AS1	False	728978	official_exact	UNC5B-AS1
SLC29A3	SLC29A3	False	55315	official_exact	SLC29A3
CDH23	CDH23	False	64072	official_exact	CDH23
CDH23-AS1	CDH23-AS1	False	102723377	official_exact	CDH23-AS1
C10orf105	C10orf105	False	414152	official_exact	C10orf105
VSIR	VSIR	False	64115	official_exact	VSIR
PSAP	PSAP	False	5660	official_exact	PSAP
AC073370.1	AC073370.1	False		unresolved_or_ambiguous	
CHST3	CHST3	False	9469	official_exact	CHST3
AC022392.1	AC022392.1	False		unresolved_or_ambiguous	
SPOCK2	SPOCK2	False	9806	official_exact	SPOCK2
ASCC1	ASCC1	False	51008	official_exact	ASCC1
ANAPC16	ANAPC16	False	119504	official_exact	ANAPC16
DDIT4	DDIT4	False	54541	official_exact	DDIT4
DDIT4-AS1	DDIT4-AS1	False	110806271	official_exact	DDIT4-AS1
DNAJB12	DNAJB12	False	54788	official_exact	DNAJB12
MICU1	MICU1	False	10367	official_exact	MICU1
AC091769.2	AC091769.2	False		unresolved_or_ambiguous	
AL513185.1	AL513185.1	False		unresolved_or_ambiguous	
MCU	MCU	False	90550	official_exact	MCU
AC016542.1	AC016542.1	False		unresolved_or_ambiguous	
OIT3	OIT3	False	170392	official_exact	OIT3
PLA2G12B	PLA2G12B	False	84647	official_exact	PLA2G12B
P4HA1	P4HA1	False	5033	official_exact	P4HA1
AL731563.2	AL731563.2	False		unresolved_or_ambiguous	
AL731563.3	AL731563.3	False		unresolved_or_ambiguous	
NUDT13	NUDT13	False	25961	official_exact	NUDT13
AC016394.2	AC016394.2	False		unresolved_or_ambiguous	
ECD	ECD	False	11319	official_exact	ECD
FAM149B1	FAM149B1	False	317662	official_exact	FAM149B1
DNAJC9	DNAJC9	False	23234	official_exact	DNAJC9
DNAJC9-AS1	DNAJC9-AS1	False	414245	official_exact	DNAJC9-AS1
MRPS16	MRPS16	False	51021	official_exact	MRPS16
AC016394.1	AC016394.1	False		unresolved_or_ambiguous	
CFAP70	CFAP70	False	118491	official_exact	CFAP70
ANXA7	ANXA7	False	310	official_exact	ANXA7
AL512656.1	AL512656.1	False		unresolved_or_ambiguous	
MSS51	MSS51	False	118490	official_exact	MSS51
PPP3CB	PPP3CB	False	5532	official_exact	PPP3CB
PPP3CB-AS1	PPP3CB-AS1	False	101929145	official_exact	PPP3CB-AS1
USP54	USP54	False	159195	official_exact	USP54
AC073389.1	AC073389.1	False		unresolved_or_ambiguous	
AC073389.3	AC073389.3	False		unresolved_or_ambiguous	
MYOZ1	MYOZ1	False	58529	official_exact	MYOZ1
SYNPO2L	SYNPO2L	False	79933	official_exact	SYNPO2L
AC073389.2	AC073389.2	False		unresolved_or_ambiguous	
AGAP5	AGAP5	False	729092	official_exact	AGAP5
AC022400.4	AC022400.4	False		unresolved_or_ambiguous	
SEC24C	SEC24C	False	9632	official_exact	SEC24C
FUT11	FUT11	False	170384	unique_synonym	POFUT4
CHCHD1	CHCHD1	False	118487	official_exact	CHCHD1
ZSWIM8	ZSWIM8	False	23053	official_exact	ZSWIM8
ZSWIM8-AS1	ZSWIM8-AS1	False	100507331	official_exact	ZSWIM8-AS1
NDST2	NDST2	False	8509	official_exact	NDST2
CAMK2G	CAMK2G	False	818	official_exact	CAMK2G
AC022400.1	AC022400.1	False		unresolved_or_ambiguous	
AC022400.2	AC022400.2	False		unresolved_or_ambiguous	
PLAU	PLAU	False	5328	official_exact	PLAU
C10orf55	C10orf55	False	414236	official_exact	C10orf55
VCL	VCL	False	7414	official_exact	VCL
AL596247.1	AL596247.1	False		unresolved_or_ambiguous	
AP3M1	AP3M1	False	26985	official_exact	AP3M1
ADK	ADK	False	132	official_exact	ADK
AC022540.1	AC022540.1	False		unresolved_or_ambiguous	
AC063962.1	AC063962.1	False		unresolved_or_ambiguous	
KAT6B	KAT6B	False	23522	official_exact	KAT6B
AC018511.2	AC018511.2	False		unresolved_or_ambiguous	
AC018511.1	AC018511.1	False		unresolved_or_ambiguous	
DUPD1	DUPD1	False	338599	unique_synonym	DUSP29
AC018511.5	AC018511.5	False		unresolved_or_ambiguous	
DUSP13	DUSP13	False		unresolved_or_ambiguous	
SAMD8	SAMD8	False	142891	official_exact	SAMD8
VDAC2	VDAC2	False	7417	official_exact	VDAC2
COMTD1	COMTD1	False	118881	official_exact	COMTD1
ZNF503-AS1	ZNF503-AS1	False	253264	official_exact	ZNF503-AS1
AC010997.3	AC010997.3	False		unresolved_or_ambiguous	
ZNF503	ZNF503	False	84858	official_exact	ZNF503
ZNF503-AS2	ZNF503-AS2	False	100131213	official_exact	ZNF503-AS2
AC010997.5	AC010997.5	False		unresolved_or_ambiguous	
AC010997.4	AC010997.4	False		unresolved_or_ambiguous	
AC010997.2	AC010997.2	False		unresolved_or_ambiguous	
LRMDA	LRMDA	False	83938	official_exact	LRMDA
AL589863.2	AL589863.2	False		unresolved_or_ambiguous	
AL589863.1	AL589863.1	False		unresolved_or_ambiguous	
AL731568.1	AL731568.1	False		unresolved_or_ambiguous	
AC013286.1	AC013286.1	False		unresolved_or_ambiguous	
AC024603.1	AC024603.1	False		unresolved_or_ambiguous	
KCNMA1	KCNMA1	False	3778	official_exact	KCNMA1
KCNMA1-AS1	KCNMA1-AS1	False	101929328	official_exact	KCNMA1-AS1
KCNMA1-AS2	KCNMA1-AS2	False	101929310	official_exact	KCNMA1-AS2
AL731575.1	AL731575.1	False		unresolved_or_ambiguous	
KCNMA1-AS3	KCNMA1-AS3	False	101929286	official_exact	KCNMA1-AS3
AL450306.1	AL450306.1	False		unresolved_or_ambiguous	
DLG5	DLG5	False	9231	official_exact	DLG5
AL391421.1	AL391421.1	False		unresolved_or_ambiguous	
DLG5-AS1	DLG5-AS1	False	100128292	official_exact	DLG5-AS1
POLR3A	POLR3A	False	11128	official_exact	POLR3A
RPS24	RPS24	False	6229	official_exact	RPS24
AL731555.1	AL731555.1	False		unresolved_or_ambiguous	
AC012560.1	AC012560.1	False		unresolved_or_ambiguous	
LINC00595	LINC00595	False	414243	official_exact	LINC00595
AC010163.3	AC010163.3	False		unresolved_or_ambiguous	
AC010163.1	AC010163.1	False		unresolved_or_ambiguous	
AC010163.2	AC010163.2	False		unresolved_or_ambiguous	
AL583852.1	AL583852.1	False		unresolved_or_ambiguous	
AC016820.1	AC016820.1	False		unresolved_or_ambiguous	
ZMIZ1-AS1	ZMIZ1-AS1	False	283050	official_exact	ZMIZ1-AS1
AL356753.1	AL356753.1	False		unresolved_or_ambiguous	
ZMIZ1	ZMIZ1	False	57178	official_exact	ZMIZ1
PPIF	PPIF	False	10105	official_exact	PPIF
ZCCHC24	ZCCHC24	False	219654	official_exact	ZCCHC24
AL133481.1	AL133481.1	False		unresolved_or_ambiguous	
AL133481.3	AL133481.3	False		unresolved_or_ambiguous	
EIF5AL1	EIF5AL1	False	143244	official_exact	EIF5AL1
SFTPA2	SFTPA2	False	729238	official_exact	SFTPA2
SFTPA1	SFTPA1	False	653509	official_exact	SFTPA1
LINC02679	LINC02679	False	105378385	official_exact	LINC02679
AL132656.2	AL132656.2	False		unresolved_or_ambiguous	
NUTM2B-AS1	NUTM2B-AS1	False	101060691	official_exact	NUTM2B-AS1
AL132656.3	AL132656.3	False		unresolved_or_ambiguous	
NUTM2B	NUTM2B	False	729262	official_exact	NUTM2B
AL135925.1	AL135925.1	False		unresolved_or_ambiguous	
NUTM2E	NUTM2E	False	283008	official_exact	NUTM2E
AL512662.2	AL512662.2	False		unresolved_or_ambiguous	
SFTPD	SFTPD	False	6441	official_exact	SFTPD
SFTPD-AS1	SFTPD-AS1	False	105419997	official_exact	SFTPD-AS1
TMEM254-AS1	TMEM254-AS1	False	219347	official_exact	TMEM254-AS1
TMEM254	TMEM254	False	80195	official_exact	TMEM254
PLAC9	PLAC9	False	219348	official_exact	PLAC9
ANXA11	ANXA11	False	311	official_exact	ANXA11
LINC00857	LINC00857	False	439990	official_exact	LINC00857
MAT1A	MAT1A	False	4143	official_exact	MAT1A
AL359195.1	AL359195.1	False		unresolved_or_ambiguous	
DYDC1	DYDC1	False	143241	official_exact	DYDC1
DYDC2	DYDC2	False	84332	official_exact	DYDC2
PRXL2A	PRXL2A	False	84293	official_exact	PRXL2A
TSPAN14	TSPAN14	False	81619	official_exact	TSPAN14
AC021028.1	AC021028.1	False		unresolved_or_ambiguous	
SH2D4B	SH2D4B	False	387694	official_exact	SH2D4B
LINC02655	LINC02655	False	105378386	official_exact	LINC02655
AL096706.1	AL096706.1	False		unresolved_or_ambiguous	
NRG3	NRG3	False	10718	official_exact	NRG3
AC010157.2	AC010157.2	False		unresolved_or_ambiguous	
AC010157.1	AC010157.1	False		unresolved_or_ambiguous	
NRG3-AS1	NRG3-AS1	False	101929590	official_exact	NRG3-AS1
LINC02650	LINC02650	False	105378397	official_exact	LINC02650
AC069540.2	AC069540.2	False		unresolved_or_ambiguous	
AL390786.1	AL390786.1	False		unresolved_or_ambiguous	
AL603756.1	AL603756.1	False		unresolved_or_ambiguous	
GHITM	GHITM	False	27069	official_exact	GHITM
CERNA2	CERNA2	False	642934	official_exact	CERNA2
C10orf99	C10orf99	False	387695	unique_synonym	GPR15LG
CDHR1	CDHR1	False	92211	official_exact	CDHR1
LRIT2	LRIT2	False	340745	official_exact	LRIT2
RGR	RGR	False	5995	official_exact	RGR
LRIT1	LRIT1	False	26103	official_exact	LRIT1
LINC00858	LINC00858	False	170425	official_exact	LINC00858
CCSER2	CCSER2	False	54462	official_exact	CCSER2
LINC01519	LINC01519	False	101929624	official_exact	LINC01519
AL358787.1	AL358787.1	False		unresolved_or_ambiguous	
LINC02647	LINC02647	False	101929646	official_exact	LINC02647
AC025428.1	AC025428.1	False		unresolved_or_ambiguous	
LINC01520	LINC01520	False	101929684	official_exact	LINC01520
GRID1-AS1	GRID1-AS1	False	100507470	official_exact	GRID1-AS1
GRID1	GRID1	False	2894	official_exact	GRID1
AC022028.2	AC022028.2	False		unresolved_or_ambiguous	
AL844892.2	AL844892.2	False		unresolved_or_ambiguous	
AL844892.1	AL844892.1	False		unresolved_or_ambiguous	
WAPL	WAPL	False	23063	official_exact	WAPL
AL731569.1	AL731569.1	False		unresolved_or_ambiguous	
OPN4	OPN4	False	94233	official_exact	OPN4
LDB3	LDB3	False	11155	official_exact	LDB3
AC067750.1	AC067750.1	False		unresolved_or_ambiguous	
BMPR1A	BMPR1A	False	657	official_exact	BMPR1A
MMRN2	MMRN2	False	79812	official_exact	MMRN2
SNCG	SNCG	False	6623	official_exact	SNCG
ADIRF-AS1	ADIRF-AS1	False	100133190	official_exact	ADIRF-AS1
ADIRF	ADIRF	False	10974	official_exact	ADIRF
AL136982.7	AL136982.7	False		unresolved_or_ambiguous	
AL136982.2	AL136982.2	False		unresolved_or_ambiguous	
FAM25A	FAM25A	False	643161	official_exact	FAM25A
GLUD1	GLUD1	False	2746	official_exact	GLUD1
SHLD2	SHLD2	False	54537	official_exact	SHLD2
AL136982.3	AL136982.3	False		unresolved_or_ambiguous	
NUTM2A-AS1	NUTM2A-AS1	False	728190	official_exact	NUTM2A-AS1
AL157893.2	AL157893.2	False		unresolved_or_ambiguous	
NUTM2A	NUTM2A	False	728118	official_exact	NUTM2A
LINC00863	LINC00863	False	439994	official_exact	LINC00863
NUTM2D	NUTM2D	False	728130	official_exact	NUTM2D
FAM245A	FAM245A	False	728218	official_exact	FAM245A
AL355334.2	AL355334.2	False		unresolved_or_ambiguous	
MINPP1	MINPP1	False	9562	official_exact	MINPP1
AL138767.2	AL138767.2	False		unresolved_or_ambiguous	
AL138767.3	AL138767.3	False		unresolved_or_ambiguous	
AL138767.1	AL138767.1	False		unresolved_or_ambiguous	
PAPSS2	PAPSS2	False	9060	official_exact	PAPSS2
ATAD1	ATAD1	False	84896	official_exact	ATAD1
KLLN	KLLN	False	100144748	official_exact	KLLN
PTEN	PTEN	False	5728	official_exact	PTEN
AC063965.2	AC063965.2	False		unresolved_or_ambiguous	
RNLS	RNLS	False	55328	official_exact	RNLS
LIPJ	LIPJ	False	142910	official_exact	LIPJ
LIPF	LIPF	False	8513	official_exact	LIPF
LIPK	LIPK	False	643414	official_exact	LIPK
LIPN	LIPN	False	643418	official_exact	LIPN
LIPM	LIPM	False	340654	official_exact	LIPM
ANKRD22	ANKRD22	False	118932	official_exact	ANKRD22
STAMBPL1	STAMBPL1	False	57559	official_exact	STAMBPL1
ACTA2-AS1	ACTA2-AS1	False	100132116	official_exact	ACTA2-AS1
ACTA2	ACTA2	False	59	official_exact	ACTA2
FAS	FAS	False	355	official_exact	FAS
CH25H	CH25H	False	9023	official_exact	CH25H
LIPA	LIPA	False	3988	official_exact	LIPA
IFIT2	IFIT2	False	3433	official_exact	IFIT2
AL353751.1	AL353751.1	False		unresolved_or_ambiguous	
IFIT3	IFIT3	False	3437	official_exact	IFIT3
IFIT1B	IFIT1B	False	439996	official_exact	IFIT1B
IFIT1	IFIT1	False	3434	official_exact	IFIT1
IFIT5	IFIT5	False	24138	official_exact	IFIT5
SLC16A12	SLC16A12	False	387700	official_exact	SLC16A12
SLC16A12-AS1	SLC16A12-AS1	False	101926906	official_exact	SLC16A12-AS1
PANK1	PANK1	False	53354	official_exact	PANK1
AL157400.2	AL157400.2	False		unresolved_or_ambiguous	
AL157400.1	AL157400.1	False		unresolved_or_ambiguous	
AL157400.3	AL157400.3	False		unresolved_or_ambiguous	
AL157400.4	AL157400.4	False		unresolved_or_ambiguous	
KIF20B	KIF20B	False	9585	official_exact	KIF20B
LINC00865	LINC00865	False	643529	official_exact	LINC00865
LINC01374	LINC01374	False	105378425	official_exact	LINC01374
LINC01375	LINC01375	False	101926924	official_exact	LINC01375
AL139340.1	AL139340.1	False		unresolved_or_ambiguous	
LINC02653	LINC02653	False	101926942	official_exact	LINC02653
AL391704.1	AL391704.1	False		unresolved_or_ambiguous	
AL391704.2	AL391704.2	False		unresolved_or_ambiguous	
AL390862.1	AL390862.1	False		unresolved_or_ambiguous	
HTR7	HTR7	False	3363	official_exact	HTR7
RPP30	RPP30	False	10556	official_exact	RPP30
ANKRD1	ANKRD1	False	27063	official_exact	ANKRD1
AL365434.1	AL365434.1	False		unresolved_or_ambiguous	
AL365434.2	AL365434.2	False		unresolved_or_ambiguous	
LINC00502	LINC00502	False	100874184	official_exact	LINC00502
AL731553.1	AL731553.1	False		unresolved_or_ambiguous	
PCGF5	PCGF5	False	84333	official_exact	PCGF5
HECTD2	HECTD2	False	143279	official_exact	HECTD2
PPP1R3C	PPP1R3C	False	5507	official_exact	PPP1R3C
TNKS2-AS1	TNKS2-AS1	False	100507633	unique_synonym	TNKS2-DT
TNKS2	TNKS2	False	80351	official_exact	TNKS2
FGFBP3	FGFBP3	False	143282	official_exact	FGFBP3
AL359198.1	AL359198.1	False		unresolved_or_ambiguous	
BTAF1	BTAF1	False	9044	official_exact	BTAF1
CPEB3	CPEB3	False	22849	official_exact	CPEB3
MARCH5	MARCH5	False	54708	unique_synonym	MARCHF5
AL161652.1	AL161652.1	False		unresolved_or_ambiguous	
IDE	IDE	False	3416	official_exact	IDE
KIF11	KIF11	False	3832	official_exact	KIF11
HHEX	HHEX	False	3087	official_exact	HHEX
EXOC6	EXOC6	False	54536	official_exact	EXOC6
AL358613.1	AL358613.1	False		unresolved_or_ambiguous	
CYP26C1	CYP26C1	False	340665	official_exact	CYP26C1
AL358613.2	AL358613.2	False		unresolved_or_ambiguous	
CYP26A1	CYP26A1	False	1592	official_exact	CYP26A1
MYOF	MYOF	False	26509	official_exact	MYOF
CEP55	CEP55	False	55165	official_exact	CEP55
FFAR4	FFAR4	False	338557	official_exact	FFAR4
RBP4	RBP4	False	5950	official_exact	RBP4
PDE6C	PDE6C	False	5146	official_exact	PDE6C
FRA10AC1	FRA10AC1	False	118924	official_exact	FRA10AC1
LGI1	LGI1	False	9211	official_exact	LGI1
AL157396.1	AL157396.1	False		unresolved_or_ambiguous	
AL358154.1	AL358154.1	False		unresolved_or_ambiguous	
SLC35G1	SLC35G1	False	159371	official_exact	SLC35G1
PLCE1	PLCE1	False	51196	official_exact	PLCE1
PLCE1-AS2	PLCE1-AS2	False	101927049	official_exact	PLCE1-AS2
AL139118.1	AL139118.1	False		unresolved_or_ambiguous	
AL389885.1	AL389885.1	False		unresolved_or_ambiguous	
PLCE1-AS1	PLCE1-AS1	False	100128054	official_exact	PLCE1-AS1
AL139124.1	AL139124.1	False		unresolved_or_ambiguous	
NOC3L	NOC3L	False	64318	official_exact	NOC3L
TBC1D12	TBC1D12	False	23232	official_exact	TBC1D12
HELLS	HELLS	False	3070	official_exact	HELLS
CYP2C18	CYP2C18	False	1562	official_exact	CYP2C18
CYP2C19	CYP2C19	False	1557	official_exact	CYP2C19
CYP2C9	CYP2C9	False	1559	official_exact	CYP2C9
CYP2C8	CYP2C8	False	1558	official_exact	CYP2C8
AL157834.1	AL157834.1	False		unresolved_or_ambiguous	
ACSM6	ACSM6	False	142827	official_exact	ACSM6
AL157834.2	AL157834.2	False		unresolved_or_ambiguous	
PDLIM1	PDLIM1	False	9124	official_exact	PDLIM1
SORBS1	SORBS1	False	10580	official_exact	SORBS1
ALDH18A1	ALDH18A1	False	5832	official_exact	ALDH18A1
TCTN3	TCTN3	False	26123	official_exact	TCTN3
ENTPD1	ENTPD1	False	953	official_exact	ENTPD1
ENTPD1-AS1	ENTPD1-AS1	False	728558	official_exact	ENTPD1-AS1
CC2D2B	CC2D2B	False	387707	official_exact	CC2D2B
CCNJ	CCNJ	False	54619	official_exact	CCNJ
AC021037.1	AC021037.1	False		unresolved_or_ambiguous	
ZNF518A	ZNF518A	False	9849	official_exact	ZNF518A
BLNK	BLNK	False	29760	official_exact	BLNK
AL136181.1	AL136181.1	False		unresolved_or_ambiguous	
DNTT	DNTT	False	1791	official_exact	DNTT
OPALIN	OPALIN	False	93377	official_exact	OPALIN
TLL2	TLL2	False	7093	official_exact	TLL2
TM9SF3	TM9SF3	False	56889	official_exact	TM9SF3
PIK3AP1	PIK3AP1	False	118788	official_exact	PIK3AP1
LCOR	LCOR	False	84458	official_exact	LCOR
SLIT1	SLIT1	False	6585	official_exact	SLIT1
SLIT1-AS1	SLIT1-AS1	False	100505540	official_exact	SLIT1-AS1
AL512424.1	AL512424.1	False		unresolved_or_ambiguous	
ARHGAP19	ARHGAP19	False	84986	official_exact	ARHGAP19
FRAT1	FRAT1	False	10023	official_exact	FRAT1
FRAT2	FRAT2	False	23401	official_exact	FRAT2
AL355490.1	AL355490.1	False		unresolved_or_ambiguous	
RRP12	RRP12	False	23223	official_exact	RRP12
AL355490.2	AL355490.2	False		unresolved_or_ambiguous	
PGAM1	PGAM1	False	5223	official_exact	PGAM1
EXOSC1	EXOSC1	False	51013	official_exact	EXOSC1
ZDHHC16	ZDHHC16	False	84287	official_exact	ZDHHC16
MMS19	MMS19	False	64210	official_exact	MMS19
UBTD1	UBTD1	False	80019	official_exact	UBTD1
ANKRD2	ANKRD2	False	26287	official_exact	ANKRD2
HOGA1	HOGA1	False	112817	official_exact	HOGA1
C10orf62	C10orf62	False	414157	official_exact	C10orf62
MORN4	MORN4	False	118812	official_exact	MORN4
PI4K2A	PI4K2A	False	55361	official_exact	PI4K2A
AVPI1	AVPI1	False	60370	official_exact	AVPI1
MARVELD1	MARVELD1	False	83742	official_exact	MARVELD1
ZFYVE27	ZFYVE27	False	118813	official_exact	ZFYVE27
SFRP5	SFRP5	False	6425	official_exact	SFRP5
LINC00866	LINC00866	False	100505561	unique_synonym	GOLGA7B-DT
GOLGA7B	GOLGA7B	False	401647	official_exact	GOLGA7B
CRTAC1	CRTAC1	False	55118	official_exact	CRTAC1
