module	source	participant_key	sample_key	timepoint	group	hierarchy	cross_source_link
M03_RNA	GSE148059	GSM4453240	GSM4453240	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453241	GSM4453241	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453242	GSM4453242	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453243	GSM4453243	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453244	GSM4453244	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453245	GSM4453245	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453246	GSM4453246	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453247	GSM4453247	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453248	GSM4453248	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453249	GSM4453249	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453250	GSM4453250	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453251	GSM4453251	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453252	GSM4453252	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453253	GSM4453253	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453254	GSM4453254	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453255	GSM4453255	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453256	GSM4453256	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453257	GSM4453257	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453258	GSM4453258	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453259	GSM4453259	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453260	GSM4453260	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453261	GSM4453261	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453262	GSM4453262	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453263	GSM4453263	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453264	GSM4453264	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453265	GSM4453265	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453266	GSM4453266	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453267	GSM4453267	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453268	GSM4453268	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453269	GSM4453269	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453270	GSM4453270	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453271	GSM4453271	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453272	GSM4453272	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453273	GSM4453273	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453274	GSM4453274	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453275	GSM4453275	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453276	GSM4453276	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453277	GSM4453277	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453278	GSM4453278	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453279	GSM4453279	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453280	GSM4453280	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453281	GSM4453281	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453282	GSM4453282	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453283	GSM4453283	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453284	GSM4453284	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453285	GSM4453285	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453286	GSM4453286	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453287	GSM4453287	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453288	GSM4453288	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453289	GSM4453289	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453290	GSM4453290	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453291	GSM4453291	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453292	GSM4453292	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453293	GSM4453293	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453294	GSM4453294	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453295	GSM4453295	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453296	GSM4453296	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453297	GSM4453297	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453298	GSM4453298	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453299	GSM4453299	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453300	GSM4453300	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453301	GSM4453301	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453302	GSM4453302	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453303	GSM4453303	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453304	GSM4453304	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453305	GSM4453305	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453306	GSM4453306	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453307	GSM4453307	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453308	GSM4453308	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453309	GSM4453309	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453310	GSM4453310	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RNA	GSE148059	GSM4453311	GSM4453311	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453312	GSM4453312	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453313	GSM4453313	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453314	GSM4453314	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453315	GSM4453315	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453316	GSM4453316	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453317	GSM4453317	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453318	GSM4453318	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453319	GSM4453319	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453320	GSM4453320	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453321	GSM4453321	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453322	GSM4453322	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453323	GSM4453323	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453324	GSM4453324	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453325	GSM4453325	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453326	GSM4453326	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453327	GSM4453327	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453328	GSM4453328	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453329	GSM4453329	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453330	GSM4453330	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453331	GSM4453331	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453332	GSM4453332	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453333	GSM4453333	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453334	GSM4453334	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453335	GSM4453335	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453336	GSM4453336	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453337	GSM4453337	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453338	GSM4453338	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453339	GSM4453339	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453340	GSM4453340	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453341	GSM4453341	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453342	GSM4453342	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453343	GSM4453343	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453344	GSM4453344	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453345	GSM4453345	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453346	GSM4453346	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453347	GSM4453347	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453348	GSM4453348	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453349	GSM4453349	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453350	GSM4453350	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453351	GSM4453351	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453352	GSM4453352	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453353	GSM4453353	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453354	GSM4453354	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453355	GSM4453355	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453356	GSM4453356	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453357	GSM4453357	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453358	GSM4453358	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453359	GSM4453359	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453360	GSM4453360	cross-sectional	Regenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453361	GSM4453361	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453362	GSM4453362	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453363	GSM4453363	cross-sectional	Degenerator	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M03_RRBS	GSE148060	GSM4453364	GSM4453364	cross-sectional	Intermediate	deposited sample	BLOCKED_NO_VERIFIED_RNA_RRBS_KEY
M05	GSE295206	sub-UTD-DN0003	GSM8943583	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-DN0003-DRG>section	NONE
M05	GSE295206	sub-UTD-DN0003	GSM8943584	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-DN0003-DRG>section	NONE
M05	GSE295206	sub-UTD-180714DHB	GSM8943585	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-180714DHB-DRGL4>section	NONE
M05	GSE295206	sub-UTD-180714DHB	GSM8943586	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-180714DHB-DRGL4>section	NONE
M05	GSE295206	sub-UTD-181030DHB	GSM8943587	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-181030DHB-1L4>section	NONE
M05	GSE295206	sub-UTD-181030DHB	GSM8943588	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-181030DHB-1L4>section	NONE
M05	GSE295206	sub-UTD-181030DHB	GSM8943589	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-181030DHB-2L4>section	NONE
M05	GSE295206	sub-UTD-181030DHB	GSM8943590	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-181030DHB-2L4>section	NONE
M05	GSE295206	sub-UTD-DN0134	GSM8943591	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-DN0134-DRGL3>section	NONE
M05	GSE295206	sub-UTD-DN0134	GSM8943592	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-DN0134-DRGL3>section	NONE
M05	GSE295206	sub-UTD-DN0134	GSM8943593	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-DN0134-DRGL3>section	NONE
M05	GSE295206	sub-UTD-DN0095	GSM8943594	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-DN0095-DRGL3>section	NONE
M05	GSE295206	sub-UTD-DN0095	GSM8943595	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-DN0095-DRGL3>section	NONE
M05	GSE295206	sub-UTD-DN0095	GSM8943596	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-DN0095-DRGL3>section	NONE
M05	GSE295206	sub-UTD-DN0106	GSM8943597	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-DN0106-DRGL>section	NONE
M05	GSE295206	sub-UTD-DN0106	GSM8943598	cross-sectional	diabetes history; DPN not asserted	donor>sam-UTD-DN0106-DRGL>section	NONE
