module	source	participant_key	sample_key	timepoint	group	hierarchy	cross_source_link
M02	GSE286347	GSM8724170	GSM8724170	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724171	GSM8724171	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724172	GSM8724172	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724173	GSM8724173	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724174	GSM8724174	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724175	GSM8724175	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724176	GSM8724176	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724177	GSM8724177	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724178	GSM8724178	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724179	GSM8724179	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724180	GSM8724180	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724181	GSM8724181	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724182	GSM8724182	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724183	GSM8724183	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724184	GSM8724184	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724185	GSM8724185	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724186	GSM8724186	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724187	GSM8724187	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724188	GSM8724188	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724189	GSM8724189	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724190	GSM8724190	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724191	GSM8724191	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724192	GSM8724192	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724193	GSM8724193	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724194	GSM8724194	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724195	GSM8724195	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724196	GSM8724196	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724197	GSM8724197	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724198	GSM8724198	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724199	GSM8724199	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724200	GSM8724200	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724201	GSM8724201	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724202	GSM8724202	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724203	GSM8724203	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724204	GSM8724204	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724205	GSM8724205	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724206	GSM8724206	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724207	GSM8724207	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724208	GSM8724208	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724209	GSM8724209	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724210	GSM8724210	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724211	GSM8724211	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724212	GSM8724212	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724213	GSM8724213	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724214	GSM8724214	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724215	GSM8724215	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724216	GSM8724216	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724217	GSM8724217	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724218	GSM8724218	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724219	GSM8724219	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724220	GSM8724220	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724221	GSM8724221	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724222	GSM8724222	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724223	GSM8724223	cross-sectional	control	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724224	GSM8724224	cross-sectional	painful diabetic neuropathy	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724225	GSM8724225	cross-sectional	painles diabetic neuropathy	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724226	GSM8724226	cross-sectional	painles diabetic neuropathy	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724227	GSM8724227	cross-sectional	painful diabetic neuropathy	public biospecimen; participant-level study record	NONE
M02	GSE286347	GSM8724228	GSM8724228	cross-sectional	painles diabetic neuropathy	public biospecimen; participant-level study record	NONE
