analysis_id	source	endpoint	program	block	original_effect	deleted_effect	eligible_before	eligible_after	rank_universe_same	remaining_up	remaining_down	reason
M01	GSE148059_C02	GSE148059_C02	P4	magenta	-0.0005137078967676	-0.0005463403721719	True	True	True	313	134	
M01	GSE148059_C02	GSE148059_C02	P4	pink	-0.0005137078967676	-0.0004858060202762	True	True	True	314	133	
M01	GSE148059_C02	GSE148059_C02	P4	red	-0.0005137078967676	-0.0003884367958058	True	True	True	312	128	
M01	GSE148059_C02	GSE148059_C02	P4	turquoise	-0.0005137078967676	-0.0005872963581603	True	True	True	283	131	
M01	GSE148059_C02	GSE148059_C02	P4	yellow	-0.0005137078967676	-0.000492756164894	True	True	True	303	122	
M01	GSE148059_C02	GSE148059_C02	P5	black	0.0012843018764615	0.0014581985957983	True	True	True	17	41	
M01	GSE148059_C02	GSE148059_C02	P5	blue	0.0012843018764615	0.0006829897717146	True	True	True	17	39	
M01	GSE148059_C02	GSE148059_C02	P5	brown	0.0012843018764615	0.0012647625833143	True	True	True	17	42	
M01	GSE148059_C02	GSE148059_C02	P5	pink	0.0012843018764615	0.0010723697066119	True	True	True	17	42	
M01	GSE148059_C02	GSE148059_C02	P5	red	0.0012843018764615	0.0010625234424103	True	True	True	17	42	
M01	GSE148059_C02	GSE148059_C02	P5	turquoise	0.0012843018764615	0.0020973545039268	True	True	True	17	40	
M01	GSE148059_C02	GSE148059_C02	P5	yellow	0.0012843018764615	0.0008743852808409	True	True	True	16	39	
M01	GSE148059_C02	GSE148059_C02	P10	black	-0.0006076377689057	-0.0005150034585278	True	True	True	219	116	
M01	GSE148059_C02	GSE148059_C02	P10	blue	-0.0006076377689057	-0.0009331137100297	True	True	True	208	98	
M01	GSE148059_C02	GSE148059_C02	P10	brown	-0.0006076377689057	-0.0003964878131821	True	True	True	210	104	
M01	GSE148059_C02	GSE148059_C02	P10	green	-0.0006076377689057	-0.000834130749891	True	True	True	211	115	
M01	GSE148059_C02	GSE148059_C02	P10	magenta	-0.0006076377689057	-0.0006534657680997	True	True	True	217	118	
M01	GSE148059_C02	GSE148059_C02	P10	pink	-0.0006076377689057	-0.0005769837978876	True	True	True	218	117	
M01	GSE148059_C02	GSE148059_C02	P10	red	-0.0006076377689057	-0.0004976516716194	True	True	True	217	112	
M01	GSE148059_C02	GSE148059_C02	P10	turquoise	-0.0006076377689057	-0.0006113457837943	True	True	True	195	115	
M01	GSE148059_C02	GSE148059_C02	P10	yellow	-0.0006076377689057	-0.0005374421986082	True	True	True	211	107	
M01	GSE24290_C01	GSE24290_C01	P8	black	-0.0071605111076229	-0.0071000188987277	True	True	True	1165	1451	
M01	GSE24290_C01	GSE24290_C01	P8	blue	-0.0071605111076229	-0.0072957356379344	True	True	True	1157	1385	
M01	GSE24290_C01	GSE24290_C01	P8	brown	-0.0071605111076229	-0.0072974867897405	True	True	True	1172	1342	
M01	GSE24290_C01	GSE24290_C01	P8	green	-0.0071605111076229	-0.0069521375620312	True	True	True	1207	1416	
M01	GSE24290_C01	GSE24290_C01	P8	magenta	-0.0071605111076229	-0.0070570748058429	True	True	True	1207	1456	
M01	GSE24290_C01	GSE24290_C01	P8	pink	-0.0071605111076229	-0.0067316491649677	True	True	True	1187	1453	
M01	GSE24290_C01	GSE24290_C01	P8	red	-0.0071605111076229	-0.0069736418363764	True	True	True	1213	1400	
M01	GSE24290_C01	GSE24290_C01	P8	turquoise	-0.0071605111076229	-0.0071877600909725	True	True	True	1096	1424	
M01	GSE24290_C01	GSE24290_C01	P8	yellow	-0.0071605111076229	-0.0055000885532012	True	True	True	1116	1412	
M01	GSE24290_C01	GSE24290_C01	P7	black	0.0005273554335506	0.0004624916413897	True	True	True	72	184	
M01	GSE24290_C01	GSE24290_C01	P7	blue	0.0005273554335506	-0.0007538920893575	True	True	True	67	179	
M01	GSE24290_C01	GSE24290_C01	P7	brown	0.0005273554335506	4.9598676762099576e-05	True	True	True	71	164	
M01	GSE24290_C01	GSE24290_C01	P7	green	0.0005273554335506	0.0012258712342242	True	True	True	72	174	
M01	GSE24290_C01	GSE24290_C01	P7	magenta	0.0005273554335506	0.0004451131629442	True	True	True	73	187	
M01	GSE24290_C01	GSE24290_C01	P7	pink	0.0005273554335506	0.0004685835629205	True	True	True	73	185	
M01	GSE24290_C01	GSE24290_C01	P7	red	0.0005273554335506	0.0002896077237689	True	True	True	70	182	
M01	GSE24290_C01	GSE24290_C01	P7	turquoise	0.0005273554335506	0.0013700859311404	True	True	True	65	166	
M01	GSE24290_C01	GSE24290_C01	P7	yellow	0.0005273554335506	0.0010550562897213	True	True	True	70	179	
M01	GSE24290_C01	GSE24290_C01	P6	black	-0.0043372729324156	-0.0036924439289525	True	True	True	37	74	
M01	GSE24290_C01	GSE24290_C01	P6	blue	-0.0043372729324156	-0.0040377223868765	True	True	True	36	72	
M01	GSE24290_C01	GSE24290_C01	P6	brown	-0.0043372729324156	-0.004219096883665	True	True	True	38	65	
M01	GSE24290_C01	GSE24290_C01	P6	green	-0.0043372729324156	-0.0039139705738239	True	True	True	40	71	
M01	GSE24290_C01	GSE24290_C01	P6	magenta	-0.0043372729324156	-0.004395790012166	True	True	True	39	75	
M01	GSE24290_C01	GSE24290_C01	P6	pink	-0.0043372729324156	-0.0042259757239554	True	True	True	38	75	
M01	GSE24290_C01	GSE24290_C01	P6	red	-0.0043372729324156	-0.0040887876860978	True	True	True	40	73	
M01	GSE24290_C01	GSE24290_C01	P6	turquoise	-0.0043372729324156	-0.0048556049925042	True	True	True	35	71	
M01	GSE24290_C01	GSE24290_C01	P6	yellow	-0.0043372729324156	-0.0037815383659744	True	True	True	37	73	
M01	GSE24290_C01	GSE24290_C01	P1	black	-0.0033353447737865	-0.0035192083962894	True	True	True	283	308	
M01	GSE24290_C01	GSE24290_C01	P1	blue	-0.0033353447737865	-0.0034264768229109	True	True	True	277	275	
M01	GSE24290_C01	GSE24290_C01	P1	brown	-0.0033353447737865	-0.0031588126026327	True	True	True	268	290	
M01	GSE24290_C01	GSE24290_C01	P1	green	-0.0033353447737865	-0.0048677275862094	True	True	True	261	315	
M01	GSE24290_C01	GSE24290_C01	P1	magenta	-0.0033353447737865	-0.0029102368074905	True	True	True	283	317	
M01	GSE24290_C01	GSE24290_C01	P1	pink	-0.0033353447737865	-0.0034302940585634	True	True	True	283	316	
M01	GSE24290_C01	GSE24290_C01	P1	red	-0.0033353447737865	-0.0034478081916229	True	True	True	278	310	
M01	GSE24290_C01	GSE24290_C01	P1	turquoise	-0.0033353447737865	-0.0028008168534729	True	True	True	236	298	
M01	GSE24290_C01	GSE24290_C01	P1	yellow	-0.0033353447737865	-0.0029751642249358	True	True	True	272	302	
M01	GSE24290_C01	GSE24290_C01	P2	black	-0.0070024354687841	-0.0069244379790216	True	True	True	1233	1554	
M01	GSE24290_C01	GSE24290_C01	P2	blue	-0.0070024354687841	-0.0071548322790547	True	True	True	1221	1486	
M01	GSE24290_C01	GSE24290_C01	P2	brown	-0.0070024354687841	-0.0071303856703546	True	True	True	1241	1435	
M01	GSE24290_C01	GSE24290_C01	P2	green	-0.0070024354687841	-0.0067892562620153	True	True	True	1278	1516	
M01	GSE24290_C01	GSE24290_C01	P2	magenta	-0.0070024354687841	-0.0069064691287725	True	True	True	1277	1560	
M01	GSE24290_C01	GSE24290_C01	P2	pink	-0.0070024354687841	-0.0065924780895949	True	True	True	1256	1557	
M01	GSE24290_C01	GSE24290_C01	P2	red	-0.0070024354687841	-0.0068074985174749	True	True	True	1283	1500	
M01	GSE24290_C01	GSE24290_C01	P2	turquoise	-0.0070024354687841	-0.0070406266575697	True	True	True	1159	1524	
M01	GSE24290_C01	GSE24290_C01	P2	yellow	-0.0070024354687841	-0.0053120524163772	True	True	True	1179	1514	
M01	GSE24290_C01	GSE24290_C01	P3	black	-0.0004992705645949	-0.0003084037868349	True	True	True	116	275	
M01	GSE24290_C01	GSE24290_C01	P3	blue	-0.0004992705645949	-0.0010760188295591	True	True	True	110	267	
M01	GSE24290_C01	GSE24290_C01	P3	brown	-0.0004992705645949	-0.0006835401428192	True	True	True	115	246	
M01	GSE24290_C01	GSE24290_C01	P3	green	-0.0004992705645949	8.649915711504371e-05	True	True	True	119	262	
M01	GSE24290_C01	GSE24290_C01	P3	magenta	-0.0004992705645949	-0.0005654367218494	True	True	True	119	279	
M01	GSE24290_C01	GSE24290_C01	P3	pink	-0.0004992705645949	-0.0004882202305567	True	True	True	118	277	
M01	GSE24290_C01	GSE24290_C01	P3	red	-0.0004992705645949	-0.0008080652714989	True	True	True	115	272	
M01	GSE24290_C01	GSE24290_C01	P3	turquoise	-0.0004992705645949	-0.0001868271341237	True	True	True	107	253	
M01	GSE24290_C01	GSE24290_C01	P3	yellow	-0.0004992705645949	-0.0004527218559517	True	True	True	114	264	
M01	GSE24290_C01	GSE24290_C01	P4	black	-0.0048782004248135	-0.0050157323223342	True	True	True	304	129	
M01	GSE24290_C01	GSE24290_C01	P4	blue	-0.0048782004248135	-0.0047256706394842	True	True	True	289	109	
M01	GSE24290_C01	GSE24290_C01	P4	brown	-0.0048782004248135	-0.0040739735530539	True	True	True	292	116	
M01	GSE24290_C01	GSE24290_C01	P4	green	-0.0048782004248135	-0.00557026873108	True	True	True	293	128	
M01	GSE24290_C01	GSE24290_C01	P4	magenta	-0.0048782004248135	-0.0048074796107667	True	True	True	301	131	
M01	GSE24290_C01	GSE24290_C01	P4	pink	-0.0048782004248135	-0.004968414223463	True	True	True	302	130	
M01	GSE24290_C01	GSE24290_C01	P4	red	-0.0048782004248135	-0.0046553222289329	True	True	True	300	125	
M01	GSE24290_C01	GSE24290_C01	P4	turquoise	-0.0048782004248135	-0.0041064802649508	True	True	True	272	128	
M01	GSE24290_C01	GSE24290_C01	P4	yellow	-0.0048782004248135	-0.0053618148708969	True	True	True	293	119	
M01	GSE24290_C01	GSE24290_C01	P5	black	0.0049169598261659	0.0040615278606082	True	True	True	14	40	
M01	GSE24290_C01	GSE24290_C01	P5	blue	0.0049169598261659	0.0070445369368493	True	True	True	14	38	
M01	GSE24290_C01	GSE24290_C01	P5	brown	0.0049169598261659	0.0055852387811104	True	True	True	14	41	
M01	GSE24290_C01	GSE24290_C01	P5	pink	0.0049169598261659	0.0050280047358057	True	True	True	14	41	
M01	GSE24290_C01	GSE24290_C01	P5	red	0.0049169598261659	0.0054852861734447	True	True	True	14	41	
M01	GSE24290_C01	GSE24290_C01	P5	turquoise	0.0049169598261659	0.0039270809720166	True	True	True	14	39	
M01	GSE24290_C01	GSE24290_C01	P5	yellow	0.0049169598261659	0.0064786851236256	True	True	True	13	38	
M01	GSE24290_C01	GSE24290_C01	P10	black	-0.0054970608803075	-0.0056547929073698	True	True	True	211	116	
M01	GSE24290_C01	GSE24290_C01	P10	blue	-0.0054970608803075	-0.0052421878432067	True	True	True	200	98	
M01	GSE24290_C01	GSE24290_C01	P10	brown	-0.0054970608803075	-0.004557595224559	True	True	True	202	104	
M01	GSE24290_C01	GSE24290_C01	P10	green	-0.0054970608803075	-0.006365709652532	True	True	True	203	115	
M01	GSE24290_C01	GSE24290_C01	P10	magenta	-0.0054970608803075	-0.0054703775761385	True	True	True	209	118	
M01	GSE24290_C01	GSE24290_C01	P10	pink	-0.0054970608803075	-0.0056068505836543	True	True	True	210	117	
M01	GSE24290_C01	GSE24290_C01	P10	red	-0.0054970608803075	-0.0052282654159899	True	True	True	209	112	
M01	GSE24290_C01	GSE24290_C01	P10	turquoise	-0.0054970608803075	-0.0046886542052085	True	True	True	187	115	
M01	GSE24290_C01	GSE24290_C01	P10	yellow	-0.0054970608803075	-0.0061154131509188	True	True	True	205	107	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P8	black	-0.0368927498444749	-0.036693321278216	True	True	True	1236	1572	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P8	blue	-0.0368927498444749	-0.0374255509384884	True	True	True	1229	1502	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P8	brown	-0.0368927498444749	-0.0351978756273635	True	True	True	1244	1458	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P8	green	-0.0368927498444749	-0.0371910263552076	True	True	True	1282	1532	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P8	magenta	-0.0368927498444749	-0.0362372392323482	True	True	True	1282	1577	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P8	pink	-0.0368927498444749	-0.0359196053666852	True	True	True	1260	1574	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P8	red	-0.0368927498444749	-0.0372675165346989	True	True	True	1288	1517	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P8	turquoise	-0.0368927498444749	-0.0338051143963907	True	True	True	1170	1542	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P8	yellow	-0.0368927498444749	-0.034596401086572	True	True	True	1188	1529	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P7	black	0.0267471692281034	0.0286583821506323	True	True	True	79	186	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P7	blue	0.0267471692281034	0.029324029213199	True	True	True	74	181	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P7	brown	0.0267471692281034	0.0344115182958587	True	True	True	78	166	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P7	green	0.0267471692281034	0.0253787864072568	True	True	True	79	176	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P7	magenta	0.0267471692281034	0.0263121395789889	True	True	True	80	189	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P7	pink	0.0267471692281034	0.0273008192844988	True	True	True	80	187	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P7	red	0.0267471692281034	0.0239242912667095	True	True	True	77	184	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P7	turquoise	0.0267471692281034	0.0286126332638122	True	True	True	72	167	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P7	yellow	0.0267471692281034	0.0268605707410023	True	True	True	77	181	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P6	black	0.0098280128728479	0.012800422658271	True	True	True	44	77	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P6	blue	0.0098280128728479	0.0082233090025624	True	True	True	42	75	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P6	brown	0.0098280128728479	0.014116559922458	True	True	True	45	68	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P6	green	0.0098280128728479	0.0078943381809566	True	True	True	47	74	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P6	magenta	0.0098280128728479	0.0106690718509376	True	True	True	46	78	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P6	pink	0.0098280128728479	0.0121047924644264	True	True	True	45	78	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P6	red	0.0098280128728479	0.0099548425059683	True	True	True	47	76	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P6	turquoise	0.0098280128728479	0.021984830292314	True	True	True	41	73	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P6	yellow	0.0098280128728479	0.0009062345842336	True	True	True	44	76	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P1	black	-0.0504969177382452	-0.0527714482425927	True	True	True	299	319	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P1	blue	-0.0504969177382452	-0.0488506656605439	True	True	True	293	286	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P1	brown	-0.0504969177382452	-0.0385909648879017	True	True	True	284	299	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P1	green	-0.0504969177382452	-0.0495379223786082	True	True	True	276	326	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P1	magenta	-0.0504969177382452	-0.0498533418124326	True	True	True	299	328	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P1	pink	-0.0504969177382452	-0.0506803399244656	True	True	True	299	327	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P1	red	-0.0504969177382452	-0.0488505569592704	True	True	True	294	321	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P1	turquoise	-0.0504969177382452	-0.0474247633725761	True	True	True	249	308	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P1	yellow	-0.0504969177382452	-0.0511578314071429	True	True	True	287	313	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P2	black	-0.0355009321050886	-0.0352527193189144	True	True	True	1315	1679	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P2	blue	-0.0355009321050886	-0.0360287386660367	True	True	True	1303	1607	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P2	brown	-0.0355009321050886	-0.0338203727324909	True	True	True	1324	1554	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P2	green	-0.0355009321050886	-0.0358738703382195	True	True	True	1364	1636	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P2	magenta	-0.0355009321050886	-0.0348679797186576	True	True	True	1363	1685	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P2	pink	-0.0355009321050886	-0.034559121859547	True	True	True	1339	1682	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P2	red	-0.0355009321050886	-0.0358152571551144	True	True	True	1369	1621	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P2	turquoise	-0.0355009321050886	-0.0322633192581642	True	True	True	1243	1645	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P2	yellow	-0.0355009321050886	-0.0335159329323234	True	True	True	1262	1635	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P3	black	0.0254459559081847	0.0276131700326454	True	True	True	129	284	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P3	blue	0.0254459559081847	0.0254686441333309	True	True	True	122	276	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P3	brown	0.0254459559081847	0.031491070000671	True	True	True	128	255	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P3	green	0.0254459559081847	0.0240348710669893	True	True	True	132	271	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P3	magenta	0.0254459559081847	0.0253953333837791	True	True	True	132	288	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P3	pink	0.0254459559081847	0.0265905815060065	True	True	True	131	285	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P3	red	0.0254459559081847	0.0241087110519177	True	True	True	128	281	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P3	turquoise	0.0254459559081847	0.0303248816019735	True	True	True	119	260	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P3	yellow	0.0254459559081847	0.0219001436635523	True	True	True	127	273	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P4	black	-0.0163320793528477	-0.0150913075674303	True	True	True	319	131	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P4	blue	-0.0163320793528477	-0.0192610524196483	True	True	True	304	111	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P4	brown	-0.0163320793528477	-0.0137212137751239	True	True	True	307	117	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P4	green	-0.0163320793528477	-0.0140974218850732	True	True	True	308	130	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P4	magenta	-0.0163320793528477	-0.0160346155777851	True	True	True	316	133	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P4	pink	-0.0163320793528477	-0.0167542492969463	True	True	True	317	132	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P4	red	-0.0163320793528477	-0.0177481305852894	True	True	True	315	127	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P4	turquoise	-0.0163320793528477	-0.0158292370724712	True	True	True	286	130	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P4	yellow	-0.0163320793528477	-0.0204428439763214	True	True	True	306	121	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P5	black	0.0067523960673221	-0.0001907649789069	True	True	True	17	41	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P5	blue	0.0067523960673221	0.0102040913658568	True	True	True	17	39	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P5	brown	0.0067523960673221	0.0106126048805028	True	True	True	17	42	
