program	celltype	contrast	minimum_nuclei	n_case_new	n_control_new	status_new	reason_new	p_new	effect_new	ci_low_new	ci_high_new	rank_new	columns_new	residual_df_new	q_new	n_case_old	n_control_old	status_old	reason_old	p_old	effect_old	ci_low_old	ci_high_old	rank_old	columns_old	residual_df_old	q_old
late_allcell_residual	Macrophage	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_allcell_residual	Mast	CIDP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_allcell_residual	Mast	CIAP_minus_CTRL	30	7	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									7	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_allcell_residual	Mast	VN_minus_CTRL	30	0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_allcell_residual	Mural	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_allcell_residual	Mural	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9808039882295344	-0.0003806740681359	-0.0313897293685062	0.0306283812322342	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.947360378264573	0.0010562485602089	-0.0303001450287469	0.0324126421491649	6.0	6.0	9.0	0.992439062865758
late_allcell_residual	Mural	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_allcell_residual	Perineurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_allcell_residual	Perineurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.5881162812753746	-0.0078440624014023	-0.0362321606021057	0.0205440357993011	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.4871975178634433	-0.0100493965800494	-0.0383988761151207	0.0183000829550218	6.0	6.0	9.0	0.992439062865758
late_allcell_residual	Perineurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_allcell_residual	Schwann	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_allcell_residual	Schwann	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9884008566588222	-0.0002656819903218	-0.0360843189589623	0.0355529549783186	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9168741090226364	-0.001920119626405	-0.0379773362401912	0.034137096987381	6.0	6.0	9.0	0.992439062865758
late_allcell_residual	Schwann	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_allcell_residual	Vascular_endothelial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_allcell_residual	Vascular_endothelial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6749289501555742	0.007543075371048	-0.0277082440217817	0.0427943947638778	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6165977007651314	0.008432917416384	-0.0245787422633138	0.041444577096082	6.0	6.0	9.0	0.992439062865758
late_allcell_residual	Vascular_endothelial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_neuron_residual	Adipocyte	CIDP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_neuron_residual	Adipocyte	CIAP_minus_CTRL	30	10	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									10	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_neuron_residual	Adipocyte	VN_minus_CTRL	30	2	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									2	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_neuron_residual	Endoneurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_neuron_residual	Endoneurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9899111705497884	-0.0006619719324309	-0.1032685902921631	0.1019446464273012	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.469752512546156	0.0213234478049449	-0.0364912465763813	0.0791381421862711	6.0	6.0	9.0	0.992439062865758
late_neuron_residual	Endoneurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_neuron_residual	Epineurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_neuron_residual	Epineurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9824323274868833	-0.0011862763774964	-0.1067767440626355	0.1044041913076425	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8237558387880647	0.0076157777136957	-0.0594049526003552	0.0746365080277468	6.0	6.0	9.0	0.992439062865758
late_neuron_residual	Epineurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_neuron_residual	Granulocyte	CIDP_minus_CTRL	30	0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_neuron_residual	Granulocyte	CIAP_minus_CTRL	30	2	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									2	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_neuron_residual	Granulocyte	VN_minus_CTRL	30	0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_neuron_residual	Lymphatic_endothelial	CIDP_minus_CTRL	30	4	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									4	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_neuron_residual	Lymphatic_endothelial	CIAP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_neuron_residual	Lymphatic_endothelial	VN_minus_CTRL	30	0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_neuron_residual	Lymphoid	CIDP_minus_CTRL	30	8	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	6.0		8	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	6.0	
late_neuron_residual	Lymphoid	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9618867518161536	0.0029663567627437	-0.1186999461552656	0.1246326596807531	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9023000462098226	-0.0053439643857991	-0.0906672764291633	0.0799793476575651	6.0	6.0	9.0	0.992439062865758
late_neuron_residual	Lymphoid	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_neuron_residual	Macrophage	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_neuron_residual	Macrophage	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9923133583253926	-0.0004481654045012	-0.0916247095370119	0.0907283787280094	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8745046872791999	-0.0053096114210499	-0.0711998107938288	0.060580587951729	6.0	6.0	9.0	0.992439062865758
late_neuron_residual	Macrophage	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_neuron_residual	Mast	CIDP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_neuron_residual	Mast	CIAP_minus_CTRL	30	7	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									7	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_neuron_residual	Mast	VN_minus_CTRL	30	0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_neuron_residual	Mural	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_neuron_residual	Mural	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8383801960484949	0.0082333477533689	-0.0708831618084075	0.0873498573151454	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.928044223193648	0.0025198550504469	-0.0521701644940048	0.0572098745948987	6.0	6.0	9.0	0.992439062865758
late_neuron_residual	Mural	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_neuron_residual	Perineurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_neuron_residual	Perineurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9932904244340328	-0.0003393830702197	-0.0794396883523163	0.0787609222118768	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8809656451914183	-0.0053850984494906	-0.075868819883439	0.0650986229844577	6.0	6.0	9.0	0.992439062865758
late_neuron_residual	Perineurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_neuron_residual	Schwann	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_neuron_residual	Schwann	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.920606748028894	-0.004721663628686	-0.0975714770016786	0.0881281497443065	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6941818677623504	-0.0135694150989722	-0.0812105385789428	0.0540717083809984	6.0	6.0	9.0	0.992439062865758
late_neuron_residual	Schwann	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_neuron_residual	Vascular_endothelial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_neuron_residual	Vascular_endothelial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6815637241092561	0.0130174567169579	-0.0491611128235664	0.0751960262574822	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.3398616788498677	0.0157462903817019	-0.0165891183783768	0.0480816991417806	6.0	6.0	9.0	0.992439062865758
late_neuron_residual	Vascular_endothelial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_shared_concordant_neuronal_core	Adipocyte	CIDP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_shared_concordant_neuronal_core	Adipocyte	CIAP_minus_CTRL	30	10	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									10	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_shared_concordant_neuronal_core	Adipocyte	VN_minus_CTRL	30	2	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									2	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_shared_concordant_neuronal_core	Endoneurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_shared_concordant_neuronal_core	Endoneurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6500166356472521	-0.0118014741765818	-0.0627789310088035	0.0391759826556397	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.2470874513898289	-0.0270140667785999	-0.0727581371149173	0.0187300035577174	6.0	6.0	9.0	0.992439062865758
late_shared_concordant_neuronal_core	Endoneurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_shared_concordant_neuronal_core	Epineurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_shared_concordant_neuronal_core	Epineurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.0032813375652433	-0.031859889119793	-0.0530988895535032	-0.0106208886860827	6.0	6.0	9.0	0.2362563046975193	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.0679210694058705	-0.0176594553138947	-0.0366193705315476	0.0013004599037582	6.0	6.0	9.0	0.992439062865758
late_shared_concordant_neuronal_core	Epineurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_shared_concordant_neuronal_core	Granulocyte	CIDP_minus_CTRL	30	0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_shared_concordant_neuronal_core	Granulocyte	CIAP_minus_CTRL	30	2	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									2	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_shared_concordant_neuronal_core	Granulocyte	VN_minus_CTRL	30	0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_shared_concordant_neuronal_core	Lymphatic_endothelial	CIDP_minus_CTRL	30	4	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									4	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_shared_concordant_neuronal_core	Lymphatic_endothelial	CIAP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_shared_concordant_neuronal_core	Lymphatic_endothelial	VN_minus_CTRL	30	0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_shared_concordant_neuronal_core	Lymphoid	CIDP_minus_CTRL	30	8	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	6.0		8	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	6.0	
late_shared_concordant_neuronal_core	Lymphoid	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8633737420978836	-0.0081967556569621	-0.1015558894042984	0.0851623780903741	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6758150868938664	0.0137574432280719	-0.0507220997414017	0.0782369861975457	6.0	6.0	9.0	0.992439062865758
late_shared_concordant_neuronal_core	Lymphoid	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_shared_concordant_neuronal_core	Macrophage	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_shared_concordant_neuronal_core	Macrophage	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.4923596354246463	0.0476081435416662	-0.0883015496923491	0.1835178367756817	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.3501996365874148	0.04820467286188	-0.0529291391246784	0.1493384848484384	6.0	6.0	9.0	0.992439062865758
late_shared_concordant_neuronal_core	Macrophage	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_shared_concordant_neuronal_core	Mast	CIDP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_shared_concordant_neuronal_core	Mast	CIAP_minus_CTRL	30	7	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									7	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_shared_concordant_neuronal_core	Mast	VN_minus_CTRL	30	0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
late_shared_concordant_neuronal_core	Mural	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_shared_concordant_neuronal_core	Mural	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.4422749291618751	0.0141752146759745	-0.0219836264076217	0.0503340557595709	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.5028028706139035	0.0116359267968034	-0.0223984989281613	0.0456703525217681	6.0	6.0	9.0	0.992439062865758
late_shared_concordant_neuronal_core	Mural	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_shared_concordant_neuronal_core	Perineurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_shared_concordant_neuronal_core	Perineurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.2227403289039912	-0.0419765715137728	-0.1094532739554786	0.0255001309279329	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.3118405673656592	-0.0220802445298555	-0.0648703122266184	0.0207098231669073	6.0	6.0	9.0	0.992439062865758
late_shared_concordant_neuronal_core	Perineurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_shared_concordant_neuronal_core	Schwann	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_shared_concordant_neuronal_core	Schwann	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.3649585041933677	0.0399602410183844	-0.0464904575348156	0.1264109395715844	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.4328097648655777	0.0264739712439811	-0.0396766127276974	0.0926245552156597	6.0	6.0	9.0	0.992439062865758
late_shared_concordant_neuronal_core	Schwann	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
late_shared_concordant_neuronal_core	Vascular_endothelial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
late_shared_concordant_neuronal_core	Vascular_endothelial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.835449615261801	-0.0056884822188328	-0.0593634233179244	0.0479864588802588	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9750478499018752	-0.0006819648886654	-0.0434157523450381	0.0420518225677073	6.0	6.0	9.0	0.992439062865758
late_shared_concordant_neuronal_core	Vascular_endothelial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_early_allcell	Adipocyte	CIDP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_early_allcell	Adipocyte	CIAP_minus_CTRL	30	10	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									10	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_early_allcell	Adipocyte	VN_minus_CTRL	30	2	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									2	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
