resource	module_id	sample_id	U_old	D_old	S_old	U_corrected	D_corrected	S_corrected	delta_U_corrected_minus_old	delta_D_corrected_minus_old	delta_S_corrected_minus_old
GSE143979	late_neuron_residual	MB07 MG	0.4769336428888559	0.6386580318822808	-0.1617243889934248	0.6792254164673249	0.7600076951673563	-0.0807822787000314	0.202291773578469	0.12134966328507557	0.0809421102933934
GSE143979	late_neuron_residual	MB09 AH	0.476223730945686	0.626244635193133	-0.1500209042474469	0.6712483895880031	0.7510006027139751	-0.07975221312597192	0.19502465864231716	0.12475596752084206	0.07026869112147499
GSE143979	late_neuron_residual	MB09 MG	0.4661994043214444	0.6361618638871858	-0.1699624595657413	0.6577431027778824	0.7526260314612245	-0.09488292868334214	0.19154369845643798	0.11646416757403877	0.07507953088239916
GSE143979	late_neuron_residual	MB10 AH	0.4727851672339795	0.6624747087676273	-0.1896895415336477	0.6778280088946705	0.7789718859507081	-0.10114387705603756	0.20504284166069103	0.11649717718308084	0.08854566447761014
GSE143979	late_neuron_residual	MB10 MG	0.4575347787479651	0.6377107602697731	-0.180175981521808	0.6531795221891927	0.7450347095159864	-0.09185518732679365	0.19564474344122762	0.10732394924621325	0.08832079419501435
GSE143979	late_neuron_residual	MB11 AH	0.4649414496078141	0.6508484058859595	-0.1859069562781453	0.6671766677955229	0.7675778032230398	-0.10040113542751694	0.2022352181877088	0.11672939733708032	0.08550582085062836
GSE143979	late_neuron_residual	MB12 AH	0.4784898993636229	0.6542305334150827	-0.1757406340514598	0.6819888744944784	0.7712017856620453	-0.08921291116756691	0.20349897513085552	0.11697125224696259	0.08652772288389288
GSE143979	late_neuron_residual	MB12 MG	0.4689604299245226	0.6475199264255058	-0.1785594965009831	0.6569154988379949	0.7626098182328932	-0.10569431939489826	0.18795506891347236	0.11508989180738738	0.07286517710608484
GSE143979	late_neuron_residual	MB14 MG	0.4468398512653544	0.6340933476394849	-0.1872534963741304	0.6483234244839963	0.7452152841968328	-0.09689185971283654	0.20148357321864185	0.11112193655734792	0.09036163666129388
GSE143979	late_shared_concordant_neuronal_core	MB01 AH	0.5530592484036428	0.4154867979100579	0.1375724504935849	0.6806073321304145	0.6099377420999318	0.07066959003048268	0.12754808372677162	0.1944509441898739	-0.06690286046310223
GSE143979	late_shared_concordant_neuronal_core	MB01 MG	0.547403302627447	0.4227467811158799	0.124656521511567	0.6730525624439677	0.6177015202140316	0.05535104222993614	0.12564925981652075	0.1949547390981517	-0.06930547928163086
GSE143979	late_shared_concordant_neuronal_core	MB02 AH	0.5411029257824767	0.4170923524289358	0.1240105733535408	0.6616755467038891	0.6098013415447795	0.051874205159109565	0.12057262092141241	0.19270898911584372	-0.07213636819443124
GSE143979	late_shared_concordant_neuronal_core	MB02 MG	0.5466999895320842	0.425013217640107	0.1216867718919771	0.6725950844880219	0.6145068290916519	0.05808825539636997	0.12589509495593765	0.18949361145154486	-0.06359851649560713
GSE143979	late_shared_concordant_neuronal_core	MB05 AH	0.5188422485083221	0.424019950861479	0.094822297646843	0.6473235057138642	0.597667439971597	0.04965606574226722	0.12848125720554215	0.17364748911011801	-0.045166231904575777
GSE143979	late_shared_concordant_neuronal_core	MB05 MG	0.5380672301894693	0.4158094638303166	0.1222577663591527	0.6533079557189709	0.5864699934253607	0.06683796229361028	0.1152407255295016	0.17066052959504407	-0.05541980406554242
GSE143979	late_shared_concordant_neuronal_core	MB07 MG	0.5715678320946299	0.4279230422342476	0.1436447898603823	0.6990706459446884	0.6177738102975566	0.08129683564713175	0.12750281385005846	0.18985076806330903	-0.06234795421325054
GSE143979	late_shared_concordant_neuronal_core	MB09 AH	0.5741684549356223	0.401141770852771	0.1730266840828512	0.6876248311941806	0.5954932107010548	0.09213162049312584	0.11345637625855831	0.1943514398482838	-0.08089506358972537
GSE143979	late_shared_concordant_neuronal_core	MB09 MG	0.5628500209358318	0.4175238695030167	0.145326151432815	0.6871152220293012	0.6013022826422889	0.08581293938701229	0.12426520109346939	0.18377841313927223	-0.059513212045802705
GSE143979	late_shared_concordant_neuronal_core	MB10 AH	0.5752741285460065	0.4568599552155252	0.1184141733304812	0.7061023303714297	0.64664209245968	0.0594602379117497	0.1308282018254232	0.18978213724415477	-0.05895393541873149
GSE143979	late_shared_concordant_neuronal_core	MB10 MG	0.5404094263582121	0.433808779623064	0.106600646735148	0.6666758871526005	0.6040274198276445	0.06264846732495599	0.1262664607943884	0.1702186402045805	-0.04395217941019201
GSE143979	late_shared_concordant_neuronal_core	MB11 AH	0.5436937349523709	0.4433740747651925	0.1003196601871784	0.6739012017839512	0.6244196344288263	0.04948156735512488	0.13020746683158024	0.18104555966363378	-0.050838092832053525
GSE143979	late_shared_concordant_neuronal_core	MB12 AH	0.543837668795143	0.4235592772283386	0.1202783915668043	0.6735891237984998	0.6116052775740245	0.06198384622447528	0.12975145500335683	0.18804600034568592	-0.058294545342329016
GSE143979	late_shared_concordant_neuronal_core	MB12 MG	0.563975321888412	0.4416013559743732	0.1223739659140388	0.6818226631033034	0.6164845266060666	0.06533813649723685	0.11784734121489138	0.17488317063169334	-0.05703582941680195
GSE143979	late_shared_concordant_neuronal_core	MB14 MG	0.5407430911755469	0.4295499782297692	0.1111931129457776	0.6605116376717848	0.6026930377354236	0.05781859993636118	0.11976854649623792	0.1731430595056544	-0.053374513009416424
GSE143979	original_early_allcell	MB01 AH	0.5571383436068784	0.5283243616789117	0.0288139819279666	0.7198098678216305	0.7147965133900139	0.005013354431616546	0.16267152421475206	0.1864721517111022	-0.023800627496350053
GSE143979	original_early_allcell	MB01 MG	0.5502599590978484	0.5359623917945734	0.014297567303275	0.7117816265336062	0.7183278384080949	-0.006546211874488672	0.1615216674357578	0.1823654466135215	-0.02084377917776367
GSE143979	original_early_allcell	MB02 AH	0.5596339689489299	0.5274923619698844	0.0321416069790455	0.7155176859734794	0.7077077069284635	0.007809979045015902	0.1558837170245495	0.18021534495857916	-0.024331627934029598
GSE143979	original_early_allcell	MB02 MG	0.5734438459544315	0.5219644513348367	0.0514793946195948	0.7253078897921453	0.7104495645993126	0.0148583251928327	0.1518640438377138	0.18848511326447592	-0.0366210694267621
GSE143979	original_early_allcell	MB05 AH	0.5908137583892618	0.493409357496181	0.0974044008930807	0.7285211413593611	0.6830771768166053	0.04544396454275579	0.13770738297009932	0.1896678193204243	-0.05196043635032491
GSE143979	original_early_allcell	MB05 MG	0.5919906853990841	0.4896653588055575	0.1023253265935265	0.7305817549378265	0.6857266566358851	0.044855098301941454	0.13859106953874245	0.19606129783032755	-0.057470228291585046
GSE143979	original_early_allcell	MB07 MG	0.5608288986663594	0.5481809667563833	0.0126479319099761	0.7211395279043786	0.7225566681031941	-0.0014171401988154475	0.1603106292380192	0.1743757013468108	-0.014065072108791548
GSE143979	original_early_allcell	MB09 AH	0.5395226942132098	0.552824025241871	-0.0133013310286612	0.70365259894389	0.7248188356155852	-0.02116623667169526	0.16412990473068023	0.17199481037371422	-0.00786490564303406
GSE143979	original_early_allcell	MB09 MG	0.5661180941613619	0.5346865452462356	0.0314315489151263	0.7172617271940654	0.7121032319377428	0.005158495256322615	0.1511436330327035	0.17741668669150723	-0.026273053658803683
GSE143979	original_early_allcell	MB10 AH	0.6009569339228621	0.5378696261002401	0.0630873078226219	0.7576507420939214	0.7241894206808476	0.033461321413073786	0.15669380817105927	0.18631979458060743	-0.02962598640954811
GSE143979	original_early_allcell	MB10 MG	0.5853229325690584	0.502408480032007	0.0829144525370514	0.7272767619934295	0.695330268464568	0.031946493528861475	0.14195382942437107	0.19292178843256103	-0.05096795900818993
GSE143979	original_early_allcell	MB11 AH	0.5954958125702106	0.5131307057903542	0.0823651067798563	0.7445782419116185	0.7060562711898185	0.03852197072179997	0.14908242934140792	0.19292556539946426	-0.04384313605805633
GSE143979	original_early_allcell	MB12 AH	0.5896701363885128	0.5289818915036008	0.060688244884912	0.7399414540575698	0.7156476351685179	0.02429381888905191	0.150271317669057	0.18666574366491717	-0.03639442599586009
GSE143979	original_early_allcell	MB12 MG	0.5838588623729009	0.5155670328071579	0.0682918295657429	0.7295451841170227	0.7055175733812286	0.02402761073579418	0.14568632174412188	0.18995054057407068	-0.044264218829948715
GSE143979	original_early_allcell	MB14 MG	0.5735842670737679	0.4983172464901433	0.0752670205836245	0.716689649763669	0.6885874637650472	0.028102185998621798	0.14310538268990114	0.1902702172749039	-0.0471648345850027
GSE143979	original_late_allcell	MB01 AH	0.5410460520544652	0.4207175245458287	0.1203285275086364	0.7056455771025051	0.6124419010477502	0.09320367605475488	0.16459952504803987	0.19172437650192148	-0.02712485145388152
GSE143979	original_late_allcell	MB01 MG	0.5423213612720237	0.421466877161289	0.1208544841107346	0.7060095365111506	0.6122906975899599	0.0937188389211907	0.16368817523912693	0.1908238204286709	-0.027135645189543894
GSE143979	original_late_allcell	MB02 AH	0.5348850526165312	0.4250496227932805	0.1098354298232506	0.697423284323521	0.6095599357521747	0.08786334857134626	0.16253823170698978	0.1845103129588942	-0.02197208125190435
GSE143979	original_late_allcell	MB02 MG	0.5369884345972781	0.4220170538057392	0.1149713807915388	0.6997658304950272	0.6071005387245801	0.09266529177044702	0.1627773958977491	0.18508348491884097	-0.022306089021091782
GSE143979	original_late_allcell	MB05 AH	0.5117050054744585	0.4448117206665989	0.0668932848078596	0.6704613869485779	0.6099517053822587	0.060509681566319196	0.1587563814741194	0.16513998471565983	-0.0063836032415404
GSE143979	original_late_allcell	MB05 MG	0.5246385151709103	0.4358337698223934	0.0888047453485168	0.681882072020198	0.6043009060196405	0.07758116600055753	0.1572435568492877	0.16846713619724707	-0.01122357934795927
GSE143979	original_late_allcell	MB07 MG	0.5443999701097816	0.4162553146997044	0.1281446554100771	0.710650530877958	0.6125163615227707	0.09813416935518737	0.16625056076817646	0.19626104682306628	-0.030010486054889735
GSE143979	original_late_allcell	MB09 AH	0.5483413365476147	0.4170230399414214	0.1313182966061933	0.7063230947083909	0.6060435550360501	0.10027953967234082	0.1579817581607762	0.1890205150946287	-0.031038756933852468
GSE143979	original_late_allcell	MB09 MG	0.5210402161517643	0.4351571561045222	0.085883060047242	0.6855557233128916	0.6110456961297637	0.07451002718312794	0.16451550716112728	0.17588854002524146	-0.011373032864114063
GSE143979	original_late_allcell	MB10 AH	0.5280107084956449	0.4237049970871036	0.1043057114085412	0.7073259011899422	0.6233268660251541	0.08399903516478813	0.1793151926942973	0.1996218689380505	-0.02030667624375307
GSE143979	original_late_allcell	MB10 MG	0.5217550837738351	0.4350612008882998	0.0866938828855352	0.682931221465834	0.6090637692898788	0.07386745217595514	0.1611761376919989	0.17400256840157902	-0.012826430709580061
GSE143979	original_late_allcell	MB11 AH	0.5163351465108044	0.4365723493979123	0.079762797112892	0.6890098838675172	0.6236815170069957	0.06532836686052146	0.1726747373567128	0.18710916760908342	-0.01443443025237054
GSE143979	original_late_allcell	MB12 AH	0.5452891634962458	0.4114714168702131	0.1338177466260326	0.7095609223100975	0.6033484713305057	0.10621245097959175	0.1642717588138517	0.19187705446029263	-0.027605295646440847
GSE143979	original_late_allcell	MB12 MG	0.52587453255922	0.4300734504192968	0.0958010821399232	0.6927430026688218	0.6094837912936593	0.08325921137516257	0.16686847010960182	0.17941034087436247	-0.012541870764760626
GSE143979	original_late_allcell	MB14 MG	0.5224380712036987	0.4368060157991223	0.0856320554045763	0.6815775924552618	0.611109525190912	0.07046806726434984	0.15913952125156317	0.17430350939178968	-0.015163988140226459
GSE143979	original_late_neuron	MB01 AH	0.5007304991874663	0.5855691913962692	-0.0848386922088029	0.6694852441472059	0.7213322543728018	-0.0518470102255959	0.16875474495973963	0.13576306297653262	0.032991681983207
GSE143979	original_late_neuron	MB01 MG	0.495989416225676	0.5807194686127486	-0.0847300523870726	0.6650586312454472	0.7205164868835587	-0.055457855638111564	0.16906921501977118	0.13979701827081015	0.029272196748961032
GSE143979	original_late_neuron	MB02 AH	0.4953826201091713	0.5837082087807485	-0.0883255886715772	0.6562451677723454	0.7161195177652172	-0.05987434999287178	0.16086254766317415	0.13241130898446873	0.028451238678705415
GSE143979	original_late_neuron	MB02 MG	0.4952537084878536	0.5909026861608857	-0.095648977673032	0.6615932012132448	0.7200727649342837	-0.05847956372103891	0.16633949272539122	0.12917007877339803	0.037169413951993094
GSE143979	original_late_neuron	MB05 AH	0.4789379244968541	0.5747738222474574	-0.0958358977506033	0.6402737051708962	0.6986176074380415	-0.05834390226714525	0.16133578067404214	0.12384378519058403	0.03749199548345805
GSE143979	original_late_neuron	MB05 MG	0.4774469769573732	0.5761103271488451	-0.0986633501914719	0.6407747625110354	0.7020945679984816	-0.0613198054874462	0.16332778555366217	0.12598424084963644	0.037343544704025705
GSE143979	original_late_neuron	MB07 MG	0.5138443268469519	0.58415649371253	-0.070312166865578	0.6805945274039122	0.7191124490707514	-0.038517921666839205	0.16675020055696033	0.13495595535822147	0.03179424519873879
GSE143979	original_late_neuron	MB09 AH	0.5133781615900662	0.5676440565454819	-0.0542658949554156	0.6688890690754842	0.7073675947708444	-0.038478525695360255	0.15551090748541796	0.13972353822536254	0.015787369260055348
GSE143979	original_late_neuron	MB09 MG	0.5063648485353556	0.5788386549990815	-0.0724738064637259	0.6643795530142316	0.7101776629892513	-0.04579810997501976	0.158014704478876	0.13133900799016984	0.026675696488706144
GSE143979	original_late_neuron	MB10 AH	0.5126385474394767	0.6092964588099731	-0.0966579113704964	0.6774074336846192	0.7408064330459788	-0.06339899936135962	0.16476888624514252	0.13150997423600574	0.033258912009136776
GSE143979	original_late_neuron	MB10 MG	0.4937796887370307	0.5827766737362435	-0.0889969849992127	0.654213650537974	0.7045370313122863	-0.05032338077431231	0.16043396180094327	0.12176035757604275	0.03867360422490039
GSE143979	original_late_neuron	MB11 AH	0.4972941580899205	0.5954779061805915	-0.0981837480906709	0.6635428548261724	0.7253689057830395	-0.06182605095686711	0.16624869673625187	0.129890999602448	0.036357697133803796
GSE143979	original_late_neuron	MB12 AH	0.5046850910454602	0.5927427940415156	-0.0880577029960554	0.6718900854838127	0.7242011325441983	-0.052311047060385585	0.16720499443835246	0.13145833850268263	0.03574665593566982
GSE143979	original_late_neuron	MB12 MG	0.5069560190007918	0.5922339723785508	-0.085277953377759	0.6616440086354426	0.7203794534306585	-0.05873544479521586	0.1546879896346508	0.12814548105210766	0.02654250858254313
GSE143979	original_late_neuron	MB14 MG	0.486114004750198	0.5787833369516208	-0.0926693322014227	0.6500048208577073	0.7020008022747894	-0.05199598141708217	0.16389081610750927	0.12321746532316868	0.040673350784340534
GSE143979	original_severity	MB01 AH	0.6817677158913759	0.6367212235277562	0.0450464923636196	0.7867238038722377	0.7625083544321942	0.0242154494400435	0.10495608798086187	0.12578713090443805	-0.0208310429235761
GSE143979	original_severity	MB01 MG	0.6839779922631306	0.6409723932315485	0.043005599031582	0.787439931272455	0.7645708848773963	0.022869046395058712	0.10346193900932443	0.1235984916458478	-0.020136552636523287
GSE143979	original_severity	MB02 AH	0.690615437171616	0.6381547702807289	0.0524606668908871	0.7867014484584353	0.7598670611776095	0.026834387280825767	0.09608601128681926	0.12171229089688063	-0.025626279610061337
GSE143979	original_severity	MB02 MG	0.6926422756404088	0.6309452613804264	0.0616970142599824	0.7892461948392285	0.7560329175507453	0.03321327728848322	0.09660391919881972	0.12508765617031892	-0.028483736971499175
GSE143979	original_severity	MB05 AH	0.7135608123712927	0.614526533807078	0.0990342785642146	0.7948214734361662	0.7380291961647557	0.05679227727141045	0.08126066106487351	0.1235026623576777	-0.04224200129280414
GSE143979	original_severity	MB05 MG	0.7132955792066822	0.5943469446985155	0.1189486345081667	0.794867369370045	0.7232610174194551	0.07160635195058984	0.0815717901633628	0.1289140727209397	-0.04734228255757686
GSE143979	original_severity	MB07 MG	0.6794738399507304	0.647813621332583	0.0316602186181473	0.7851446497623107	0.7710702555592333	0.014074394203077434	0.10567080981158028	0.12325663422665023	-0.017585824415069867
GSE143979	original_severity	MB09 AH	0.6711469620277526	0.6522165007387603	0.0189304612889923	0.7799660585563165	0.7662562339870717	0.013709824569244855	0.10881909652856392	0.1140397332483114	-0.005220636719747446
GSE143979	original_severity	MB09 MG	0.7027193315883679	0.6233663723351861	0.0793529592531817	0.7935799668773571	0.747864068300667	0.04571589857669012	0.09086063528898924	0.12449769596548088	-0.03363706067649158
GSE143979	original_severity	MB10 AH	0.7022087126388113	0.6132315046084572	0.0889772080303541	0.8030184764532311	0.7610112760196887	0.042007200433542446	0.10080976381441975	0.14777977141123144	-0.04697000759681165
GSE143979	original_severity	MB10 MG	0.7177323707153717	0.5988014933511574	0.1189308773642142	0.7998055994763124	0.7323128575191425	0.06749274195716981	0.0820732287609407	0.13351136416798515	-0.051438135407044394
GSE143979	original_severity	MB11 AH	0.7148869781943455	0.6109184813199184	0.1039684968744271	0.8019036146603249	0.7519866974145608	0.04991691724576408	0.08701663646597935	0.14106821609464237	-0.05405157962866301
GSE143979	original_severity	MB12 AH	0.7046535489520582	0.6073324157461478	0.0973211332059104	0.7963934630399829	0.7474799756003225	0.0489134874396604	0.0917399140879247	0.1401475598541747	-0.04840764576625001
GSE143979	original_severity	MB12 MG	0.7185689678400277	0.5933542355589954	0.1252147322810323	0.8032987002185336	0.7347622964059111	0.06853640381262249	0.0847297323785059	0.1414080608469157	-0.05667832846840981
GSE143979	original_severity	MB14 MG	0.7117516936430649	0.6042322609582776	0.1075194326847872	0.7960608252562953	0.7323364073548184	0.06372441790147687	0.08430913161323039	0.12810414639654077	-0.043795014783310326
GSE143979	original_xenium	MB01 AH	0.163366751609442	0.3423736715716329	-0.1790069199621908	0.40591018962993225	0.5652072765237917	-0.1592970868938594	0.24254343802049025	0.22283360495215876	0.019709833068331406
GSE143979	original_xenium	MB01 MG	0.1616064243562231	0.3487252197016145	-0.1871187953453913	0.4166808520296417	0.558166878231223	-0.1414860262015813	0.2550744276734186	0.2094416585296085	0.04563276914381001
GSE143979	original_xenium	MB02 AH	0.1549926233905579	0.3630058246474555	-0.2080132012568976	0.37704240856115034	0.5668888499804646	-0.18984644141931428	0.22204978517059246	0.20388302533300912	0.018166759837583313
GSE143979	original_xenium	MB02 MG	0.1468615879828326	0.3515960300429184	-0.2047344420600858	0.3543378839977757	0.5539076216739376	-0.19956973767616187	0.2074762960149431	0.2023115916310192	0.005164704383923913
GSE143979	original_xenium	MB05 AH	0.1304570144849785	0.3341636010627427	-0.2037065865777641	0.31248198458902166	0.5345660819054752	-0.2220840973164535	0.18202497010404314	0.2004024808427325	-0.0183775107386894
GSE143979	original_xenium	MB05 MG	0.1379845091201716	0.3389568005313713	-0.2009722914111996	0.32097277545137826	0.5411594386162866	-0.22018666316490831	0.18298826633120666	0.2022026380849153	-0.019214371753708714
GSE143979	original_xenium	MB07 MG	0.177994232832618	0.3468762773349684	-0.1688820445023503	0.44033749815590284	0.554788330066647	-0.11445083191074412	0.26234326532328484	0.20791205273167856	0.05443121259160619
GSE143979	original_xenium	MB09 AH	0.1602484576180257	0.3575196709585121	-0.1972712133404863	0.4126351865091523	0.5732649679897153	-0.16062978148056295	0.2523867288911266	0.21574529703120315	0.03664143185992336
GSE143979	original_xenium	MB09 MG	0.1433744635193133	0.3606874616799509	-0.2173129981606376	0.35147357550585007	0.5722209252747502	-0.22074734976890015	0.20809911198653677	0.2115334635947993	-0.0034343516082625536
GSE143979	original_xenium	MB10 AH	0.1938539431330472	0.3656562947067238	-0.1718023515736766	0.4475845163926055	0.5902330938844063	-0.14264857749180077	0.2537305732595583	0.22457679917768247	0.029153774081875833
GSE143979	original_xenium	MB10 MG	0.1484123524678111	0.343159232577151	-0.1947468801093398	0.3779173617494524	0.5491883540601751	-0.17127099231072268	0.2295050092816413	0.2060291214830241	0.023475887798617118
GSE143979	original_xenium	MB11 AH	0.1598377145922747	0.3276204526875128	-0.1677827380952381	0.39142182730171704	0.548535827363322	-0.15711400006160492	0.23158411270944235	0.22091537467580918	0.01066873803363319
GSE143979	original_xenium	MB12 AH	0.1860917381974249	0.3696894798692009	-0.183597741671776	0.4304395192864195	0.5854181763945833	-0.15497865710816378	0.2443477810889946	0.21572869652538235	0.02861908456361223
GSE143979	original_xenium	MB12 MG	0.1558476394849785	0.3299068822808094	-0.1740592427958308	0.38529715498360173	0.5407638696373249	-0.1554667146537232	0.22944951549862322	0.21085698735651554	0.0185925281421076
GSE143979	original_xenium	MB14 MG	0.1585551904506437	0.3568810034743511	-0.1983258130237074	0.3840499778708338	0.5660669095200809	-0.1820169316492471	0.22549478742019008	0.20918590604572979	0.016308881374460293
GSE143979	severity_neuron_residual	MB01 AH	0.6761131338608304	0.6414053894944737	0.0347077443663567	0.7984929159463223	0.7738347277304709	0.024658188215851418	0.12237978208549194	0.13242933823599723	-0.010049556150505283
GSE143979	severity_neuron_residual	MB01 MG	0.6784605546854342	0.6453316685024117	0.0331288861830224	0.7979728377892472	0.7760646667901513	0.02190817099909592	0.11951228310381301	0.13073299828773954	-0.011220715183926477
GSE143979	severity_neuron_residual	MB02 AH	0.6840096973333605	0.6417757035967944	0.0422339937365661	0.8002518232272143	0.7704922715257352	0.029759551701479148	0.11624212589385385	0.12871656792894082	-0.01247444203508695
GSE143979	severity_neuron_residual	MB02 MG	0.68542336208124	0.6347955201488853	0.0506278419323547	0.8003795303579981	0.7648125483624706	0.03556698199552755	0.11495616827675814	0.1300170282135853	-0.015060859936827153
GSE143979	severity_neuron_residual	MB05 AH	0.7062342361125236	0.6142537696076571	0.0919804665048664	0.8043697758028644	0.7426090892881563	0.06176068651470812	0.09813553969034083	0.12835531968049918	-0.030219779990158277
GSE143979	severity_neuron_residual	MB05 MG	0.705911966316132	0.5948680637320065	0.1110439025841254	0.8072611802812729	0.7291000555681539	0.07816112471311898	0.10134921396514096	0.13423199183614742	-0.03288277787100642
GSE143979	severity_neuron_residual	MB07 MG	0.6702893944633159	0.6523308424171068	0.0179585520462091	0.7923090304253882	0.7826474445862018	0.009661585839186415	0.12201963596207233	0.13031660216909502	-0.008296966207022687
GSE143979	severity_neuron_residual	MB09 AH	0.6647415230966378	0.6596920221049034	0.0050495009917344	0.7839651610594452	0.7789685788920645	0.0049965821673807476	0.11922363796280744	0.11927655678716109	-5.291882435365207e-05
GSE143979	severity_neuron_residual	MB09 MG	0.6979683654374224	0.6290152968209959	0.0689530686164264	0.8028674487037842	0.7594328816906107	0.0434345670131735	0.10489908326636188	0.13041758486961486	-0.025518501603252905
GSE143979	severity_neuron_residual	MB10 AH	0.6935335008034498	0.6138205495841088	0.0797129512193409	0.8163234897018928	0.763312698679232	0.05301079102266082	0.12278998889844306	0.1494921490951232	-0.026702160196680078
GSE143979	severity_neuron_residual	MB10 MG	0.7102819956064521	0.5993189543848988	0.1109630412215533	0.810169451739219	0.7385919387515456	0.07157751298767334	0.09988745613276684	0.1392729843666468	-0.03938552823387996
GSE143979	severity_neuron_residual	MB11 AH	0.7059723521754165	0.6102990048995405	0.095673347275876	0.8133973408001975	0.7546387579507757	0.058758582849421814	0.107424988624781	0.14433975305123525	-0.03691476442645418
GSE143979	severity_neuron_residual	MB12 AH	0.6963385828773672	0.6114372460025067	0.0849013368748604	0.8117231570570742	0.7569571271206637	0.054766029936410554	0.11538457417970704	0.14551988111815695	-0.030135306938449846
