gene	direction	source_log2fc	module_id	source_contrast	audit_only	direction_source_a	direction_source_b	source_a_log2fc	source_b_log2fc
PPP4R4	down	-0.726199286	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PPT1	down	-0.927394334	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRCD	up	1.474999925	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRDM1	up	0.848757626	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRDM15	up	0.773537502	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRDM16	up	0.621320544	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRDM8	up	0.859860028	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRDX1	down	-0.694658931	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRELID2	up	1.150644093	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PREP	down	-0.697961833	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PREX2	up	0.595534271	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRG2	up	1.387533826	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRICKLE2	up	0.713732135	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRKG1	up	0.784986444	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRMT7	up	0.677950468	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRMT8	down	-0.711385034	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PROB1	up	1.090754109	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PROC	up	0.624459156	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRR11	down	-0.689727273	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRR19	down	-0.650098088	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRR5L	up	0.724442855	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRR7	down	-0.642728946	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRRC1	down	-0.690225616	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRRT2	up	0.984904925	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRRT4	up	2.439977249	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRRX1	up	0.914764986	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRSS12	down	-0.626478071	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRSS3	down	-1.027821115	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRSS35	down	-2.155917191	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRSS36	up	0.591015307	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRSS45P	up	2.082591734	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRTFDC1	up	0.646016623	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRUNE2	down	-0.867634455	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PRXL2C	down	-0.727206128	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PSAT1	down	-1.45304796	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PSD2	down	-0.658446597	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PSMA1	down	-0.588301813	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PSMA2	down	-0.703372517	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PSMB2	down	-0.70172028	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PSMB3	down	-0.601309386	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PSMB5	down	-0.599407851	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PSMB6	down	-0.603787634	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PSMC1	down	-0.684561704	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PSME2	down	-0.800466608	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PSORS1C1	up	0.916162401	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PSTPIP1	up	0.668339078	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTCD1	up	0.640598082	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTDSS1	down	-0.664828823	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTEN	down	-1.195794516	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTGER2	down	-1.28960197	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTGER3	up	0.859380296	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTGES2	up	0.587904166	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTGFR	up	0.804454329	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTGIS	up	0.676391673	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTH1R	up	0.986875687	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTK6	up	1.493900112	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTPN5	down	-1.132463871	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTPRB	up	0.818730085	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTPRC	down	-0.776652371	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTPRD	down	-1.233496198	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTPRJ	down	-0.794595997	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTPRK	up	0.667305882	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTPRR	down	-0.806466555	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTPRT	down	-1.17033378	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTPRZ1	down	-0.880769062	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTTG1	down	-0.666237141	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PTX3	up	3.207039772	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PUS1	up	0.731025629	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PUS3	down	-0.785015026	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PUSL1	up	1.071117712	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PVALB	down	-0.860603163	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PWWP2B	up	0.640583527	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PYGM	up	0.762258336	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PYGO2	up	0.585318479	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PYHIN1	up	1.603091014	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
PYROXD2	up	1.234742675	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
QRFPR	down	-1.82050193	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
QRICH2	up	0.667523716	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
QSOX2	up	0.690364009	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
QTRT1	up	0.881067831	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
R3HCC1L	up	0.586437024	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAB11FIP3	up	0.725667606	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAB30	up	0.740024177	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAB33A	down	-0.697081956	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAB37	down	-0.613328737	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAB39B	down	-0.671488813	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAB3D	down	-0.979737503	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAB3IL1	up	1.209549527	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAB5C	up	0.633804318	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAB6C	down	-3.958096467	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAB7B	up	1.731441425	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RABEP1	up	0.81846948	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RABEP2	up	0.980321281	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAD51D	up	0.930703278	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAD9A	up	0.910208536	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RADIL	up	0.957010263	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RADX	down	-0.71321305	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RALGAPA1	up	0.586765375	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RALYL	down	-1.499184999	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAMAC	down	-0.952143799	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAMP1	up	0.71214129	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RANBP6	down	-0.831984428	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAP1GAP	down	-1.330518797	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAP1GDS1	down	-0.585470483	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RAPGEF3	up	1.029408874	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RARRES1	down	-1.775003605	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RARRES2	down	-0.684701651	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RASA3	up	0.915554094	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RASGEF1A	up	0.801165422	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RASGEF1C	up	1.009629345	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RASGRP2	up	0.626436201	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RASIP1	up	0.934230844	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RASL10B	up	1.006566418	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RASSF1	up	0.979084534	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBBP4	up	0.822483801	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBFOX1	down	-0.706614871	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBFOX3	down	-1.012193922	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBIS	down	-0.738434069	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBM11	down	-0.594417225	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBM14	up	0.736268642	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBM15	up	0.776057399	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBM19	up	0.691986865	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBM24	up	0.852028394	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBM39	up	0.614714199	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBM47	up	1.266839862	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBM48	down	-0.877610617	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBM4B	up	0.606662213	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBP7	up	0.826856365	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBPMS	up	0.834249558	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBSN	down	-0.748406045	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RBX1	down	-0.702424959	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RCAN1	up	0.624414791	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RCC1	up	0.886579552	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RCCD1	up	0.970684228	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RCN1	down	-0.65155796	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RCN2	down	-1.003248039	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RCN3	up	1.327742785	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RDH13	up	0.658853469	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RECQL4	up	1.041971476	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
REELD1	up	1.211171194	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
REEP1	down	-0.787055983	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
REEP2	down	-0.893139056	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
REEP5	down	-0.641164948	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
REEP6	down	-0.722907693	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RELL2	down	-0.697848045	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RELT	up	0.590046083	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
REM2	up	0.592516917	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RENBP	up	0.587967579	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RET	down	-0.75772234	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RFXAP	up	0.902679158	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RGL2	up	0.66822385	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RGL3	up	0.969619647	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RGS11	up	0.590163702	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RGS17	down	-0.763244104	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RGS20	up	0.97459346	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RGS6	up	1.180658664	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RGS7	down	-1.006708962	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RGS8	up	2.580094765	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RHBDD2	down	-1.012610738	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RHO	up	0.849464987	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RHOBTB3	up	0.602696962	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RHOQ	down	-0.59630622	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RHPN1	up	0.670307432	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RIBC2	up	0.989273988	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RIC3	down	-1.017977204	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RILP	up	0.948638834	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RILPL1	up	0.667806528	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RIMKLA	down	-0.93677886	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RIMS1	down	-0.761215171	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RIMS2	down	-1.100333075	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RIPOR1	up	0.611663471	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RIPOR3	up	2.544915979	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RIT2	down	-0.747937877	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RMDN1	down	-0.616590455	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RNASEK	down	-0.616889311	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RND1	down	-0.726574912	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RND2	down	-0.821197482	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RNF122	up	0.697159576	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RNF125	up	0.61939677	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RNF128	down	-0.699722254	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RNF13	down	-0.642561619	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RNF144A	up	0.660581357	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RNF165	up	1.202858211	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RNF212	up	0.897295054	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RNF4	up	0.671814201	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RNF40	up	0.727904622	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RNF6	down	-0.809221758	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RNLS	up	0.649366925	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ROBO2	down	-0.99921985	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ROBO4	up	1.043330395	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RPE65	down	-2.435747337	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RPGR	up	0.824672728	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RPH3A	down	-1.297211738	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RPN1	down	-0.724104998	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RPN2	down	-0.802826633	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RPRM	down	-1.190811941	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RRAGC	down	-0.732203196	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RREB1	up	0.781027147	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RRP1	up	0.635869771	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RRP12	up	0.627920076	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RRP8	up	0.670664803	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RRP9	up	0.692568495	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RSL24D1	down	-0.885184249	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RSPH9	up	0.630829253	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RSPO2	down	-0.675204242	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RTBDN	down	-0.796858823	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RTEL1	up	0.663798744	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RTL5	up	0.908420416	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RTN1	down	-0.598295226	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RTN3	down	-0.648790189	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RTN4R	down	-1.00251258	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RTN4RL1	down	-0.659060588	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RTP4	down	-0.718385993	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RTP5	down	-0.805719431	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RTRAF	down	-0.807151745	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RTTN	down	-0.61666954	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RUBCN	up	0.613378169	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RUNDC3A	down	-0.760702414	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RUNX1	up	0.732158272	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RUNX1T1	up	0.725460569	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RWDD3	down	-0.609874585	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
RWDD4	down	-1.213052246	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
S100A11	down	-0.662500011	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
S100A2	up	0.594207135	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
S1PR3	up	1.273397743	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
S1PR4	up	0.9287335	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SAC3D1	down	-0.616476281	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SAFB2	up	0.691875372	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SALL1	down	-1.112182122	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SALL2	down	-0.626143366	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SAMD14	down	-0.590098021	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SAMD9L	down	-0.595921129	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SAP18	down	-0.675739212	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SAPCD2	down	-1.234060117	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SAR1A	down	-1.372995719	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SARAF	down	-0.650034988	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SARDH	up	0.664048577	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SC5D	down	-1.294590172	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCAMP1	down	-0.763809096	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCARA3	up	1.28859322	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCEL	up	0.647395157	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCG2	down	-1.049927288	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCG3	down	-0.937140704	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCG5	down	-0.866716316	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCGB3A1	down	-0.888227132	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCGN	down	-1.230600803	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCN10A	down	-0.962639252	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCN11A	down	-1.094727098	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCN1A	down	-0.940689403	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCN2B	down	-0.816748662	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCN3B	down	-0.740679425	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCN4A	up	1.142202859	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCN4B	down	-0.86888586	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCN7A	down	-0.705636529	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCNN1D	up	0.75484457	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCNN1G	down	-0.744221455	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCRN2	up	0.661227683	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCRT2	down	-0.670256292	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCUBE3	up	1.581502285	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SCYL2	down	-1.166419392	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SDC2	down	-0.79545485	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SDC4	down	-0.774826868	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SDCBP	down	-0.820221335	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SDHA	down	-0.788079132	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SDHAF3	down	-0.599640314	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SDR16C5	down	-0.724567947	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SEC24B	down	-0.779441008	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SEC31B	up	0.65735172	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SEC61B	down	-0.743594188	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SELENBP1	up	0.786917418	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SELENOI	down	-0.722847101	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SELP	up	0.882656657	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SEMA3E	down	-0.667103248	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SEMA3G	up	0.901972563	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SEMA6C	up	0.849920725	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SEPHS1	down	-0.714181326	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SEPHS2	down	-0.590359742	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SEPTIN7	down	-0.855398526	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SEPTIN9	up	0.726570402	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SERHL2	up	0.983027189	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SERPINA5	down	-0.77394659	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SERPINE1	up	1.375694142	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SERPINI1	down	-0.752715574	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SERTAD1	up	0.622394659	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SERTM1	down	-0.792571722	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SERTM2	up	0.867241011	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SESN3	up	0.724847841	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SET	down	-0.795271797	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SETBP1	up	0.685871631	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SEZ6	down	-0.596563253	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SEZ6L2	down	-0.765725609	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SFI1	up	0.837318585	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SFN	up	0.843446231	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SFRP1	down	-0.791187192	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SFRP4	down	-1.552268857	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SFTPC	down	-0.877824504	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SFXN3	up	0.741668994	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SGCA	up	1.353324769	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SGCE	down	-0.896731183	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SGCG	up	1.162261003	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SGCZ	down	-1.152847591	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SGIP1	down	-0.691589356	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SGK2	up	1.143197215	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SGMS2	down	-0.772294996	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SGPP2	down	-0.808947741	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SH2B3	up	0.657433497	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SH2D2A	up	1.232881646	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SH2D3C	up	0.706157394	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SH2D4A	up	0.613872627	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SH3BGR	up	0.891444859	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SH3BGRL3	down	-0.794298171	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SH3BP1	up	0.656002854	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SH3BP2	up	0.66813975	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
SH3GL3	down	-0.706248321	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
