gene	direction	source_log2fc	module_id	source_contrast	audit_only	direction_source_a	direction_source_b	source_a_log2fc	source_b_log2fc
GPR141	down	-1.215892227	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPR149	down	-1.089719723	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPR150	up	0.610417892	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPR153	up	0.624228398	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPR155	down	-0.901985764	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPR158	down	-0.759903456	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPR162	up	0.775131813	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPR26	down	-1.673391739	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPR27	down	-0.613414371	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPR37	down	-1.126947661	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPR83	down	-1.152173937	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPRC5C	down	-0.626924329	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPSM1	up	0.903076949	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPX2	down	-0.839244164	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GRAMD1A	up	0.625834382	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GREB1L	up	0.771016291	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GREM2	down	-0.589704316	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GRIA2	down	-0.775699263	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GRIA4	up	1.43521037	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GRIK1	down	-0.962592261	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GRIN1	down	-0.685747667	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GRIN2B	up	0.727864019	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GRIN2C	up	1.381796386	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GRIP1	down	-0.763370027	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GRIP2	up	0.758326308	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GRIPAP1	up	0.692926342	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GRK5	up	0.886684695	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GSC	up	1.540498867	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GSDMB	up	1.247776587	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GSE1	up	0.927139988	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GSTP1	down	-0.736662996	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GTF2H4	up	0.718156481	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GTF3C5	up	0.844950822	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GTPBP1	up	0.591483576	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GTPBP6	up	0.683933111	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GVQW3	up	0.669356215	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GYG1	down	-0.765269704	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
H1-3	down	-0.614826404	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
H4C16	up	0.877262235	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HACD3	down	-0.621933782	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HAP1	up	1.206457734	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HAS1	down	-0.743777525	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HAS2	up	1.211353627	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HAUS5	up	0.760797938	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HBA2	down	-1.36299321	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HBEGF	up	1.066286542	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HCAR1	up	1.955592681	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HCAR3	up	1.585227736	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HCK	up	0.706581982	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HCN2	down	-0.694788455	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HDAC10	up	0.872839985	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HDAC2	down	-0.676036805	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HDAC7	up	0.86102325	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HDDC2	down	-0.762138944	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HEATR5A	down	-0.672713509	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HECTD3	up	0.725680814	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HECW2	up	0.675063263	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HEMK1	up	0.882323191	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HENMT1	down	-0.928671104	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HEPACAM	down	-1.054729651	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HES1	up	0.613212762	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HES5	down	-0.853558762	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HES6	down	-0.610156107	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HES7	up	1.167131031	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HEXD	up	0.905721344	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HEY2	down	-0.636417938	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HHIP	up	2.366289199	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HHIPL1	up	0.957544676	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HIC1	up	0.78802541	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HIC2	up	0.886084766	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HIGD2A	down	-0.619774141	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HIKESHI	up	1.250584067	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HIP1R	up	0.970051676	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HIPK4	up	0.86309025	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HIST1H1B	up	0.643502354	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HIST1H1D	up	1.321494856	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HIST1H2BG	down	-1.054925452	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HIST1H2BH	down	-1.567649619	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HIST4H4	up	1.007280681	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HK2	down	-1.168502375	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HK3	up	0.65786421	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HLX	up	0.801222715	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HMCN1	up	1.031740355	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HMCN2	up	2.443668876	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HMG20B	up	0.651610093	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HMGCR	down	-1.385188872	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HMGCS1	down	-0.678704382	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HNRNPL	down	-0.68922677	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HOGA1	up	1.157357457	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HOOK1	down	-0.82992133	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HOOK2	up	0.919901341	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HORMAD1	up	0.91601417	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HOXA4	up	1.067580191	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HOXA6	up	1.216294394	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HOXA9	up	0.918566581	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HOXB2	up	0.719543547	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HOXB4	up	0.890917098	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HOXB5	up	0.844592494	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HOXB6	up	1.000869726	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HOXD1	down	-1.006726376	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HP1BP3	up	0.894327673	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HPDL	down	-1.042638668	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HPF1	down	-0.650764951	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HPGD	down	-0.633137217	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HPR	up	2.038689712	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HR	up	0.761946484	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HRCT1	up	1.244651758	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HRK	up	0.592137896	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HS2ST1	down	-0.592335027	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HS3ST4	down	-0.887508178	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HS6ST2	down	-1.038659298	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HSD17B1	up	1.313999617	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HSD17B12	down	-0.594832867	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HSD3B7	up	0.657294818	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HSF4	up	0.705745438	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HSPA12B	up	0.987843542	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HSPA13	down	-1.042342245	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HSPA1A	up	0.809443041	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HSPA2	down	-0.834358276	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HSPG2	up	0.830530024	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HTR1D	down	-1.181447765	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HTR1E	down	-0.600990003	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HTRA1	down	-0.9295576	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
HTRA3	up	1.600065543	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ICAM4	up	1.591828102	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ICMT	down	-1.009183036	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ID1	up	0.705509242	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IFI44	down	-0.66623874	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IFITM10	up	0.764143152	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IFRD1	up	0.650028763	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IFT122	up	0.600048405	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IGF1	up	1.98013726	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IGF1R	up	0.663612539	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IGF2BP2	up	0.681455242	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IGFBP5	up	0.859888369	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IGFN1	up	2.12219146	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IGIP	down	-1.374265836	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IGSF11	down	-1.244827055	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IGSF9B	up	0.863146992	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IKBKE	up	0.869422911	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL10RA	up	0.989315607	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL11RA	up	0.678348926	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL12A	down	-0.936994721	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL15RA	up	0.695323293	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL16	up	0.854283572	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL17RC	up	0.744101912	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL18	down	-0.660234486	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL18RAP	up	1.04185478	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL1B	up	1.128401795	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL1RAPL1	down	-0.684535615	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL32	up	0.632758512	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL3RA	up	0.826049001	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IL7R	up	0.948570312	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IMMT	down	-0.776468082	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INA	down	-0.612940013	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INAFM1	up	0.629749264	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ING1	up	0.610148529	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ING4	up	0.591770009	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ING5	up	0.804596478	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INO80B	up	0.958245364	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INO80E	up	0.612548985	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INPP5E	up	0.645216175	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INSIG1	down	-0.712297187	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INSM2	down	-0.645168281	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INSRR	up	0.696410781	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INSYN1	down	-0.67453236	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INTS1	up	0.825880149	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INTS11	up	0.643153809	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INTS13	down	-1.010073235	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
INTS9	up	0.655016256	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IP6K2	up	0.601963952	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IPMK	down	-0.938832126	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IQCA1	down	-1.129016781	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IQCA1L	up	1.188073063	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IQCE	up	0.844911935	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IQCK	up	0.791703544	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IQGAP2	up	0.727257112	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IQSEC1	up	0.628886401	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IRAG1	up	1.150143319	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IRAK2	up	1.075161686	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IRF1	up	0.697713366	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IRF3	up	0.629526815	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IRF4	up	1.264059109	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IRS2	up	0.842330513	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IRX6	up	0.822384529	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ISCA1	down	-0.61880947	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ISG20	up	0.864116635	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ISL1	down	-0.731852419	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ISL2	down	-0.866182995	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITFG2	up	0.592935324	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITGA2B	up	0.811696919	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITGA5	up	0.936941758	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITGA7	up	0.924117453	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITGA8	up	1.375411085	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITGA9	up	0.683678162	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITGB1	down	-0.812374072	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITGB3	up	0.798080255	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITGB3BP	up	0.648034485	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITGB4	up	0.817486392	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITGB8	up	0.765140677	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITIH3	up	1.358130768	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITK	up	0.74866002	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITM2C	down	-0.823702586	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITPKB	up	0.771950935	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITPR3	up	0.792042603	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITPRIP	up	0.771916677	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ITSN1	up	0.646165445	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IWS1	up	0.617847949	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IZUMO1	up	1.291521965	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
IZUMO4	up	0.663136254	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
JAGN1	down	-1.08308126	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
JAM3	down	-0.653565847	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
JMY	up	0.599997139	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
JPH2	up	2.324056507	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
JRK	up	0.601359543	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
JSRP1	up	1.695951086	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
KANK2	up	0.754860194	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
KANK3	up	0.646544343	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
KAZN	up	1.221209274	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
KBTBD3	down	-0.652815393	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
KBTBD6	down	-0.585695494	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
KBTBD7	down	-0.653110488	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
KBTBD8	down	-0.682606738	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
KCNA1	down	-0.900590111	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
KCNA2	down	-0.840546924	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
