gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_recovered_from_excel_date	direction	passes_fdr_0_05	passes_abs_log2fc_0_585	primary_signature_member	source_sheet	contrast_id	biological_level	effect_orientation	evidence_status
ACPP	2.34e-35	-0.787411993	0.019	0.025	4.34e-31	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ACSBG1	2.11e-79	-0.673981427	0.182	0.293	3.91e-75	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ACSF2	2.12e-91	0.82737712	0.138	0.069	3.94e-87	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ACSL1	1.79e-145	0.977973734	0.187	0.162	3.33e-141	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ACSL3	1.59e-92	-0.734441087	0.161	0.221	2.95e-88	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ACSL6	6.95e-88	-1.096075976	0.037	0.069	1.29e-83	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ACTA1	1.04e-06	0.672533206	0.002	0.003	0.019364695	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ACTG2	1.7e-08	1.116997407	0.022	0.012	0.000315297	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ACTL6B	8.09e-115	-0.790277885	0.024	0.041	1.5e-110	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ACTR10	1.19e-120	-0.70312076	0.178	0.227	2.21e-116	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ACVR1C	2.89e-57	2.984243065	0.031	0.008	5.37e-53	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ACVRL1	1.74e-50	0.655867812	0.095	0.051	3.23e-46	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADA	3.98e-12	0.66398016	0.03	0.015	7.39e-08	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADAM28	1.13e-34	-1.354206758	0.073	0.116	2.09e-30	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADAMTS10	9.32e-193	0.634171583	0.273	0.185	1.73e-188	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADAMTS12	3.53e-61	1.063494624	0.095	0.043	6.57e-57	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADAMTS15	3.04e-44	0.908840308	0.079	0.041	5.64e-40	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADAMTS16	1.22e-90	-1.26968334	0.117	0.252	2.26e-86	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADAMTS17	2.01e-12	0.871404844	0.036	0.02	3.74e-08	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADAMTS2	4.13e-105	0.667019233	0.179	0.115	7.68e-101	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADAMTS20	2.71e-07	-3.370614851	0.001	0.011	0.005044126	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADAMTS4	3.48e-13	1.110595698	0.09	0.066	6.47e-09	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADAMTS9	6.41e-21	0.674602552	0.248	0.263	1.19e-16	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADAMTSL4	2.19e-75	0.80876515	0.261	0.188	4.06e-71	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADAP2	4.36e-52	0.708608301	0.133	0.126	8.1e-48	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADCY4	1.26e-38	1.134831351	0.127	0.082	2.35e-34	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADCY6	2.45e-77	0.677516293	0.326	0.225	4.56e-73	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADD2	1.24e-157	-0.721977801	0.075	0.116	2.3e-153	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADGRA3	4.62e-08	-0.730422603	0.072	0.099	0.000858568	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADGRB2	1.06e-11	-0.904347616	0.093	0.142	1.96e-07	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADGRB3	8.52e-110	-1.22307743	0.119	0.224	1.58e-105	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADGRE1	1.28e-06	-0.674077597	0.01	0.012	0.023862611	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADGRE5	2.98e-34	0.756551814	0.144	0.087	5.53e-30	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADGRF5	3.85e-16	0.771742712	0.082	0.046	7.16e-12	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADGRL3	2.63e-75	-0.602564252	0.155	0.215	4.89e-71	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADGRV1	6.49e-78	-1.130488592	0.137	0.278	1.21e-73	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADH1A	7.18e-81	1.771796874	0.041	0.01	1.33e-76	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADH1B	6.65e-66	0.620408841	0.239	0.176	1.24e-61	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADH5	7.88e-20	-0.63844531	0.088	0.109	1.46e-15	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADIPOQ	1.61e-53	3.094254886	0.034	0.007	3e-49	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADIPOR2	2.15e-24	-0.837900919	0.183	0.255	4e-20	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADM	9.41e-19	0.772539582	0.062	0.048	1.75e-14	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADNP	3.28e-08	-0.685564968	0.156	0.192	0.00061032	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADORA1	1.1e-20	-0.69457047	0.032	0.05	2.04e-16	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADORA2B	3.72e-18	-1.814139957	0.01	0.026	6.91e-14	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADRA1A	3.09e-46	2.741848229	0.024	0.005	5.74e-42	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADRA1D	1.09e-06	1.162328826	0.027	0.013	0.020318997	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADRB2	2.25e-87	0.667850389	0.104	0.068	4.18e-83	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADSS	2.04e-203	-0.843535702	0.13	0.169	3.79e-199	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ADSS1	3.23e-65	1.054266304	0.012	0.008	6e-61	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AEBP1	1.13e-61	0.810952556	0.282	0.209	2.1e-57	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AEN	8.86e-22	0.847424022	0.142	0.088	1.65e-17	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AFF2	1.95e-60	-1.051864316	0.038	0.077	3.62e-56	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AGO3	6.04e-12	-0.64272378	0.27	0.325	1.12e-07	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AHNAK2	1.45e-231	-0.750624157	0.137	0.196	2.7e-227	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AIM2	1.28e-09	-0.879759613	0.011	0.019	2.38e-05	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AJAP1	1.59e-09	-0.610898719	0.013	0.018	2.95e-05	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AK1	1.6e-66	0.772144202	0.375	0.25	2.97e-62	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AK5	3.63e-120	-0.824214103	0.032	0.055	6.74e-116	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AK6	2.69e-43	-0.767177508	0.059	0.086	4.99e-39	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AKAIN1	1.09e-92	-0.861886796	0.021	0.037	2.02e-88	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AKAP11	1.64e-27	-0.798240281	0.287	0.369	3.04e-23	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AKAP7	6.04e-23	-0.586183635	0.073	0.092	1.12e-18	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AKIRIN1	2.35e-12	-0.803233004	0.159	0.211	4.37e-08	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AKR1B10	2.3e-06	1.125975758	0.009	0.007	0.042727119	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AKR1C2	1.4e-40	0.880070275	0.091	0.053	2.61e-36	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AKR1C8P	1.22e-30	2.080874851	0.013	0.003	2.26e-26	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AKT2	9.76e-196	0.936717357	0.39	0.222	1.81e-191	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AKTIP	2.35e-31	-0.667240911	0.143	0.19	4.37e-27	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AL445238.1	5.06e-62	-0.768337435	0.049	0.07	9.41e-58	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AL845331.2	6.06e-65	1.597321618	0.025	0.007	1.13e-60	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALCAM	1.23e-183	-1.491617481	0.197	0.355	2.28e-179	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALDH16A1	3.6e-51	0.701580349	0.187	0.119	6.68e-47	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALDH18A1	1.07e-63	-0.606400977	0.089	0.122	1.98e-59	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALDH1L1	4.4e-113	1.482027183	0.129	0.073	8.18e-109	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALDH4A1	1.08e-147	-0.925803026	0.095	0.163	2e-143	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALG11	6.3e-26	-0.677104314	0.057	0.078	1.17e-21	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALG5	6.1e-61	-0.882318906	0.128	0.196	1.13e-56	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALG6	5.91e-08	-0.725101279	0.097	0.126	0.001097498	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALG8	2.35e-34	-0.646702442	0.081	0.11	4.36e-30	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALKAL2	1.04e-47	-0.689610431	0.048	0.064	1.93e-43	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALPK1	8.2e-24	-0.760066082	0.203	0.254	1.52e-19	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALPK3	4.95e-23	0.892003771	0.068	0.039	9.21e-19	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALPL	3.04e-262	-0.947236199	0.122	0.229	5.66e-258	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ALS2CL	2.52e-79	0.975442208	0.143	0.07	4.68e-75	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AMER2	3.58e-70	-0.773476756	0.016	0.028	6.66e-66	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AMER3	4.77e-52	-0.67051171	0.016	0.027	8.87e-48	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AMN	4.06e-27	2.015583887	0.017	0.004	7.55e-23	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANAPC10	3.29e-09	-0.59357631	0.041	0.05	6.11e-05	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANAPC13	1.37e-143	-0.791271803	0.062	0.093	2.55e-139	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANGEL2	6.56e-18	-1.08446184	0.099	0.143	1.22e-13	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANGPT1	2.4e-18	0.964501181	0.065	0.032	4.46e-14	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANGPT4	5.15e-15	1.411938592	0.016	0.006	9.58e-11	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANGPTL1	3.08e-17	1.085022183	0.031	0.014	5.72e-13	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANGPTL6	7.91e-09	-1.893480539	0.007	0.019	0.000146946	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANK1	2.59e-85	-0.808162963	0.054	0.088	4.81e-81	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANK2	7.65e-227	-0.839019081	0.143	0.2	1.42e-222	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANKAR	3.17e-10	-0.5938137	0.116	0.133	5.89e-06	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANKRD12	1.24e-22	-0.997256483	0.176	0.252	2.3e-18	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANKRD2	7.82e-07	2.875577324	0.009	0.007	0.014522682	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANKRD46	1.05e-56	-0.620183373	0.07	0.095	1.95e-52	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANKRD53	2.12e-31	1.777014049	0.029	0.007	3.93e-27	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANKS1B	8.18e-24	-0.940892872	0.13	0.198	1.52e-19	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANKZF1	6.77e-173	0.61758408	0.359	0.231	1.26e-168	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANLN	9.79e-10	-0.805891041	0.011	0.017	1.82e-05	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANO2	8.45e-22	0.958034082	0.035	0.017	1.57e-17	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANO3	8.04e-61	-1.30335752	0.024	0.055	1.49e-56	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANO4	6.44e-31	-0.878485062	0.014	0.022	1.2e-26	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANO5	1.28e-100	-0.925266779	0.082	0.123	2.37e-96	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANOS1	3.33e-67	-0.951047554	0.054	0.098	6.19e-63	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANP32B	1.11e-10	-0.596255876	0.061	0.072	2.07e-06	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
ANXA2R	1.53e-74	0.74332855	0.087	0.046	2.84e-70	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AOC3	1.96e-21	0.887002556	0.023	0.009	3.64e-17	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AP1G2	1.6e-220	0.846277791	0.317	0.183	2.98e-216	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AP1S2	9.32e-196	-1.020764054	0.192	0.303	1.73e-191	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AP3B2	1.69e-118	-0.782007391	0.068	0.11	3.14e-114	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AP4S1	3.29e-41	-0.880640248	0.065	0.097	6.11e-37	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AP5M1	5.64e-16	-0.598809106	0.126	0.153	1.05e-11	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
AP5Z1	2.35e-72	0.682389155	0.268	0.174	4.36e-68	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
APBA2	5.24e-81	-0.70155927	0.088	0.136	9.74e-77	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
APBB1	8.08e-84	-0.613331093	0.109	0.15	1.5e-79	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
APBB1IP	3.32e-47	-0.618466762	0.112	0.122	6.18e-43	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
