gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_recovered_from_excel_date	direction	passes_fdr_0_05	passes_abs_log2fc_0_585	primary_signature_member	source_sheet	contrast_id	biological_level	effect_orientation	evidence_status
LIPG	4.8e-126	-0.93868846	0.107	0.206	8.92e-122	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LIPH	9.99e-25	-0.826383189	0.019	0.033	1.86e-20	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LLGL2	5e-17	0.808696909	0.081	0.042	9.3e-13	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LMCD1	7.62e-22	0.71891184	0.143	0.113	1.42e-17	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LMLN2	2.95e-07	-2.481551747	0.002	0.005	0.005484532	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LMO1	7.27e-14	-0.824662842	0.007	0.009	1.35e-09	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LMOD1	5.6e-88	1.248586995	0.174	0.106	1.04e-83	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LNPK	2.55e-98	-0.719256549	0.178	0.237	4.73e-94	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LPAR3	3.23e-67	-1.394057811	0.02	0.049	6e-63	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LPAR6	1.96e-06	-0.863112057	0.123	0.153	0.0364702	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LPIN3	4.96e-98	1.282811743	0.222	0.091	9.22e-94	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRFN5	1.21e-59	-0.621204442	0.035	0.048	2.24e-55	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRIF1	1.69e-17	-0.651509426	0.047	0.065	3.14e-13	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRP12	1.7e-34	-0.755420792	0.053	0.08	3.17e-30	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRP1B	1.8e-15	-0.932807791	0.108	0.175	3.34e-11	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRP5	1.45e-60	0.754049266	0.2	0.128	2.69e-56	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC10B	6.29e-12	1.15691275	0.021	0.016	1.17e-07	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC2	3.08e-24	1.786098529	0.024	0.012	5.72e-20	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC24	7.71e-44	0.923595018	0.129	0.076	1.43e-39	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC26	9.37e-08	0.626080453	0.001	0.002	0.001741561	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC27	8.92e-53	0.782392256	0.111	0.063	1.66e-48	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC28	1.85e-09	-0.642086487	0.076	0.099	3.44e-05	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC32	4.81e-11	1.280561727	0.156	0.086	8.94e-07	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC39	2.26e-11	-0.734437808	0.025	0.035	4.19e-07	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC3B	1.22e-17	-2.276241661	0.007	0.031	2.27e-13	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC45	1.71e-37	0.837536797	0.11	0.059	3.18e-33	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC49	3.18e-78	-0.79955419	0.073	0.096	5.91e-74	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC52	9.5e-11	-1.077780384	0.007	0.012	1.77e-06	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC53	1.71e-13	-0.848569464	0.002	0.006	3.17e-09	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC56	2.75e-09	1.045665971	0.052	0.023	5.11e-05	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC71	1.03e-12	0.950701152	0.038	0.02	1.91e-08	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRC8D	2.61e-98	-0.871662134	0.106	0.169	4.84e-94	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRK1	8.45e-100	0.821057147	0.181	0.098	1.57e-95	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRN1	1.3e-92	-1.40854282	0.04	0.085	2.41e-88	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRTM1	1.22e-149	-1.675788714	0.036	0.098	2.27e-145	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LRRTM4	2.72e-88	-1.16168828	0.067	0.134	5.06e-84	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LSAMP	3.74e-258	-1.027184766	0.174	0.312	6.95e-254	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LSMEM2	9.33e-11	0.987989798	0.018	0.008	1.73e-06	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LSP1	1.52e-09	1.078605802	0.148	0.079	2.83e-05	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LUM	3.09e-83	-0.650699936	0.066	0.079	5.73e-79	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LUZP2	1.74e-101	-1.704277173	0.019	0.054	3.23e-97	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LVRN	1.14e-60	3.00976328	0.034	0.008	2.11e-56	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LXN	4.94e-159	-0.81069168	0.073	0.092	9.17e-155	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LY6E	6.32e-74	-0.708516733	0.267	0.348	1.17e-69	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LY6H	1.27e-22	-2.18672229	0.004	0.016	2.36e-18	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LY6K	2.88e-10	0.601562408	0.013	0.009	5.35e-06	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LYPD1	1.18e-133	-1.129961372	0.04	0.089	2.19e-129	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
LYPD6B	2.88e-40	-1.993177152	0.003	0.013	5.36e-36	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
MACROD1	2.33e-69	0.929082349	0.251	0.141	4.33e-65	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
MACROD2	1.78e-160	-1.034242995	0.022	0.049	3.31e-156	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
MACROH2A1	1.34e-214	0.99106314	0.031	0.022	2.5e-210	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
MADCAM1	2.34e-21	0.76756606	0.029	0.015	4.35e-17	False	up	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
MAEL	1.28e-25	-0.759566423	0.009	0.016	2.38e-21	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed
