gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_recovered_from_excel_date	direction	passes_fdr_0_05	passes_abs_log2fc_0_585	primary_signature_member	source_sheet	contrast_id	biological_level	effect_orientation	evidence_status	gene_input	human_gene_id	mapping_method	current_human_symbol	target_current_symbol	baseMean	target_log2FoldChange	target_stat	target_padj	target_source_symbol	mapped_to_target_universe
FHDC1	1.24e-50	-0.788984671	0.138	0.214	2.31e-46	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FHDC1	85462	official_exact	FHDC1	FHDC1	3149.58730651844	-0.684350884099179	-3.76647447967608	0.0123043732744475	FHDC1	True
FIBIN	9.110000000000001e-47	-1.249866208	0.117	0.198	1.69e-42	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FIBIN	387758	official_exact	FIBIN	FIBIN	5127.8291484141	0.404656013684769	1.19531642523135	0.61315457803347	FIBIN	True
FJX1	6.19e-34	-0.739718869	0.02	0.032	1.1500000000000001e-29	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FJX1	24147	official_exact	FJX1	FJX1	201.693283110657	0.128103024371906	0.387278849476295	0.695603198837335	FJX1	True
FLRT3	1.11e-44	-0.665704805	0.045	0.068	2.0599999999999997e-40	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FLRT3	23767	official_exact	FLRT3	FLRT3	4673.12166854391	0.273101427901573	0.964281309830619	0.717038612209769	FLRT3	True
FLT3	1.44e-09	-0.886896498	0.006	0.013	2.68e-05	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FLT3	2322	official_exact	FLT3	FLT3	638.512321210502	-0.115777276706344	-0.358804594879692	0.802750112153492	FLT3	True
FLVCR1	7.67e-09	-0.686826101	0.153	0.192	0.000142588	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FLVCR1	28982	official_exact	FLVCR1	FLVCR1	4619.41071349476	0.0599170713748834	0.258456835231211	1.0	FLVCR1	True
FLVCR2	6.42e-20	-1.169185395	0.085	0.141	1.19e-15	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FLVCR2	55640	official_exact	FLVCR2	FLVCR2	2259.31487996264	0.521303005435895	2.39693860782948	0.158594296101002	FLVCR2	True
FMOD	2.69e-11	-1.230635596	0.055	0.094	4.99e-07	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FMOD	2331	official_exact	FMOD	FMOD	3763.38767331765	0.576925978519042	2.19694821366105	0.20288414108745	FMOD	True
FNDC10	5.32e-78	-0.959780237	0.032	0.061	9.89e-74	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FNDC10	643988	official_exact	FNDC10	FNDC10	839.353977958392	-1.69871391929184	-3.97892282082745	0.00595890177454574	FNDC10	True
FOLH1	9.529999999999999e-23	-0.637332335	0.077	0.112	1.77e-18	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FOLH1	2346	official_exact	FOLH1	FOLH1	1971.5826539381	-0.527693098973981	-2.09082916170289	0.201454037941698	FOLH1	True
FOXM1	1.04e-16	-0.653985054	0.007	0.011	1.93e-12	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FOXM1	2305	official_exact	FOXM1	FOXM1	272.480717986411	0.580970288762867	1.78733506089272	0.286520494829808	FOXM1	True
FOXO1	1.34e-46	-0.609895765	0.28	0.334	2.5e-42	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FOXO1	2308	official_exact	FOXO1	FOXO1	15852.8598039431	0.393979853661843	1.77322416415	0.383658039668601	FOXO1	True
FOXQ1	5.82e-07	-1.031728564	0.003	0.005	0.010820326	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FOXQ1	94234	official_exact	FOXQ1	FOXQ1	39.1063973090374	0.344539008167868	0.625765548849327	0.948508603087716	FOXQ1	True
FRMPD1	9.86e-120	-0.830151157	0.046	0.08	1.8299999999999998e-115	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FRMPD1	22844	official_exact	FRMPD1	FRMPD1	13722.2049555078	-1.00074948272151	-2.5878422561576	0.132917652151766	FRMPD1	True
FRMPD4	1.8e-23	-0.671565866	0.01	0.015	3.35e-19	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FRMPD4	9758	official_exact	FRMPD4	FRMPD4	1091.94124271675	-0.0924119303423407	-0.290187578153167	0.828776112296842	FRMPD4	True
FSD1L	1.9600000000000001e-31	-0.631186193	0.178	0.227	3.64e-27	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FSD1L	83856	official_exact	FSD1L	FSD1L	11613.2082407517	-0.499734739058019	-1.80006289091825	0.596271328876095	FSD1L	True
FSTL1	2.6000000000000003e-184	-0.631954606	0.391	0.453	4.83e-180	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FSTL1	11167	official_exact	FSTL1	FSTL1	52777.465305767	-0.300135271398749	-1.29930627850116	0.603138922420977	FSTL1	True
FSTL4	5e-56	-0.947136925	0.014	0.026	9.29e-52	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FSTL4	23105	official_exact	FSTL4	FSTL4	709.35681678314	-0.396300637282675	-1.12726476666701	0.45123636157619	FSTL4	True
FSTL5	4.9e-129	-0.668604656	0.032	0.055	9.11e-125	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FSTL5	56884	official_exact	FSTL5	FSTL5	2687.63339125548	0.196751754983798	0.647263121750015	0.859522846989422	FSTL5	True
FUCA2	4.61e-40	-0.882481941	0.102	0.152	8.56e-36	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FUCA2	2519	official_exact	FUCA2	FUCA2	3970.04443789514	-0.00599586449435793	-0.0337595988816951	1.0	FUCA2	True
FUNDC2	4.89e-20	-1.111545238	0.027	0.046	9.09e-16	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FUNDC2	65991	official_exact	FUNDC2	FUNDC2	10666.851995162	-0.125330763912493	-1.23272150606063	0.58230940590834	FUNDC2	True
FUT9	1.57e-16	-1.434342113	0.026	0.064	2.92e-12	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FUT9	10690	official_exact	FUT9	FUT9	724.322176394163	-0.485527533488783	-1.41672432550108	0.407859295192221	FUT9	True
FXN	4.9300000000000004e-26	-0.625905127	0.033	0.044	9.170000000000001e-22	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FXN	2395	official_exact	FXN	FXN	699.231561948073	-0.19362204332484	-1.18576646694557	0.49745651528126	FXN	True
FXYD7	2.23e-201	-1.11543906	0.066	0.111	4.1499999999999994e-197	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FXYD7	53822	official_exact	FXYD7	FXYD7	1145.96501488139	-0.85753463838354	-2.44452215156784	0.129857616103835	FXYD7	True
FZD1	1.59e-18	-1.184814567	0.08	0.131	2.96e-14	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FZD1	8321	official_exact	FZD1	FZD1	1756.67264189212	0.135836066739392	0.632449923959455	0.694200228224473	FZD1	True
FZD7	5.6999999999999995e-247	-1.27175482	0.099	0.188	1.0599999999999999e-242	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FZD7	8324	official_exact	FZD7	FZD7	4173.84390566451	-0.47811645761448	-1.94001243914811	0.305887833068768	FZD7	True
FZD8	2.68e-30	-0.625278196	0.188	0.245	4.99e-26	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	FZD8	8325	official_exact	FZD8	FZD8	3343.07218626762	-0.572120872544278	-2.60518402636403	0.116301010396439	FZD8	True
GABBR2	1.47e-95	-0.939444675	0.036	0.064	2.74e-91	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GABBR2	9568	official_exact	GABBR2	GABBR2	7277.45132230161	-0.856503084412759	-2.9046465083748	0.0825604938256737	GABBR2	True
GABPA	1e-20	-0.851566497	0.074	0.108	1.86e-16	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GABPA	2551	official_exact	GABPA	GABPA	5815.26660437623	0.263852338233967	1.96416930812952	0.29841951656524	GABPA	True
GABRA2	1.2799999999999999e-113	-0.646918994	0.033	0.055	2.3800000000000003e-109	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GABRA2	2555	official_exact	GABRA2	GABRA2	6990.30452284448	-0.687406924176689	-1.91692095202673	0.312159664680374	GABRA2	True
GABRA5	5.910000000000001e-27	-0.707909664	0.006	0.009	1.1e-22	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GABRA5	2558	official_exact	GABRA5	GABRA5	662.024562211653	-1.02156618084601	-2.69133412550309	0.0894889241792767	GABRA5	True
GABRB1	1.18e-07	-0.755439183	0.006	0.01	0.002200412	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GABRB1	2560	official_exact	GABRB1	GABRB1	19.3797968103429	-0.277630746021209	-0.462995232330202	1.0	GABRB1	True
GABRB3	2.08e-178	-1.077533131	0.056	0.115	3.86e-174	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GABRB3	2562	official_exact	GABRB3	GABRB3	8066.4500101127	-0.760687909241157	-2.44865059042442	0.167953126802506	GABRB3	True
GABRG1	5.58e-43	-1.084362288	0.003	0.008	1.04e-38	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GABRG1	2565	official_exact	GABRG1	GABRG1	2105.18885034428	0.43566973070083	0.662384673121418	0.684174065681881	GABRG1	True
GABRG2	3.65e-93	-1.106496507	0.027	0.051	6.79e-89	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GABRG2	2566	official_exact	GABRG2	GABRG2	7456.44115358543	-0.741070441522954	-2.08844712361879	0.253903128509965	GABRG2	True
GAL	6.85e-39	-1.322279428	0.025	0.043	1.27e-34	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GAL	51083	official_exact	GAL	GAL	595.118308156986	0.250250694025443	0.637948029207577	0.691886773338694	GAL	True
GAL3ST1	1.88e-76	-0.699387707	0.086	0.136	3.49e-72	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GAL3ST1	9514	official_exact	GAL3ST1	GAL3ST1	383.56324463071	-1.20597358716958	-3.43893135590568	0.0221251404600844	GAL3ST1	True
GALNT12	2.17e-09	-0.77922347	0.024	0.034	4.03e-05	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GALNT12	79695	official_exact	GALNT12	GALNT12	125.978725011505	0.536664768473167	2.20922621686821	0.190592035922532	GALNT12	True
GALNT13	7.240000000000001e-73	-1.004915605	0.024	0.044	1.3499999999999999e-68	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GALNT13	114805	official_exact	GALNT13	GALNT13	3537.53197509813	-0.659517485176056	-1.94711207770593	0.308676253914648	GALNT13	True
GALNT14	1.07e-90	-1.144883892	0.021	0.045	1.99e-86	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GALNT14	79623	official_exact	GALNT14	GALNT14	2245.2603020357	-0.607223106725948	-2.41412997791756	0.13302708167101	GALNT14	True
GAREM1	5.47e-16	-0.594056114	0.095	0.121	1.02e-11	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GAREM1	64762	official_exact	GAREM1	GAREM1	4961.87638485472	-0.0368294207387577	-0.211629335391991	1.0	GAREM1	True
GARIN5A	6.35e-106	-0.947241972	0.003	0.008	1.18e-101	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GARIN5A	112703	official_exact	GARIN5A	GARIN5A	137.156330703033	-1.37153196050893	-3.32048984750841	0.0320139307762898	FAM71E1	True
GAS2	4.26e-18	-0.585373276	0.137	0.194	7.92e-14	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GAS2	2620	official_exact	GAS2	GAS2	2346.12149801088	-0.256339307897646	-1.34704290884638	0.493651709142877	GAS2	True
GASK1A	9.55e-39	-0.718534437	0.236	0.335	1.77e-34	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GASK1A	729085	official_exact	GASK1A	GASK1A	2450.11614908492	-0.176401172789426	-0.651197433841433	0.777559955351969	FAM198A	True
GATM	9.41e-87	-0.781037324	0.209	0.287	1.75e-82	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GATM	2628	official_exact	GATM	GATM	39944.0868202094	-0.325213670782044	-1.53619421127003	0.454198627452982	GATM	True
GCHFR	5.71e-113	-0.680861705	0.037	0.052	1.06e-108	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GCHFR	2644	official_exact	GCHFR	GCHFR	5.15522835080337	-0.997247992187573	-1.19920467438225	1.0	GCHFR	True
GCLM	5.07e-44	-1.236835079	0.087	0.144	9.42e-40	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GCLM	2730	official_exact	GCLM	GCLM	5688.38860549142	0.126995421624536	0.604382062172412	0.8846838643274	GCLM	True
GDA	3.63e-09	-1.139213621	0.002	0.004	6.74e-05	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GDA	9615	official_exact	GDA	GDA	100.821069189419	-1.18756232113708	-1.96041194455322	0.235605944222915	GDA	True
GDAP1	3.2999999999999997e-46	-0.600607682	0.144	0.187	6.14e-42	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GDAP1	54332	official_exact	GDAP1	GDAP1	12500.7101029238	-0.307871464804342	-1.13544586190114	0.660269538019977	GDAP1	True
GDAP1L1	1.7800000000000002e-70	-0.708466231	0.025	0.04	3.31e-66	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GDAP1L1	78997	official_exact	GDAP1L1	GDAP1L1	1116.73620618174	-0.991709639628358	-3.49217692837665	0.0198022939217197	GDAP1L1	True
GDE1	1.24e-68	-0.770331265	0.105	0.159	2.3e-64	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GDE1	51573	official_exact	GDE1	GDE1	8954.5644833887	-0.237080273775955	-1.45081446966947	0.806111249847669	GDE1	True
GDF10	5.0000000000000005e-58	-0.721410937	0.062	0.113	9.289999999999999e-54	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GDF10	2662	official_exact	GDF10	GDF10	2583.7305006275	-0.602037012224758	-2.60500753546183	0.131407795054869	GDF10	True
GDPD2	4.05e-160	-1.363216079	0.031	0.087	7.52e-156	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GDPD2	54857	official_exact	GDPD2	GDPD2	535.934404529932	-0.162990081693493	-0.393509087500106	0.779597994156129	GDPD2	True
GET3	3.84e-75	-0.7714443	0.075	0.112	7.14e-71	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GET3	439	official_exact	GET3	GET3	4327.7323176025	-0.241899805580324	-1.4558820785178	0.501973735628183	ASNA1	True
GFAP	4.12e-39	-3.670321787	0.006	0.012	7.660000000000001e-35	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GFAP	2670	official_exact	GFAP	GFAP	1668.65402597337	0.93290428261473	1.31628856516205	0.502908478833908	GFAP	True
GFRA2	4.59e-20	-0.99694168	0.016	0.029	8.54e-16	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GFRA2	2675	official_exact	GFRA2	GFRA2	2061.97226552499	-1.81980596231832	-2.58098282327621	0.120326115644704	GFRA2	True
GGH	5.59e-126	-1.16209019	0.038	0.082	1.0400000000000001e-121	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GGH	8836	official_exact	GGH	GGH	2596.03545039631	-0.168067998150373	-0.803117765707578	0.631859381732293	GGH	True
GGPS1	6.36e-53	-0.845412663	0.054	0.08	1.1799999999999999e-48	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GGPS1	9453	official_exact	GGPS1	GGPS1	5774.31609652856	-0.132034316972566	-0.974542701705308	0.692610667511921	GGPS1	True
GHITM	1.31e-280	-0.84724061	0.154	0.234	2.4400000000000002e-276	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GHITM	27069	official_exact	GHITM	GHITM	47201.5189828303	-0.194358904560568	-0.962625653585648	0.700052790129134	GHITM	True
GHRL	8.63e-20	-0.723651123	0.019	0.023	1.6e-15	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GHRL	51738	official_exact	GHRL	GHRL	145.519911034394	-0.0625662782177745	-0.217664564464103	0.911218475159314	GHRL	True
GINS3	1.66e-18	-0.953822999	0.051	0.085	3.08e-14	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GINS3	64785	official_exact	GINS3	GINS3	906.408354767538	-0.405551154742862	-2.6056451222706	0.0867914631466564	GINS3	True
GJA1	3.24e-85	-1.426067541	0.119	0.226	6.02e-81	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GJA1	2697	official_exact	GJA1	GJA1	27346.4499920261	0.254950803472861	0.85003323925168	0.768978465426007	GJA1	True
GJB1	2.7200000000000004e-27	-0.951888733	0.011	0.023	5.049999999999999e-23	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GJB1	2705	official_exact	GJB1	GJB1	722.065204732322	-0.572209037544493	-2.19924841341166	0.154000064518122	GJB1	True
GJC3	6.349999999999999e-61	-0.838185629	0.022	0.039	1.18e-56	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GJC3	349149	official_exact	GJC3	GJC3	817.639981544866	-0.649004190581236	-2.24481734596916	0.168352568522596	GJC3	True
GLCE	3.5399999999999997e-28	-1.099713942	0.079	0.125	6.58e-24	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GLCE	26035	official_exact	GLCE	GLCE	6210.40582839597	-0.438594620098015	-1.38809907008807	0.515637165511193	GLCE	True
GLO1	1.2600000000000001e-210	-0.788860361	0.049	0.082	2.35e-206	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GLO1	2739	official_exact	GLO1	GLO1	14751.7962557542	-0.0132079658990126	-0.121059536394854	1.0	GLO1	True
GLRB	5.32e-65	-0.693987096	0.03	0.049	9.89e-61	False	down	True	True	True	Sup_Data4	late_allcell_DPN_vs_diabetes	all_hDRG_celltypes	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	GLRB	2743	official_exact	GLRB	GLRB	2895.33822620021	-0.630844543300648	-2.32622827047948	0.150876951413458	GLRB	True
