analysis_id	source	endpoint	program	block	original_effect	deleted_effect	eligible_before	eligible_after	rank_universe_same	remaining_up	remaining_down	reason	change	absolute_change	baseline_near_zero	signed_retention_ratio	same_sign
M01	GSE148059_C02	GSE148059_C02	P7	yellow	-0.0006576252344175	-0.0004985414591747	True	True	True	70	190		0.00015908377524279994	0.00015908377524279994	False	0.7580935661878753	1.0
M01	GSE148059_C02	GSE148059_C02	P6	black	-0.0015641186172901	-0.0018577133765664	True	True	True	43	78		-0.0002935947592762999	0.0002935947592762999	False	1.1877061982581378	1.0
M01	GSE148059_C02	GSE148059_C02	P6	blue	-0.0015641186172901	-0.0006737093311351	True	True	True	41	76		0.0008904092861550001	0.0008904092861550001	False	0.4307277745356226	1.0
M01	GSE148059_C02	GSE148059_C02	P6	brown	-0.0015641186172901	-0.0018933806256453	True	True	True	44	69		-0.00032926200835519987	0.00032926200835519987	False	1.2105096152654073	1.0
M01	GSE148059_C02	GSE148059_C02	P6	green	-0.0015641186172901	-0.0013445797081693	True	True	True	46	75		0.00021953890912080015	0.00021953890912080015	False	0.8596404986847095	1.0
M01	GSE148059_C02	GSE148059_C02	P6	magenta	-0.0015641186172901	-0.0016098913144427	True	True	True	45	79		-4.5772697152599885e-05	4.5772697152599885e-05	False	1.0292642109406658	1.0
M01	GSE148059_C02	GSE148059_C02	P6	pink	-0.0015641186172901	-0.001633217804894	True	True	True	44	79		-6.909918760389985e-05	6.909918760389985e-05	False	1.0441777157052303	1.0
M01	GSE148059_C02	GSE148059_C02	P6	red	-0.0015641186172901	-0.0015602990561772	True	True	True	46	77		3.819561112900025e-06	3.819561112900025e-06	False	0.997558010581373	1.0
M01	GSE148059_C02	GSE148059_C02	P6	turquoise	-0.0015641186172901	-0.0016795545432304	True	True	True	40	74		-0.00011543592594030001	0.00011543592594030001	False	1.0738025394393025	1.0
M01	GSE148059_C02	GSE148059_C02	P6	yellow	-0.0015641186172901	-0.0017893745171821	True	True	True	43	77		-0.00022525589989199984	0.00022525589989199984	False	1.1440145890484092	1.0
M01	GSE148059_C02	GSE148059_C02	P1	black	0.002906255526385	0.0029836043147864	True	True	True	300	318		7.734878840139981e-05	7.734878840139981e-05	False	1.0266145862602838	1.0
M01	GSE148059_C02	GSE148059_C02	P1	blue	0.002906255526385	0.0022677367717003	True	True	True	294	285		-0.0006385187546847004	0.0006385187546847004	False	0.7802950398243427	1.0
M01	GSE148059_C02	GSE148059_C02	P1	brown	0.002906255526385	0.0025811594463625	True	True	True	285	298		-0.0003250960800225003	0.0003250960800225003	False	0.8881391959271808	1.0
M01	GSE148059_C02	GSE148059_C02	P1	green	0.002906255526385	0.0025152450474571	True	True	True	277	325		-0.00039101047892790017	0.00039101047892790017	False	0.8654590157754415	1.0
M01	GSE148059_C02	GSE148059_C02	P1	magenta	0.002906255526385	0.0029147019347323	True	True	True	300	327		8.446408347299612e-06	8.446408347299612e-06	False	1.0029062855177795	1.0
M01	GSE148059_C02	GSE148059_C02	P1	pink	0.002906255526385	0.0029461265552069	True	True	True	300	326		3.9871028821899645e-05	3.9871028821899645e-05	False	1.0137190375931926	1.0
M01	GSE148059_C02	GSE148059_C02	P1	red	0.002906255526385	0.0029452402296309	True	True	True	295	320		3.89847032458996e-05	3.89847032458996e-05	False	1.0134140659319077	1.0
M01	GSE148059_C02	GSE148059_C02	P1	turquoise	0.002906255526385	0.0032353354308016	True	True	True	250	307		0.0003290799044165997	0.0003290799044165997	False	1.1132315797523598	1.0
M01	GSE148059_C02	GSE148059_C02	P1	yellow	0.002906255526385	0.0031657679922778	True	True	True	288	312		0.00025951246589279997	0.00025951246589279997	False	1.0892944421220936	1.0
M01	GSE148059_C02	GSE148059_C02	P2	black	-6.596723168979956e-05	-0.0001349435656067	True	True	True	1316	1685		-6.897633391690045e-05	6.897633391690045e-05	False	2.0456151054094662	1.0
M01	GSE148059_C02	GSE148059_C02	P2	blue	-6.596723168979956e-05	-3.6142131835517947e-05	True	True	True	1304	1613		2.9825099854281615e-05	2.9825099854281615e-05	False	0.5478800748448955	1.0
M01	GSE148059_C02	GSE148059_C02	P2	brown	-6.596723168979956e-05	-0.0001059121116517	True	True	True	1325	1560		-3.9944879961900434e-05	3.9944879961900434e-05	False	1.6055260913438796	1.0
M01	GSE148059_C02	GSE148059_C02	P2	green	-6.596723168979956e-05	2.322843248248057e-05	True	True	True	1365	1642		8.919566417228014e-05	8.919566417228014e-05	False	-0.3521207709868528	0.0
M01	GSE148059_C02	GSE148059_C02	P2	magenta	-6.596723168979956e-05	-5.297242341439733e-05	True	True	True	1364	1691		1.2994808275402234e-05	1.2994808275402234e-05	False	0.8030111626252825	1.0
M01	GSE148059_C02	GSE148059_C02	P2	pink	-6.596723168979956e-05	-0.0002679023848277	True	True	True	1340	1688		-0.00020193515313790046	0.00020193515313790046	False	4.0611433580761505	1.0
M01	GSE148059_C02	GSE148059_C02	P2	red	-6.596723168979956e-05	-0.0001013822704011	True	True	True	1370	1627		-3.541503871130044e-05	3.541503871130044e-05	False	1.5368580400316636	1.0
M01	GSE148059_C02	GSE148059_C02	P2	turquoise	-6.596723168979956e-05	5.323684829277084e-05	True	True	True	1244	1651		0.0001192040799825704	0.0001192040799825704	False	-0.8070195903188522	0.0
M01	GSE148059_C02	GSE148059_C02	P2	yellow	-6.596723168979956e-05	-0.0002589954555311	True	True	True	1263	1641		-0.00019302822384130046	0.00019302822384130046	False	3.926122847612964	1.0
M01	GSE148059_C02	GSE148059_C02	P3	black	-0.0009399181623477	-0.0009346591832725	True	True	True	122	295		5.2589790751999925e-06	5.2589790751999925e-06	False	0.994404854288522	1.0
M01	GSE148059_C02	GSE148059_C02	P3	blue	-0.0009399181623477	-0.000505909755023	True	True	True	115	287		0.00043400840732470006	0.00043400840732470006	False	0.5382487276970512	1.0
M01	GSE148059_C02	GSE148059_C02	P3	brown	-0.0009399181623477	-0.0009243963239893	True	True	True	121	264		1.5521838358400065e-05	1.5521838358400065e-05	False	0.983485968268099	1.0
M01	GSE148059_C02	GSE148059_C02	P3	green	-0.0009399181623477	-0.0007953383703336	True	True	True	125	282		0.00014457979201410007	0.00014457979201410007	False	0.8461783187027976	1.0
